player_id,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt p100,On-Off p100,BadPass TO,LostBall TO,Shoot Foul,Off. Foul,Shoot Drawn,Off. Drawn,PGA,And1,Blkd,Awards,Column_25
travelu01,502,Kevin Knox,25,GSW,SF,14,0,84,0,32,61,7,0,-1.0,-4.7,1,3,5,0,4,0,14,0,1,
umudest01,503,Isaiah Jackson,23,IND,C,5,1,84,0,0,0,0,100,6.2,4.0,2,0,8,3,6,0,12,0,2,
knoxke01,504,Marcus Garrett,26,CHO,SG,4,0,79,0,60,40,0,0,-23.7,-14.6,3,0,6,0,0,0,30,0,3,
jacksis01,505,Jacob Toppin,24,2TM,SF,17,0,76,0,0,21,62,16,-11.2,-13.6,2,0,2,1,0,0,15,0,3,
garrema01,505,Jacob Toppin,24,NYK,SF,16,0,49,0,0,33,67,0,-13.9,-18.3,1,0,2,1,0,0,10,0,1,
toppija01,505,Jacob Toppin,24,ATL,SF,1,0,27,0,0,0,54,46,-6.3,-5.2,1,0,0,0,0,0,5,0,2,
toppija01,506,Emoni Bates,21,CLE,SF,10,0,75,0,3,62,35,0,-21.8,-32.2,1,1,1,0,0,0,18,0,0,
toppija01,507,Taylor Hendricks,21,UTA,PF,3,3,75,0,0,72,28,0,-13.1,-4.0,2,0,5,0,2,0,4,0,0,
batesem01,508,Chris Duarte,27,CHI,SG,17,0,74,13,83,5,0,0,5.5,6.8,0,1,3,0,4,1,19,2,1,
hendrta01,509,Daeqwon Plowden,26,ATL,SG,6,0,72,0,2,50,48,0,18.6,20.2,3,1,3,0,1,0,5,0,0,
duartch01,510,RayJ Dennis,23,IND,PG,11,0,70,93,7,0,0,0,29.9,28.1,4,0,2,0,1,0,30,0,3,
plowdda01,511,Josh Christopher,23,MIA,SG,14,0,69,30,67,3,0,0,1.2,0.6,4,1,0,0,1,0,18,0,1,
dennira01,512,Matt Ryan,27,NYK,SF,19,0,68,0,15,57,28,0,-26.9,-31.6,2,1,1,0,0,1,7,0,2,
chrisjo01,513,Armel Traoré,22,LAL,SF,9,0,67,0,0,51,49,0,-36.8,-39.1,0,2,0,1,2,0,3,1,1,
ryanma01,514,PJ Hall,22,DEN,C,19,0,66,0,0,0,0,100,-2.3,-6.4,0,1,5,0,2,0,11,0,2,
armeltr01,515,Nae'Qwan Tomlin,24,CLE,PF,5,1,63,0,0,0,73,27,6.0,-3.9,1,0,6,0,7,0,6,3,4,
hallpj01,516,Jamaree Bouyea,25,MIL,PG,5,1,62,100,0,0,0,0,-0.3,-2.7,3,4,1,0,1,1,27,0,1,
tomlina01,517,Cam Christie,19,LAC,SG,13,0,59,16,84,1,0,0,-7.6,-12.3,1,0,2,0,2,0,15,0,1,
bouyeja01,518,P.J. Tucker,39,NYK,SF,3,1,58,0,0,0,76,24,-18.8,-23.3,1,0,2,0,0,0,0,0,0,
chrisca02,519,Jazian Gortman,21,DAL,PG,16,0,57,77,23,0,0,0,10.1,11.5,1,3,4,0,0,0,14,0,1,
tuckepj01,520,Liam Robbins,25,MIL,C,13,0,57,0,0,0,0,100,-2.7,-5.1,3,1,5,2,5,0,6,0,3,
gortmja01,521,E.J. Liddell,24,CHI,PF,12,0,53,0,0,0,38,62,-2.5,-1.2,0,1,4,1,1,0,9,0,0,
robbili01,522,Jackson Rowe,28,GSW,PF,6,0,52,0,0,35,65,0,18.2,14.9,0,1,1,0,3,0,10,0,0,
liddeej01,523,N'Faly Dante,23,HOU,C,4,0,51,0,0,0,0,100,-7.7,-12.2,1,0,7,1,3,0,5,1,0,
roweja01,524,Isaiah Crawford,23,SAC,SF,15,0,46,0,9,65,26,0,23.3,23.0,1,0,0,0,0,0,2,0,0,
nfalyda01,525,Mason Jones,26,SAC,SG,10,0,45,6,59,34,0,0,-2.7,-3.3,1,0,1,0,3,0,26,1,0,
crawfis01,526,Phillip Wheeler,22,PHI,PF,5,0,44,0,0,2,86,12,12.6,19.2,0,1,1,0,1,0,4,0,1,
jonesma05,527,Malachi Flynn,26,CHO,PG,4,0,44,100,0,0,0,0,3.8,13.4,2,2,3,0,3,0,16,1,0,
wheelph02,528,Jack McVeigh,28,HOU,PF,9,0,43,0,0,23,57,20,-11.6,-16.0,0,2,1,0,0,0,3,0,0,
flynnma01,529,Bobi Klintman,21,DET,SF,8,0,42,0,0,0,100,0,1.5,-0.5,0,1,7,0,1,0,17,0,0,
mcveija01,530,James Johnson,37,IND,PF,12,0,37,0,0,52,49,0,-11.3,-13.8,1,2,4,0,1,0,8,1,0,
klintbo01,531,PJ Dozier,28,MIN,SG,9,0,35,0,100,0,0,0,-2.4,-7.6,1,0,1,0,2,0,10,0,0,
johnsja01,532,Harrison Ingram,22,SAS,SF,5,0,35,0,19,0,53,27,38.0,41.3,0,0,1,0,0,0,8,0,0,
doziepj01,533,Miles Norris,24,BOS,PF,3,0,35,0,0,0,100,0,-21.9,-31.2,0,0,0,0,0,0,0,0,1,
ingraha01,534,David Duke Jr.,25,SAS,SG,6,0,34,20,4,31,45,0,31.6,34.9,1,1,0,0,1,0,9,0,0,
norrimi01,535,D.J. Carton,24,TOR,SG,4,0,33,33,67,0,0,0,16.0,20.5,1,3,1,0,1,0,7,1,2,
dukeda01,536,Bryce McGowens,22,POR,SG,13,0,32,62,27,10,0,0,-17.5,-14.3,3,1,1,0,3,0,5,1,1,
cartodj01,537,Leonard Miller,21,MIN,SF,13,0,32,0,0,15,63,23,-18.8,-24.0,1,0,2,0,3,0,0,0,1,
mcgowbr01,538,Ulrich Chomche,19,TOR,PF,7,0,32,0,0,0,5,96,-42.5,-38.4,1,1,5,0,0,0,5,0,0,
millele01,539,Jalen Bridges,23,PHO,SF,8,0,30,0,0,73,27,0,6.8,9.7,0,4,0,0,2,0,0,0,0,
chomcul01,540,Jahmir Young,24,CHI,PG,6,0,30,100,0,0,0,0,-7.0,-5.8,1,0,2,0,1,0,14,0,1,
bridgja01,541,Kevin McCullar Jr.,23,NYK,SF,4,0,29,0,0,6,95,0,-3.3,-7.5,0,0,6,0,1,0,5,0,1,
youngja05,542,Trentyn Flowers,19,LAC,SF,6,0,27,0,18,82,0,0,-14.4,-19.1,0,1,1,0,1,0,0,1,0,
mcculke01,543,Emanuel Miller,24,CHI,PF,6,0,25,0,0,55,45,0,-10.3,-9.1,0,0,1,0,1,0,5,0,0,
flowetr01,544,Daniss Jenkins,23,DET,PG,7,0,23,100,0,0,0,0,-22.0,-24.1,1,0,1,0,1,0,7,0,0,
milleem01,545,Anton Watson,24,NYK,SF,9,0,22,0,0,0,42,58,-26.6,-31.0,1,0,1,1,0,0,5,0,1,
jenkida01,546,Tolu Smith,24,DET,PF,1,0,22,0,0,0,0,100,15.9,14.0,0,0,0,1,1,0,0,1,2,
watsoan02,547,Malevy Leons,25,OKC,SF,6,0,21,0,0,0,100,0,-42.3,-55.6,0,1,3,0,2,0,2,0,1,
smithto05,548,Adama Sanogo,22,CHI,C,4,0,21,0,0,0,0,100,-13.9,-12.7,0,1,1,0,0,0,2,0,1,
leonsma01,549,Taze Moore,26,POR,SG,2,0,20,85,15,0,0,0,-17.3,-14.1,1,0,0,0,1,0,3,0,1,
sanogad01,550,Ron Harper Jr.,24,DET,SF,1,0,17,0,0,95,5,0,0.6,-1.4,0,0,0,0,1,0,6,0,0,
mooreta02,551,Isaiah Mobley,25,PHI,PF,1,0,17,0,0,0,12,88,-15.4,-9.0,0,0,2,0,1,0,13,0,0,
harpero02,552,Yuri Collins,23,GSW,PG,2,0,16,100,0,0,0,0,-8.3,-11.9,0,0,3,0,0,0,9,0,0,
mobleis01,553,Tristen Newton,23,2TM,SG,8,0,16,10,90,0,0,0,-16.1,-19.8,1,0,1,0,0,0,5,0,1,
colliyu01,553,Tristen Newton,23,IND,SG,5,0,8,5,95,0,0,0,-19.7,-22.1,1,0,1,0,0,0,3,0,0,
newtotr01,553,Tristen Newton,23,MIN,SG,3,0,8,16,84,0,0,0,-12.5,-17.6,0,0,0,0,0,0,2,0,1,
newtotr01,554,Daishen Nix,22,MIN,PG,3,0,13,100,0,0,0,0,28.2,23.2,1,2,1,0,1,0,7,0,0,
newtotr01,555,Skal Labissière,28,SAC,PF,4,0,12,0,0,0,0,100,-10.0,-10.5,0,0,1,0,0,0,3,0,0,
nixda01,556,Braxton Key,27,GSW,SF,3,0,11,0,0,100,0,0,-28.6,-32.2,1,0,0,0,3,0,0,0,1,
labissk01,557,Cui Yongxi,21,BRK,SG,5,0,10,0,38,62,0,0,-3.0,4.5,0,0,0,0,1,0,0,0,1,
keybr01,558,Mac McClung,26,ORL,SG,2,0,10,0,100,0,0,0,-17.1,-16.7,0,0,2,0,0,0,8,0,0,
cuiyo01,559,Quincy Olivari,23,LAL,PG,2,0,10,26,74,0,0,0,-85.7,-87.6,1,0,0,0,0,0,2,0,0,
mccluma01,560,Terence Davis,27,SAC,SG,1,0,8,0,58,42,0,0,-13.8,-14.4,0,0,0,0,0,0,2,0,0,
olivaqu01,561,Jalen McDaniels,27,WAS,SF,4,0,7,0,0,60,33,7,15.1,27.3,0,0,0,0,0,0,3,0,0,
daviste02,562,Riley Minix,24,SAS,SF,1,0,7,0,0,0,100,0,6.7,9.7,0,0,0,0,0,0,0,0,0,
mcdanja01,563,Isaiah Stevens,24,MIA,PG,3,0,6,100,0,0,0,0,39.4,38.9,0,0,0,0,0,0,0,0,0,
minixri01,564,Terry Taylor,25,SAC,PF,3,0,6,0,0,0,100,0,62.8,62.4,0,0,0,0,0,0,5,0,0,
steveis01,565,Jesse Edwards,24,MIN,C,2,0,5,0,0,0,0,100,-100.0,-105.2,0,0,1,0,0,0,2,0,0,
taylote01,566,James Wiseman,23,IND,C,1,0,5,0,0,0,0,100,-23.5,-25.9,0,0,0,0,1,0,0,0,0,
edwarje01,567,Alondes Williams,25,DET,SG,1,0,4,0,100,0,0,0,71.4,69.5,0,0,0,0,0,0,3,0,0,
wisemja01,568,Zyon Pullin,23,MEM,SG,3,0,3,0,100,0,0,0,0.0,-5.0,0,0,0,0,0,0,0,0,0,
willial06,569,Jahlil Okafor,29,IND,C,1,0,3,0,0,0,0,100,80.4,78.1,0,0,0,0,0,0,2,0,0,
