player_id,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
wadede01,304.0,Dean Wade,28.0,CLE,PF,59.0,30.0,1252.0,112.0,271.0,0.413,80.0,222.0,0.36,32.0,49.0,0.653,0.561,16.0,30.0,0.533,51.0,198.0,249.0,76.0,42.0,20.0,22.0,101.0,320.0,0.0,
jeffrda01,305.0,DaQuan Jeffries,27.0,CHO,SG,47.0,20.0,1071.0,118.0,291.0,0.405,55.0,164.0,0.335,63.0,127.0,0.496,0.5,24.0,30.0,0.8,37.0,98.0,135.0,53.0,26.0,25.0,35.0,99.0,315.0,0.0,
miltosh01,306.0,Shake Milton,28.0,2TM,SG,57.0,2.0,837.0,115.0,254.0,0.453,38.0,106.0,0.358,77.0,148.0,0.52,0.528,47.0,59.0,0.797,31.0,73.0,104.0,102.0,25.0,4.0,40.0,67.0,315.0,0.0,
miltosh01,306.0,Shake Milton,28.0,BRK,SG,27.0,1.0,492.0,73.0,157.0,0.465,28.0,72.0,0.389,45.0,85.0,0.529,0.554,25.0,33.0,0.758,16.0,35.0,51.0,64.0,15.0,1.0,20.0,43.0,199.0,0.0,
miltosh01,306.0,Shake Milton,28.0,LAL,SG,30.0,1.0,345.0,42.0,97.0,0.433,10.0,34.0,0.294,32.0,63.0,0.508,0.485,22.0,26.0,0.846,15.0,38.0,53.0,38.0,10.0,3.0,20.0,24.0,116.0,0.0,
livelde01,307.0,Dereck Lively II,20.0,DAL,C,36.0,29.0,833.0,134.0,191.0,0.702,0.0,0.0,,134.0,191.0,0.702,0.702,46.0,73.0,0.63,104.0,166.0,270.0,85.0,20.0,56.0,41.0,100.0,314.0,0.0,
batumni01,308.0,Nicolas Batum,36.0,LAC,PF,78.0,8.0,1367.0,104.0,238.0,0.437,88.0,203.0,0.433,16.0,35.0,0.457,0.622,17.0,21.0,0.81,47.0,171.0,218.0,84.0,52.0,36.0,34.0,111.0,313.0,0.0,
walkeja01,309.0,Jabari Walker,22.0,POR,PF,60.0,1.0,749.0,118.0,229.0,0.515,28.0,72.0,0.389,90.0,157.0,0.573,0.576,49.0,71.0,0.69,59.0,152.0,211.0,37.0,33.0,6.0,34.0,87.0,313.0,0.0,
quetane01,310.0,Neemias Queta,25.0,BOS,C,62.0,6.0,863.0,132.0,203.0,0.65,0.0,3.0,0.0,132.0,200.0,0.66,0.65,46.0,61.0,0.754,89.0,147.0,236.0,45.0,18.0,42.0,40.0,106.0,310.0,0.0,
brogdma01,311.0,Malcolm Brogdon,32.0,WAS,PG,24.0,13.0,564.0,104.0,240.0,0.433,16.0,56.0,0.286,88.0,184.0,0.478,0.467,81.0,92.0,0.88,21.0,70.0,91.0,98.0,13.0,5.0,38.0,30.0,305.0,0.0,
reevean01,312.0,Antonio Reeves,24.0,NOP,SG,44.0,6.0,660.0,113.0,248.0,0.456,51.0,129.0,0.395,62.0,119.0,0.521,0.558,28.0,35.0,0.8,18.0,45.0,63.0,39.0,21.0,4.0,30.0,40.0,305.0,0.0,
smartma01,313.0,Marcus Smart,30.0,2TM,PG,34.0,7.0,680.0,101.0,257.0,0.393,49.0,141.0,0.348,52.0,116.0,0.448,0.488,54.0,71.0,0.761,18.0,54.0,72.0,109.0,39.0,9.0,54.0,53.0,305.0,0.0,
smartma01,313.0,Marcus Smart,30.0,MEM,PG,19.0,6.0,400.0,53.0,148.0,0.358,29.0,90.0,0.322,24.0,58.0,0.414,0.456,30.0,36.0,0.833,14.0,29.0,43.0,71.0,23.0,6.0,35.0,31.0,165.0,0.0,
smartma01,313.0,Marcus Smart,30.0,WAS,PG,15.0,1.0,280.0,48.0,109.0,0.44,20.0,51.0,0.392,28.0,58.0,0.483,0.532,24.0,35.0,0.686,4.0,25.0,29.0,38.0,16.0,3.0,19.0,22.0,140.0,0.0,
robinor01,314.0,Orlando Robinson,24.0,2TM,C,44.0,8.0,770.0,116.0,261.0,0.444,17.0,52.0,0.327,99.0,209.0,0.474,0.477,54.0,70.0,0.771,89.0,131.0,220.0,77.0,17.0,16.0,49.0,100.0,303.0,0.0,
robinor01,314.0,Orlando Robinson,24.0,SAC,C,9.0,0.0,57.0,7.0,17.0,0.412,1.0,5.0,0.2,6.0,12.0,0.5,0.441,4.0,7.0,0.571,3.0,11.0,14.0,9.0,3.0,1.0,4.0,6.0,19.0,0.0,
robinor01,314.0,Orlando Robinson,24.0,TOR,C,35.0,8.0,713.0,109.0,244.0,0.447,16.0,47.0,0.34,93.0,197.0,0.472,0.48,50.0,63.0,0.794,86.0,120.0,206.0,68.0,14.0,15.0,45.0,94.0,284.0,0.0,
drumman01,315.0,Andre Drummond,31.0,PHI,C,40.0,23.0,751.0,117.0,234.0,0.5,3.0,20.0,0.15,114.0,214.0,0.533,0.506,56.0,90.0,0.622,109.0,201.0,310.0,34.0,39.0,18.0,55.0,94.0,293.0,0.0,
murrakr01,316.0,Kris Murray,24.0,POR,SF,69.0,6.0,1040.0,117.0,279.0,0.419,27.0,120.0,0.225,90.0,159.0,0.566,0.468,26.0,57.0,0.456,76.0,106.0,182.0,68.0,35.0,17.0,43.0,66.0,287.0,0.0,
