player_id,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
portemi01,19.0,Michael Porter Jr.,26.0,DEN,SF,77.0,77.0,2593.0,9.8,19.4,0.504,3.6,9.1,0.395,6.2,10.4,0.599,0.596,2.8,3.6,0.768,2.6,7.5,10.0,3.1,0.9,0.7,1.9,2.9,25.9,122.0,118.0,
whitede01,20.0,Derrick White,30.0,BOS,SG,76.0,76.0,2574.0,8.3,18.7,0.442,5.2,13.5,0.384,3.1,5.2,0.593,0.58,2.6,3.1,0.839,1.3,5.3,6.6,7.0,1.4,1.6,2.6,2.7,24.3,123.0,112.0,DPOY-10
daniedy01,21.0,Dyson Daniels,21.0,ATL,SG,76.0,76.0,2571.0,8.3,16.8,0.493,1.5,4.3,0.34,6.8,12.5,0.545,0.536,1.5,2.5,0.593,2.3,5.9,8.2,6.1,4.2,1.0,2.8,3.2,19.5,110.0,111.0,"DPOY-2,MIP-1,DEF1"
jokicni01,22.0,Nikola Jokić,29.0,DEN,C,70.0,70.0,2571.0,14.7,25.5,0.576,2.6,6.2,0.417,12.1,19.3,0.627,0.627,6.8,8.4,0.8,3.7,12.9,16.7,13.4,2.4,0.8,4.3,3.0,38.7,133.0,111.0,"MVP-2,CPOY-2,AS,NBA1"
reaveau01,23.0,Austin Reaves,26.0,LAL,SG,73.0,73.0,2550.0,9.2,20.0,0.46,3.9,10.2,0.377,5.3,9.8,0.547,0.556,6.2,7.1,0.877,1.2,5.2,6.3,8.1,1.6,0.4,3.4,2.9,28.5,122.0,117.0,
camarto01,24.0,Toumani Camara,24.0,POR,PF,78.0,78.0,2548.0,6.3,13.7,0.458,2.6,6.9,0.375,3.7,6.8,0.542,0.552,1.7,2.4,0.722,3.3,5.3,8.6,3.3,2.2,1.0,2.1,4.4,16.8,117.0,115.0,"DPOY-9,DEF2"
siakapa01,25.0,Pascal Siakam,30.0,IND,PF,78.0,78.0,2548.0,11.6,22.3,0.519,2.4,6.1,0.389,9.2,16.2,0.568,0.572,4.3,5.8,0.734,2.5,7.7,10.2,5.0,1.3,0.8,2.1,3.6,29.8,120.0,115.0,AS
lopezbr01,26.0,Brook Lopez,36.0,MIL,C,80.0,80.0,2546.0,7.5,14.7,0.509,2.6,7.1,0.373,4.8,7.6,0.636,0.599,2.2,2.6,0.826,2.1,5.5,7.6,2.7,0.9,2.8,1.6,3.2,19.8,122.0,114.0,
townska01,27.0,Karl-Anthony Towns,29.0,NYK,C,72.0,72.0,2517.0,12.6,24.0,0.526,2.8,6.7,0.42,9.8,17.3,0.567,0.584,6.7,8.1,0.829,4.2,14.0,18.1,4.4,1.4,1.0,3.8,4.9,34.7,122.0,110.0,"AS,NBA3"
carrica01,28.0,Bub Carrington,19.0,WAS,PG,82.0,57.0,2458.0,5.8,14.5,0.401,2.7,7.9,0.339,3.1,6.6,0.475,0.493,1.3,1.6,0.812,0.6,6.0,6.6,7.0,1.0,0.4,2.7,3.7,15.6,104.0,121.0,
cunnica01,29.0,Cade Cunningham,23.0,DET,PG,70.0,70.0,2452.0,13.4,28.6,0.469,2.9,8.2,0.356,10.5,20.4,0.515,0.521,6.1,7.3,0.846,1.1,7.2,8.3,12.5,1.4,1.0,6.1,3.8,35.9,112.0,113.0,"MVP-7,AS,NBA3"
halibty01,30.0,Tyrese Haliburton,24.0,IND,PG,73.0,73.0,2451.0,9.3,19.7,0.473,4.3,11.0,0.388,5.1,8.7,0.581,0.582,3.7,4.4,0.851,0.8,4.2,5.1,13.2,2.1,1.0,2.4,1.8,26.6,131.0,115.0,NBA3
whiteco01,31.0,Coby White,24.0,CHI,SG,74.0,73.0,2450.0,9.7,21.4,0.453,4.1,11.1,0.37,5.6,10.2,0.544,0.55,5.3,5.8,0.902,0.5,4.7,5.2,6.3,1.3,0.3,3.4,2.9,28.8,114.0,118.0,
jamesle01,32.0,LeBron James,40.0,LAL,SF,70.0,70.0,2444.0,13.1,25.6,0.513,3.0,8.0,0.376,10.1,17.6,0.574,0.571,5.2,6.7,0.782,1.4,9.5,11.0,11.6,1.4,0.8,5.2,2.0,34.4,117.0,114.0,"MVP-6,CPOY-7,AS,NBA2"
sabondo01,33.0,Domantas Sabonis,28.0,SAC,C,70.0,70.0,2429.0,10.6,18.0,0.59,1.3,3.1,0.417,9.3,14.8,0.627,0.627,4.4,5.8,0.754,5.4,14.2,19.6,8.5,1.0,0.5,4.1,4.6,26.9,128.0,114.0,
murraja01,34.0,Jamal Murray,27.0,DEN,PG,67.0,67.0,2418.0,10.6,22.3,0.474,3.1,7.9,0.393,7.5,14.4,0.518,0.543,4.3,4.9,0.886,0.9,4.3,5.2,8.0,1.8,0.7,2.7,2.5,28.6,120.0,118.0,
sengual01,35.0,Alperen Şengün,22.0,HOU,C,76.0,76.0,2395.0,11.5,23.2,0.496,0.4,1.8,0.233,11.1,21.4,0.519,0.505,6.0,8.7,0.692,5.3,10.7,16.0,7.6,1.7,1.2,3.9,4.2,29.5,116.0,108.0,AS
brookdi01,36.0,Dillon Brooks,29.0,HOU,SF,75.0,75.0,2388.0,7.8,18.2,0.429,3.8,9.6,0.397,4.0,8.7,0.465,0.533,2.0,2.5,0.818,1.5,4.1,5.6,2.6,1.2,0.3,1.5,4.9,21.5,117.0,114.0,
goberru01,37.0,Rudy Gobert,32.0,MIN,C,72.0,72.0,2388.0,7.0,10.5,0.669,0.0,0.0,,7.0,10.5,0.669,0.669,3.8,5.6,0.674,5.5,10.7,16.2,2.6,1.2,2.1,1.8,3.8,17.9,138.0,109.0,"DPOY-13,DEF2"
harrito02,38.0,Tobias Harris,32.0,DET,PF,73.0,73.0,2305.0,8.0,16.8,0.477,1.9,5.5,0.345,6.1,11.3,0.542,0.534,3.0,3.5,0.861,1.4,7.7,9.0,3.4,1.5,1.2,1.8,2.9,20.9,116.0,113.0,
garlada01,39.0,Darius Garland,25.0,CLE,PG,75.0,75.0,2301.0,11.6,24.5,0.472,4.4,11.1,0.401,7.1,13.5,0.53,0.562,4.7,5.3,0.878,1.0,3.5,4.5,10.6,1.9,0.2,4.0,3.0,32.3,121.0,115.0,"CPOY-6,AS"
brunsja01,40.0,Jalen Brunson,28.0,NYK,PG,65.0,65.0,2301.0,12.6,25.9,0.488,3.3,8.6,0.383,9.3,17.3,0.539,0.551,7.9,9.7,0.821,0.6,3.5,4.0,10.2,1.3,0.2,3.5,3.0,36.4,123.0,118.0,"MVP-10,CPOY-1,AS,NBA2"
allenja01,41.0,Jarrett Allen,26.0,CLE,C,82.0,82.0,2296.0,9.5,13.4,0.706,0.0,0.1,0.0,9.5,13.3,0.712,0.706,4.2,5.8,0.718,4.5,12.2,16.7,3.3,1.6,1.5,2.0,2.7,23.1,142.0,108.0,
paulch01,42.0,Chris Paul,39.0,SAS,PG,82.0,82.0,2292.0,5.3,12.3,0.427,3.0,7.8,0.377,2.3,4.5,0.514,0.547,1.8,1.9,0.924,0.7,5.5,6.2,12.8,2.2,0.5,2.7,3.2,15.2,125.0,118.0,
simonan01,43.0,Anfernee Simons,25.0,POR,SG,70.0,70.0,2292.0,10.2,23.9,0.426,4.6,12.6,0.363,5.6,11.3,0.496,0.521,3.7,4.1,0.902,0.5,3.5,4.0,7.1,1.3,0.1,3.0,2.5,28.6,115.0,119.0,
antetgi01,44.0,Giannis Antetokounmpo,30.0,MIL,PF,67.0,67.0,2289.0,16.8,27.9,0.601,0.3,1.3,0.222,16.5,26.5,0.62,0.607,9.2,14.9,0.617,3.1,13.8,16.9,9.1,1.2,1.6,4.4,3.3,43.0,122.0,109.0,"MVP-3,DPOY-8,AS,NBA1"
beaslma01,45.0,Malik Beasley,28.0,DET,SG,82.0,18.0,2283.0,9.7,22.6,0.43,6.7,16.1,0.416,3.0,6.4,0.466,0.579,2.0,2.9,0.679,1.0,3.5,4.5,2.9,1.5,0.1,1.7,2.6,28.1,116.0,117.0,6MOY-2
caldwke01,46.0,Kentavious Caldwell-Pope,31.0,ORL,SG,77.0,77.0,2279.0,5.2,11.9,0.439,2.5,7.2,0.342,2.8,4.7,0.589,0.543,1.8,2.1,0.863,0.7,3.0,3.7,3.0,2.2,0.7,1.4,3.0,14.7,115.0,112.0,
vucevni01,47.0,Nikola Vučević,34.0,CHI,C,73.0,72.0,2278.0,11.3,21.3,0.53,2.6,6.6,0.402,8.6,14.7,0.587,0.592,2.5,3.1,0.805,3.6,11.4,15.1,5.2,1.2,1.1,2.4,3.3,27.6,122.0,113.0,
pritcpa01,48.0,Payton Pritchard,27.0,BOS,PG,80.0,3.0,2271.0,9.0,19.1,0.472,5.6,13.8,0.407,3.4,5.3,0.642,0.62,1.6,1.9,0.845,2.3,4.5,6.8,6.2,1.5,0.3,1.8,2.6,25.3,131.0,114.0,6MOY-1
duranke01,49.0,Kevin Durant,36.0,PHO,PF,62.0,62.0,2265.0,12.9,24.5,0.527,3.5,8.1,0.43,9.4,16.4,0.574,0.598,6.6,7.9,0.839,0.5,7.7,8.2,5.7,1.1,1.7,4.1,2.3,36.0,117.0,119.0,AS
sharpsh01,50.0,Shaedon Sharpe,21.0,POR,SG,72.0,52.0,2252.0,10.8,23.8,0.452,3.2,10.2,0.311,7.6,13.6,0.557,0.519,4.1,5.2,0.785,1.5,5.5,7.0,4.3,1.3,0.3,3.2,2.6,28.8,110.0,117.0,
curryst01,51.0,Stephen Curry,36.0,GSW,PG,70.0,70.0,2252.0,12.2,27.2,0.448,6.7,16.9,0.397,5.5,10.2,0.534,0.572,6.0,6.5,0.933,0.9,5.8,6.7,9.1,1.7,0.6,4.3,2.1,37.1,120.0,113.0,"MVP-9,CPOY-5,AS,NBA2"
foxde01,52.0,De'Aaron Fox,27.0,2TM,PG,62.0,62.0,2241.0,11.7,25.3,0.463,2.6,8.3,0.31,9.2,17.0,0.538,0.514,5.7,6.9,0.827,1.2,5.3,6.5,8.5,2.0,0.5,3.8,3.6,31.7,113.0,117.0,
foxde01,52.0,De'Aaron Fox,27.0,SAC,PG,45.0,45.0,1663.0,12.2,26.0,0.469,2.7,8.4,0.322,9.5,17.6,0.539,0.521,6.0,7.2,0.829,1.3,5.3,6.6,8.1,1.9,0.6,3.9,3.5,33.1,113.0,117.0,
foxde01,52.0,De'Aaron Fox,27.0,SAS,PG,17.0,17.0,578.0,10.5,23.4,0.446,2.2,7.9,0.274,8.3,15.5,0.535,0.493,4.9,6.0,0.819,0.8,5.4,6.1,9.7,2.1,0.4,3.4,3.8,28.0,111.0,118.0,
willija06,53.0,Jalen Williams,23.0,OKC,SG,69.0,69.0,2237.0,12.1,25.1,0.484,2.7,7.3,0.365,9.5,17.8,0.533,0.537,5.1,6.4,0.789,1.3,6.7,7.9,7.6,2.4,1.0,3.2,3.4,32.0,116.0,107.0,"AS,NBA3,DEF2"
mitchdo01,54.0,Donovan Mitchell,28.0,CLE,SG,71.0,71.0,2232.0,12.6,28.4,0.443,5.0,13.6,0.368,7.6,14.8,0.512,0.531,6.4,7.8,0.823,1.2,5.7,6.9,7.6,2.0,0.4,3.2,3.0,36.7,118.0,113.0,"MVP-5,CPOY-9,AS,NBA1"
barneha02,55.0,Harrison Barnes,32.0,SAS,PF,82.0,82.0,2230.0,7.5,14.8,0.508,3.4,7.8,0.433,4.1,7.0,0.591,0.622,3.5,4.3,0.809,2.1,4.6,6.7,2.9,0.8,0.3,1.1,1.6,21.9,132.0,122.0,
randlju01,56.0,Julius Randle,30.0,MIN,PF,69.0,69.0,2226.0,10.1,20.8,0.485,2.4,7.0,0.344,7.7,13.9,0.555,0.542,6.0,7.4,0.806,3.2,7.6,10.8,7.2,1.0,0.4,4.3,3.9,28.5,117.0,113.0,
thompam01,57.0,Amen Thompson,22.0,HOU,SF,69.0,42.0,2225.0,8.5,15.2,0.557,0.5,2.0,0.275,7.9,13.3,0.599,0.575,3.7,5.4,0.684,4.2,8.1,12.3,5.8,2.1,1.9,3.0,3.7,21.2,123.0,108.0,"DPOY-5,DEF1"
jacksja02,58.0,Jaren Jackson Jr.,25.0,MEM,C,74.0,74.0,2207.0,12.5,25.5,0.488,3.1,8.2,0.375,9.4,17.4,0.541,0.548,6.6,8.4,0.781,1.9,6.9,8.8,3.1,1.9,2.4,3.2,5.4,34.6,115.0,111.0,"DPOY-7,AS,DEF2"
banede01,59.0,Desmond Bane,26.0,MEM,SG,69.0,68.0,2205.0,10.4,21.5,0.484,3.5,8.8,0.392,6.9,12.6,0.548,0.565,3.7,4.2,0.894,1.3,7.5,8.8,7.8,1.7,0.6,3.6,3.5,28.0,119.0,113.0,
reidna01,60.0,Naz Reid,25.0,MIN,C,80.0,17.0,2200.0,9.6,20.7,0.462,3.9,10.4,0.379,5.6,10.3,0.544,0.556,2.5,3.2,0.776,2.1,8.7,10.8,4.1,1.3,1.6,2.4,4.2,25.5,115.0,110.0,6MOY-5
jonesty01,61.0,Tyus Jones,28.0,PHO,PG,81.0,58.0,2174.0,7.0,15.5,0.448,3.8,9.1,0.414,3.2,6.4,0.496,0.57,1.2,1.3,0.895,0.9,3.5,4.5,9.8,1.6,0.2,2.1,1.4,18.9,124.0,122.0,
turnemy01,62.0,Myles Turner,28.0,IND,C,72.0,72.0,2174.0,8.6,17.9,0.481,3.4,8.7,0.396,5.2,9.2,0.561,0.577,4.1,5.3,0.773,2.0,8.4,10.4,2.5,1.2,3.2,2.7,4.0,24.8,113.0,112.0,
mobleev01,63.0,Evan Mobley,23.0,CLE,PF,71.0,71.0,2167.0,11.2,20.1,0.557,1.9,5.1,0.37,9.3,15.0,0.621,0.604,4.9,6.8,0.725,3.6,11.0,14.6,5.0,1.4,2.5,3.2,3.1,29.2,124.0,108.0,"MVP-10,DPOY-1,AS,NBA2,DEF1"
princta02,64.0,Taurean Prince,30.0,MIL,SF,80.0,73.0,2166.0,5.2,11.5,0.457,3.3,7.5,0.439,2.0,4.0,0.492,0.6,0.9,1.1,0.813,0.8,5.6,6.4,3.5,1.7,0.3,1.8,3.7,14.6,114.0,115.0,
castlst01,65.0,Stephon Castle,20.0,SAS,SG,81.0,47.0,2162.0,9.5,22.1,0.428,2.1,7.4,0.285,7.3,14.6,0.501,0.476,5.6,7.7,0.724,2.0,4.6,6.6,7.4,1.7,0.5,4.0,3.7,26.6,106.0,119.0,ROY-1
avdijde01,66.0,Deni Avdija,24.0,POR,SF,72.0,54.0,2161.0,9.0,19.0,0.476,2.8,7.7,0.365,6.2,11.3,0.552,0.55,6.5,8.4,0.78,2.5,9.3,11.7,6.3,1.6,0.8,4.4,3.8,27.4,116.0,113.0,
brownja02,67.0,Jaylen Brown,28.0,BOS,SF,63.0,63.0,2158.0,12.0,26.0,0.463,2.7,8.3,0.324,9.3,17.7,0.529,0.515,5.7,7.5,0.764,1.9,6.6,8.6,6.6,1.7,0.4,3.8,3.6,32.5,112.0,112.0,AS
hardati02,68.0,Tim Hardaway Jr.,32.0,DET,SG,77.0,77.0,2153.0,6.2,15.2,0.406,3.8,10.2,0.368,2.4,5.0,0.484,0.529,2.8,3.2,0.855,0.4,3.7,4.1,2.7,0.8,0.2,1.1,2.1,18.9,117.0,118.0,
mathube01,69.0,Bennedict Mathurin,22.0,IND,SF,72.0,49.0,2149.0,8.7,19.1,0.458,2.2,6.4,0.34,6.6,12.6,0.519,0.516,6.2,7.4,0.831,1.9,6.6,8.6,3.0,1.1,0.5,3.0,3.6,25.9,110.0,116.0,
dinwisp01,70.0,Spencer Dinwiddie,31.0,DAL,PG,79.0,30.0,2136.0,6.4,15.4,0.416,2.5,7.4,0.334,4.0,8.1,0.492,0.496,4.4,5.5,0.802,0.4,4.3,4.7,7.9,1.6,0.4,2.3,2.7,19.7,116.0,119.0,
barnesc01,71.0,Scottie Barnes,23.0,TOR,PF,65.0,65.0,2134.0,10.7,24.0,0.446,1.7,6.3,0.271,9.0,17.7,0.508,0.482,5.1,6.8,0.755,2.5,8.9,11.3,8.5,2.1,1.4,4.2,2.5,28.2,107.0,112.0,
chrisma02,72.0,Max Christie,21.0,2TM,SG,78.0,36.0,2127.0,5.8,13.5,0.427,2.6,7.2,0.366,3.1,6.3,0.496,0.525,3.0,3.5,0.855,0.9,5.0,5.9,3.4,1.5,0.7,2.0,2.6,17.2,111.0,117.0,
chrisma02,72.0,Max Christie,21.0,LAL,SG,46.0,25.0,1154.0,5.5,12.3,0.444,2.6,6.9,0.368,2.9,5.3,0.544,0.549,3.2,3.7,0.851,1.1,4.2,5.2,2.8,1.5,0.9,1.7,3.1,16.6,117.0,117.0,
chrisma02,72.0,Max Christie,21.0,DAL,SG,32.0,11.0,973.0,6.2,15.0,0.411,2.7,7.5,0.364,3.4,7.5,0.457,0.502,2.8,3.2,0.862,0.6,6.1,6.7,4.0,1.4,0.5,2.4,2.1,17.8,106.0,118.0,
giddejo01,73.0,Josh Giddey,22.0,CHI,PG,70.0,69.0,2117.0,8.2,17.6,0.465,2.3,6.1,0.378,5.9,11.5,0.512,0.531,3.9,4.9,0.781,2.8,9.7,12.5,11.1,1.9,1.0,4.5,2.7,22.5,115.0,113.0,
vanvlfr01,74.0,Fred VanVleet,30.0,HOU,PG,60.0,60.0,2111.0,6.6,17.5,0.378,3.7,10.6,0.345,3.0,6.9,0.43,0.483,2.6,3.2,0.81,0.7,4.4,5.1,7.7,2.2,0.6,2.0,3.2,19.5,117.0,112.0,
georgke01,75.0,Keyonte George,21.0,UTA,PG,67.0,35.0,2109.0,8.2,20.9,0.391,4.0,11.5,0.343,4.2,9.4,0.449,0.485,5.3,6.5,0.818,0.6,5.2,5.8,8.6,1.0,0.2,4.2,2.5,25.6,109.0,123.0,
schrode01,76.0,Dennis Schröder,31.0,3TM,PG,75.0,49.0,2105.0,7.8,19.2,0.406,2.9,8.6,0.342,4.9,10.6,0.458,0.483,4.2,5.0,0.838,0.6,4.0,4.6,9.4,1.5,0.3,3.3,4.2,22.7,111.0,117.0,
schrode01,76.0,Dennis Schröder,31.0,BRK,PG,23.0,23.0,772.0,9.5,21.0,0.452,3.7,9.7,0.387,5.7,11.3,0.509,0.542,4.6,5.2,0.889,0.3,4.1,4.4,9.8,1.7,0.3,3.8,3.6,27.3,116.0,118.0,
schrode01,76.0,Dennis Schröder,31.0,GSW,SG,24.0,18.0,628.0,7.3,19.4,0.375,2.9,8.9,0.322,4.4,10.5,0.419,0.448,2.2,3.0,0.744,0.8,3.6,4.3,8.1,1.9,0.2,3.7,5.2,19.7,99.0,114.0,
schrode01,76.0,Dennis Schröder,31.0,DET,PG,28.0,8.0,705.0,6.5,17.1,0.378,2.2,7.2,0.302,4.3,9.9,0.434,0.442,5.5,6.5,0.833,0.9,4.2,5.0,10.0,1.0,0.3,2.4,3.9,20.6,117.0,117.0,
lillada01,77.0,Damian Lillard,34.0,MIL,PG,58.0,58.0,2093.0,10.3,22.9,0.448,4.6,12.1,0.376,5.7,10.8,0.528,0.547,8.4,9.1,0.921,0.7,5.6,6.3,9.5,1.6,0.2,3.7,2.2,33.4,122.0,115.0,AS
westbru01,78.0,Russell Westbrook,36.0,DEN,PG,75.0,36.0,2092.0,8.6,19.1,0.449,2.2,6.7,0.323,6.4,12.4,0.517,0.505,3.5,5.4,0.661,2.3,6.2,8.5,10.5,2.4,0.9,5.6,4.3,22.8,105.0,115.0,6MOY-7
oubreke01,79.0,Kelly Oubre Jr.,29.0,PHI,SF,60.0,57.0,2078.0,8.3,17.6,0.47,1.7,5.7,0.293,6.6,11.8,0.555,0.518,3.3,4.4,0.751,2.3,6.4,8.7,2.6,2.2,0.7,1.9,4.3,21.5,111.0,118.0,
alexani01,80.0,Nickeil Alexander-Walker,26.0,MIN,SG,82.0,10.0,2073.0,6.4,14.7,0.438,3.4,8.8,0.381,3.1,5.9,0.524,0.553,2.2,2.8,0.78,1.3,5.0,6.3,5.3,1.2,0.8,2.4,3.3,18.4,116.0,114.0,6MOY-6
dortlu01,81.0,Luguentz Dort,25.0,OKC,SF,71.0,71.0,2073.0,6.0,13.7,0.435,3.9,9.6,0.412,2.0,4.2,0.489,0.578,0.8,1.1,0.717,2.1,4.7,6.8,2.7,1.8,0.9,1.2,4.8,16.6,120.0,110.0,"DPOY-4,DEF1"
okongon01,82.0,Onyeka Okongwu,24.0,ATL,C,74.0,40.0,2064.0,8.8,15.5,0.567,1.1,3.4,0.324,7.7,12.1,0.634,0.602,3.7,4.9,0.759,5.0,10.0,15.0,3.8,1.6,1.5,2.0,4.4,22.4,129.0,114.0,
monkma01,83.0,Malik Monk,26.0,SAC,SG,65.0,45.0,2054.0,9.8,22.4,0.439,3.3,10.2,0.325,6.5,12.2,0.534,0.513,3.7,4.2,0.865,0.7,5.1,5.8,8.6,1.5,0.9,3.8,3.8,26.6,110.0,117.0,
wellsja01,84.0,Jaylen Wells,21.0,MEM,SG,79.0,74.0,2043.0,6.5,15.4,0.425,3.1,8.9,0.352,3.4,6.5,0.525,0.527,2.5,3.1,0.822,2.0,4.1,6.1,3.1,1.0,0.2,1.6,3.3,18.7,117.0,118.0,ROY-3
durenja01,85.0,Jalen Duren,21.0,DET,C,78.0,78.0,2034.0,8.9,12.9,0.692,0.0,0.0,,8.9,12.9,0.692,0.692,3.8,5.7,0.669,6.5,12.5,19.1,4.9,1.3,2.1,3.2,5.9,21.7,134.0,109.0,
wilsoja03,86.0,Jalen Wilson,24.0,BRK,PF,79.0,22.0,2031.0,6.0,15.2,0.397,3.0,8.9,0.337,3.0,6.3,0.481,0.495,3.3,4.0,0.818,1.8,4.8,6.6,3.6,1.0,0.1,1.9,4.0,18.4,110.0,119.0,
