player_id,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P (FG%),0-3 (FG%),3-10 (FG%),10-16 (FG%),16-3P (FG%),3P (FG%),2P (% AST'd),3P (% AST'd),Dunks %FGA,Dunks #,%3PA (Corner 3s),3P% (Corner 3s),Half Court Att.,Half Court Md.,Awards,Column_31
georgky01,130.0,Duncan Robinson,30.0,MIA,SF,74.0,37.0,1785.0,0.437,19.9,0.271,0.122,0.128,0.018,0.003,0.729,0.556,0.642,0.518,0.333,0.0,0.393,0.76,0.884,0.012,6.0,0.184,0.427,0.0,0.0,
johnsca02,131.0,Kris Dunn,30.0,LAC,PG,74.0,58.0,1783.0,0.439,15.7,0.487,0.13,0.275,0.064,0.018,0.513,0.549,0.719,0.492,0.536,0.25,0.335,0.556,0.933,0.016,7.0,0.478,0.318,1.0,0.0,
robindu01,132.0,Luka Dončić,25.0,2TM,PG,50.0,50.0,1769.0,0.45,17.4,0.531,0.104,0.193,0.167,0.066,0.469,0.522,0.748,0.535,0.45,0.309,0.368,0.261,0.441,0.001,1.0,0.046,0.364,2.0,0.0,
dunnkr01,132.0,Luka Dončić,25.0,DAL,PG,22.0,22.0,785.0,0.464,17.2,0.545,0.099,0.195,0.185,0.067,0.455,0.555,0.783,0.56,0.5,0.355,0.354,0.277,0.48,0.002,1.0,0.038,0.375,1.0,0.0,
doncilu01,132.0,Luka Dončić,25.0,LAL,PG,28.0,28.0,984.0,0.438,17.7,0.519,0.109,0.191,0.152,0.066,0.481,0.493,0.721,0.514,0.4,0.27,0.379,0.245,0.412,0.0,0.0,0.052,0.357,1.0,0.0,
doncilu01,133.0,Scoot Henderson,20.0,POR,PG,66.0,10.0,1759.0,0.419,14.9,0.566,0.235,0.199,0.072,0.061,0.434,0.469,0.59,0.346,0.49,0.381,0.354,0.253,0.771,0.02,11.0,0.138,0.39,4.0,1.0,
doncilu01,134.0,Wendell Carter Jr.,25.0,ORL,C,68.0,51.0,1758.0,0.46,12.1,0.678,0.324,0.196,0.1,0.059,0.322,0.568,0.748,0.417,0.429,0.31,0.234,0.757,1.0,0.179,78.0,0.361,0.263,0.0,0.0,
hendesc01,135.0,Collin Sexton,26.0,UTA,SG,63.0,61.0,1758.0,0.48,13.1,0.687,0.151,0.34,0.135,0.061,0.313,0.513,0.618,0.512,0.487,0.321,0.406,0.373,0.682,0.006,3.0,0.214,0.448,1.0,0.0,
cartewe01,136.0,Mike Conley,37.0,MIN,PG,71.0,64.0,1756.0,0.4,19.4,0.338,0.077,0.15,0.081,0.03,0.662,0.38,0.583,0.371,0.342,0.0,0.41,0.433,0.819,0.0,0.0,0.268,0.494,1.0,0.0,
sextoco01,137.0,Amir Coffey,27.0,LAC,SG,72.0,13.0,1748.0,0.471,16.2,0.516,0.159,0.169,0.124,0.065,0.484,0.529,0.704,0.419,0.476,0.485,0.409,0.683,0.97,0.063,28.0,0.368,0.462,0.0,0.0,
conlemi01,138.0,Jimmy Butler,35.0,2TM,SF,55.0,55.0,1746.0,0.504,9.0,0.826,0.317,0.335,0.127,0.047,0.174,0.546,0.741,0.43,0.487,0.214,0.308,0.554,0.875,0.092,52.0,0.5,0.385,2.0,0.0,
coffeam01,138.0,Jimmy Butler,35.0,MIA,PF,25.0,25.0,766.0,0.54,8.1,0.863,0.361,0.335,0.133,0.034,0.137,0.568,0.758,0.432,0.486,0.222,0.361,0.519,0.846,0.099,26.0,0.583,0.429,1.0,0.0,
butleji01,138.0,Jimmy Butler,35.0,GSW,SF,30.0,30.0,980.0,0.476,9.9,0.796,0.281,0.335,0.123,0.057,0.204,0.526,0.723,0.429,0.488,0.211,0.279,0.586,0.895,0.087,26.0,0.456,0.355,1.0,0.0,
butleji01,139.0,Aaron Wiggins,26.0,OKC,SG,76.0,26.0,1744.0,0.488,14.2,0.534,0.28,0.187,0.048,0.019,0.466,0.578,0.725,0.397,0.457,0.5,0.383,0.573,0.923,0.027,17.0,0.324,0.364,1.0,0.0,
butleji01,140.0,Walker Kessler,23.0,UTA,C,58.0,58.0,1740.0,0.663,4.3,0.919,0.611,0.301,0.005,0.002,0.081,0.706,0.77,0.595,0.0,0.0,0.176,0.618,1.0,0.329,131.0,0.235,0.5,1.0,0.0,
wiggiaa01,141.0,De'Andre Hunter,27.0,2TM,SF,64.0,9.0,1740.0,0.47,16.5,0.491,0.15,0.192,0.1,0.05,0.509,0.537,0.649,0.473,0.487,0.553,0.405,0.637,0.911,0.039,26.0,0.281,0.367,2.0,0.0,6MOY-4
kesslwa01,141.0,De'Andre Hunter,27.0,ATL,SF,37.0,4.0,1064.0,0.461,16.4,0.498,0.144,0.199,0.1,0.055,0.502,0.531,0.662,0.449,0.49,0.556,0.393,0.685,0.938,0.045,18.0,0.259,0.391,1.0,0.0,
huntede01,141.0,De'Andre Hunter,27.0,CLE,SF,27.0,5.0,676.0,0.485,16.6,0.478,0.159,0.178,0.1,0.041,0.522,0.55,0.628,0.521,0.481,0.545,0.426,0.549,0.867,0.03,8.0,0.319,0.333,1.0,0.0,
huntede01,142.0,Ochai Agbaji,24.0,TOR,SG,64.0,45.0,1739.0,0.498,13.2,0.526,0.365,0.124,0.028,0.009,0.474,0.587,0.672,0.439,0.2,0.4,0.399,0.794,0.96,0.069,33.0,0.542,0.416,0.0,0.0,
huntede01,143.0,Brandin Podziemski,21.0,GSW,SG,64.0,33.0,1716.0,0.445,17.2,0.509,0.111,0.2,0.135,0.062,0.491,0.516,0.671,0.508,0.482,0.333,0.372,0.552,0.843,0.002,0.0,0.172,0.396,4.0,0.0,
agbajoc01,144.0,Jabari Smith Jr.,21.0,HOU,PF,57.0,39.0,1716.0,0.438,16.2,0.511,0.173,0.145,0.145,0.048,0.489,0.519,0.704,0.427,0.5,0.185,0.354,0.567,0.969,0.057,28.0,0.235,0.354,0.0,0.0,
podzibr01,145.0,Anthony Davis,31.0,2TM,C,51.0,51.0,1706.0,0.516,10.8,0.864,0.297,0.291,0.144,0.132,0.136,0.553,0.756,0.487,0.344,0.475,0.282,0.605,0.886,0.099,86.0,0.081,0.1,0.0,0.0,AS
smithja05,145.0,Anthony Davis,31.0,LAL,C,42.0,42.0,1440.0,0.528,9.6,0.876,0.301,0.309,0.142,0.124,0.124,0.56,0.763,0.496,0.361,0.457,0.298,0.597,0.964,0.103,75.0,0.096,0.0,0.0,0.0,
davisan02,145.0,Anthony Davis,31.0,DAL,PF,9.0,9.0,266.0,0.461,12.0,0.803,0.276,0.204,0.151,0.171,0.197,0.516,0.714,0.419,0.261,0.538,0.233,0.651,0.571,0.079,11.0,0.033,1.0,0.0,0.0,
davisan02,146.0,Bradley Beal,31.0,PHO,SG,53.0,38.0,1702.0,0.497,15.2,0.62,0.159,0.199,0.143,0.12,0.38,0.565,0.764,0.536,0.505,0.422,0.386,0.519,0.873,0.024,16.0,0.303,0.413,0.0,0.0,
davisan02,147.0,Georges Niang,31.0,2TM,PF,79.0,3.0,1697.0,0.461,18.1,0.34,0.139,0.158,0.035,0.008,0.66,0.569,0.64,0.571,0.364,0.2,0.406,0.833,0.988,0.0,0.0,0.377,0.409,0.0,0.0,
bealbr01,147.0,Georges Niang,31.0,CLE,PF,51.0,1.0,1053.0,0.477,17.6,0.353,0.172,0.141,0.037,0.003,0.647,0.618,0.633,0.673,0.385,0.0,0.4,0.829,0.989,0.0,0.0,0.444,0.43,0.0,0.0,
niangge01,147.0,Georges Niang,31.0,ATL,PF,28.0,2.0,644.0,0.441,18.7,0.324,0.096,0.18,0.033,0.015,0.676,0.5,0.654,0.469,0.333,0.25,0.413,0.841,0.987,0.0,0.0,0.293,0.37,0.0,0.0,
niangge01,148.0,Jakob Poeltl,29.0,TOR,C,57.0,56.0,1686.0,0.627,5.0,0.995,0.496,0.344,0.145,0.01,0.005,0.628,0.746,0.518,0.512,0.333,0.333,0.746,1.0,0.055,29.0,0.333,1.0,1.0,0.0,
niangge01,149.0,Scotty Pippen Jr.,24.0,MEM,PG,79.0,21.0,1683.0,0.48,12.5,0.631,0.261,0.296,0.061,0.013,0.369,0.528,0.658,0.466,0.333,0.25,0.397,0.5,0.977,0.02,11.0,0.205,0.489,1.0,0.0,
poeltja01,150.0,Kevin Huerter,26.0,2TM,SG,69.0,31.0,1679.0,0.425,18.8,0.353,0.134,0.151,0.04,0.028,0.647,0.587,0.765,0.505,0.458,0.353,0.338,0.76,0.932,0.015,8.0,0.23,0.389,1.0,0.0,
pippesc02,150.0,Kevin Huerter,26.0,SAC,SG,43.0,15.0,899.0,0.413,19.3,0.339,0.129,0.132,0.045,0.032,0.661,0.629,0.75,0.512,0.643,0.6,0.302,0.788,0.952,0.01,3.0,0.22,0.311,1.0,0.0,
huertke01,150.0,Kevin Huerter,26.0,CHI,SG,26.0,16.0,780.0,0.439,18.3,0.367,0.139,0.17,0.034,0.024,0.633,0.546,0.78,0.5,0.2,0.0,0.376,0.729,0.914,0.02,5.0,0.242,0.467,0.0,0.0,
huertke01,151.0,Santi Aldama,24.0,MEM,PF,65.0,16.0,1660.0,0.483,15.6,0.497,0.208,0.21,0.059,0.02,0.503,0.599,0.763,0.493,0.5,0.308,0.368,0.642,0.967,0.073,46.0,0.261,0.412,4.0,0.0,
huertke01,152.0,A.J. Green,25.0,MIL,SG,73.0,7.0,1659.0,0.429,24.0,0.144,0.028,0.017,0.038,0.061,0.856,0.443,0.667,0.143,0.5,0.385,0.427,0.741,0.942,0.0,0.0,0.292,0.528,3.0,1.0,
aldamsa01,153.0,Al Horford,38.0,BOS,C,60.0,42.0,1659.0,0.423,19.0,0.319,0.119,0.163,0.015,0.022,0.681,0.551,0.745,0.467,0.429,0.2,0.363,0.827,0.991,0.017,8.0,0.318,0.39,1.0,0.0,
greenaj01,154.0,Terry Rozier,30.0,MIA,PG,64.0,23.0,1658.0,0.391,15.7,0.515,0.173,0.216,0.072,0.054,0.485,0.48,0.6,0.394,0.435,0.5,0.295,0.459,0.802,0.002,1.0,0.412,0.268,4.0,0.0,
horfoal01,155.0,Peyton Watson,22.0,DEN,SF,68.0,18.0,1656.0,0.477,10.7,0.682,0.35,0.257,0.058,0.016,0.318,0.534,0.707,0.382,0.32,0.0,0.353,0.801,0.979,0.178,59.0,0.551,0.453,1.0,0.0,
roziete01,156.0,Moses Moody,22.0,GSW,SG,74.0,34.0,1649.0,0.433,17.0,0.407,0.137,0.201,0.055,0.014,0.593,0.519,0.718,0.509,0.194,0.0,0.374,0.667,0.968,0.033,17.0,0.368,0.435,0.0,0.0,
watsope01,157.0,Tristan Da Silva,23.0,ORL,SF,74.0,38.0,1629.0,0.412,15.1,0.505,0.197,0.23,0.043,0.035,0.495,0.488,0.589,0.468,0.333,0.235,0.335,0.613,0.95,0.062,23.0,0.393,0.372,1.0,0.0,
moodymo01,158.0,Donte DiVincenzo,28.0,MIN,SG,62.0,10.0,1606.0,0.422,20.5,0.261,0.126,0.106,0.024,0.005,0.739,0.49,0.627,0.365,0.357,0.333,0.397,0.592,0.851,0.013,5.0,0.196,0.419,2.0,0.0,
dasiltr01,159.0,Isaiah Joe,25.0,OKC,SG,74.0,16.0,1604.0,0.44,22.3,0.207,0.07,0.049,0.054,0.034,0.793,0.549,0.805,0.517,0.313,0.45,0.412,0.791,0.911,0.015,9.0,0.18,0.548,0.0,0.0,
divindo01,160.0,Corey Kispert,25.0,WAS,SF,61.0,0.0,1602.0,0.451,17.5,0.416,0.189,0.182,0.039,0.005,0.584,0.574,0.729,0.466,0.409,0.0,0.364,0.793,0.942,0.012,7.0,0.164,0.37,5.0,0.0,
joeis01,161.0,Caris LeVert,30.0,2TM,SG,64.0,3.0,1596.0,0.467,14.3,0.526,0.299,0.125,0.087,0.015,0.474,0.552,0.665,0.427,0.404,0.222,0.373,0.644,0.792,0.053,30.0,0.31,0.42,0.0,0.0,
kispeco01,161.0,Caris LeVert,30.0,CLE,SF,38.0,3.0,904.0,0.453,14.6,0.503,0.302,0.114,0.074,0.013,0.497,0.5,0.633,0.294,0.318,0.25,0.405,0.573,0.817,0.047,12.0,0.331,0.449,0.0,0.0,
leverca01,161.0,Caris LeVert,30.0,ATL,SG,26.0,0.0,692.0,0.482,13.9,0.548,0.296,0.136,0.1,0.017,0.452,0.6,0.697,0.537,0.467,0.2,0.338,0.697,0.761,0.06,18.0,0.287,0.385,0.0,0.0,
leverca01,162.0,Miles McBride,24.0,NYK,SG,64.0,10.0,1593.0,0.406,18.3,0.43,0.141,0.101,0.11,0.079,0.57,0.455,0.494,0.327,0.55,0.419,0.369,0.393,0.809,0.026,10.0,0.276,0.395,3.0,0.0,
leverca01,163.0,Isaiah Hartenstein,26.0,OKC,C,57.0,53.0,1590.0,0.581,6.7,0.96,0.363,0.369,0.225,0.004,0.04,0.605,0.73,0.548,0.509,0.0,0.0,0.81,,0.2,89.0,0.158,0.0,0.0,0.0,
mcbrimi01,164.0,Gradey Dick,21.0,TOR,SG,54.0,54.0,1587.0,0.41,16.3,0.496,0.207,0.13,0.11,0.049,0.504,0.47,0.582,0.31,0.493,0.375,0.35,0.795,0.947,0.034,18.0,0.261,0.341,1.0,0.0,
harteis01,165.0,Paolo Banchero,22.0,ORL,PF,46.0,46.0,1582.0,0.452,13.8,0.701,0.213,0.21,0.165,0.114,0.299,0.509,0.691,0.45,0.44,0.375,0.32,0.378,0.494,0.055,40.0,0.092,0.28,5.0,0.0,
dickgr01,166.0,Patrick Williams,23.0,CHI,PF,63.0,36.0,1576.0,0.397,16.6,0.473,0.211,0.161,0.052,0.048,0.527,0.447,0.541,0.373,0.444,0.28,0.353,0.569,0.938,0.048,18.0,0.217,0.39,0.0,0.0,
banchpa01,167.0,Obi Toppin,26.0,IND,PF,79.0,4.0,1545.0,0.529,14.9,0.497,0.295,0.159,0.037,0.007,0.503,0.695,0.791,0.632,0.273,0.25,0.365,0.758,0.964,0.129,74.0,0.385,0.44,5.0,0.0,
willipa01,168.0,Grayson Allen,29.0,PHO,SG,64.0,7.0,1544.0,0.448,20.0,0.284,0.102,0.139,0.039,0.004,0.716,0.504,0.68,0.441,0.263,0.5,0.426,0.7,0.966,0.018,8.0,0.263,0.489,0.0,0.0,
toppiob01,169.0,Sam Hauser,27.0,BOS,PF,71.0,19.0,1541.0,0.451,22.9,0.158,0.053,0.032,0.04,0.034,0.842,0.64,0.72,0.467,0.737,0.563,0.416,0.813,0.952,0.006,1.0,0.268,0.458,1.0,0.0,
allengr01,170.0,Ziaire Williams,23.0,BRK,SF,63.0,45.0,1541.0,0.412,16.2,0.419,0.242,0.135,0.027,0.015,0.581,0.509,0.659,0.3,0.429,0.125,0.341,0.631,0.981,0.092,38.0,0.411,0.315,2.0,0.0,
hausesa01,171.0,Gabe Vincent,28.0,LAL,PG,72.0,11.0,1527.0,0.4,21.0,0.264,0.079,0.09,0.057,0.038,0.736,0.532,0.636,0.474,0.458,0.563,0.353,0.593,0.872,0.0,0.0,0.356,0.391,1.0,0.0,
willizi02,172.0,Victor Wembanyama,21.0,SAS,C,46.0,46.0,1527.0,0.476,17.0,0.53,0.208,0.13,0.095,0.098,0.47,0.586,0.809,0.468,0.432,0.417,0.352,0.703,0.859,0.114,91.0,0.065,0.346,6.0,0.0,AS
vincega01,173.0,Jerami Grant,30.0,POR,PF,47.0,47.0,1524.0,0.373,16.0,0.484,0.197,0.166,0.073,0.049,0.516,0.381,0.504,0.284,0.333,0.286,0.365,0.519,0.963,0.035,12.0,0.368,0.367,0.0,0.0,
wembavi01,174.0,Jonas Valančiūnas,32.0,2TM,C,81.0,21.0,1524.0,0.55,7.3,0.941,0.319,0.4,0.129,0.093,0.059,0.571,0.67,0.578,0.42,0.414,0.216,0.573,1.0,0.07,40.0,0.081,0.0,0.0,0.0,
grantje01,174.0,Jonas Valančiūnas,32.0,WAS,C,49.0,12.0,983.0,0.547,7.8,0.936,0.325,0.372,0.135,0.104,0.064,0.567,0.693,0.548,0.421,0.432,0.259,0.58,1.0,0.055,21.0,0.037,0.0,0.0,0.0,
valanjo01,174.0,Jonas Valančiūnas,32.0,SAC,C,32.0,9.0,541.0,0.556,6.8,0.951,0.307,0.459,0.117,0.068,0.049,0.579,0.619,0.628,0.417,0.357,0.1,0.558,1.0,0.102,19.0,0.2,0.0,0.0,0.0,
valanjo01,175.0,Kyle Filipowski,21.0,UTA,C,72.0,27.0,1522.0,0.502,13.2,0.575,0.218,0.32,0.031,0.006,0.425,0.614,0.726,0.53,0.75,0.333,0.35,0.579,0.935,0.098,47.0,0.336,0.351,1.0,0.0,
valanjo01,176.0,Ja Morant,25.0,MEM,PG,50.0,50.0,1519.0,0.454,12.7,0.679,0.233,0.309,0.11,0.027,0.321,0.523,0.691,0.436,0.449,0.375,0.309,0.237,0.614,0.022,17.0,0.179,0.314,6.0,0.0,
filipky01,177.0,Matas Buzelis,20.0,CHI,SF,80.0,31.0,1511.0,0.454,13.7,0.521,0.305,0.178,0.023,0.014,0.479,0.54,0.633,0.434,0.154,0.5,0.361,0.699,0.979,0.141,65.0,0.504,0.366,0.0,0.0,ROY-7
moranja01,178.0,LaMelo Ball,23.0,CHO,PG,47.0,47.0,1505.0,0.405,17.8,0.474,0.138,0.208,0.093,0.035,0.526,0.478,0.601,0.426,0.452,0.371,0.339,0.233,0.62,0.005,4.0,0.089,0.319,7.0,0.0,
buzelma01,179.0,Dalton Knecht,23.0,LAL,SF,78.0,16.0,1494.0,0.461,18.1,0.39,0.162,0.12,0.075,0.032,0.61,0.594,0.789,0.448,0.5,0.389,0.376,0.744,0.922,0.095,45.0,0.268,0.407,2.0,0.0,
ballla01,180.0,Kevin Porter Jr.,24.0,2TM,SG,75.0,4.0,1482.0,0.449,13.8,0.729,0.179,0.212,0.187,0.15,0.271,0.501,0.658,0.413,0.516,0.418,0.311,0.261,0.491,0.066,39.0,0.124,0.455,0.0,0.0,
knechda01,180.0,Kevin Porter Jr.,24.0,LAC,SG,45.0,2.0,884.0,0.423,14.0,0.74,0.157,0.219,0.199,0.165,0.26,0.485,0.703,0.404,0.506,0.358,0.245,0.267,0.538,0.047,17.0,0.085,0.556,0.0,0.0,
porteke02,180.0,Kevin Porter Jr.,24.0,MIL,SG,30.0,2.0,598.0,0.494,13.6,0.71,0.216,0.2,0.167,0.127,0.29,0.529,0.604,0.429,0.537,0.548,0.408,0.25,0.448,0.098,22.0,0.183,0.385,0.0,0.0,
porteke02,181.0,D'Angelo Russell,28.0,2TM,PG,58.0,36.0,1480.0,0.39,18.4,0.436,0.1,0.176,0.121,0.039,0.564,0.489,0.703,0.491,0.377,0.28,0.314,0.449,0.584,0.002,0.0,0.089,0.281,2.0,0.0,
porteke02,181.0,D'Angelo Russell,28.0,LAL,PG,29.0,10.0,763.0,0.415,17.7,0.46,0.132,0.167,0.119,0.042,0.54,0.51,0.659,0.5,0.432,0.308,0.333,0.425,0.643,0.003,0.0,0.095,0.313,1.0,0.0,
russeda01,181.0,D'Angelo Russell,28.0,BRK,PG,29.0,26.0,717.0,0.367,19.0,0.413,0.07,0.183,0.122,0.037,0.587,0.467,0.783,0.483,0.325,0.25,0.297,0.476,0.526,0.0,0.0,0.083,0.25,1.0,0.0,
russeda01,182.0,Lauri Markkanen,27.0,UTA,PF,47.0,47.0,1476.0,0.423,17.3,0.43,0.15,0.204,0.044,0.031,0.57,0.525,0.638,0.51,0.355,0.318,0.346,0.658,1.0,0.104,61.0,0.18,0.417,1.0,0.0,
russeda01,183.0,Luke Kennard,28.0,MEM,SG,65.0,11.0,1472.0,0.478,19.1,0.394,0.074,0.128,0.132,0.06,0.606,0.547,0.75,0.473,0.561,0.423,0.433,0.538,0.947,0.002,1.0,0.241,0.54,1.0,0.0,
markkla01,184.0,Jamal Shead,22.0,TOR,PG,75.0,11.0,1467.0,0.405,15.3,0.558,0.169,0.236,0.127,0.026,0.442,0.47,0.624,0.412,0.469,0.0,0.323,0.402,0.875,0.016,5.0,0.148,0.394,4.0,0.0,
kennalu01,185.0,Aaron Gordon,29.0,DEN,PF,51.0,42.0,1447.0,0.531,11.8,0.654,0.348,0.195,0.07,0.04,0.346,0.582,0.665,0.464,0.571,0.45,0.436,0.566,0.867,0.141,63.0,0.36,0.484,1.0,0.0,
sheadja01,186.0,Isaiah Stewart,23.0,DET,C,72.0,4.0,1434.0,0.559,7.2,0.832,0.438,0.346,0.041,0.006,0.168,0.607,0.681,0.523,0.615,0.0,0.321,0.73,1.0,0.111,35.0,0.17,0.333,0.0,0.0,
gordoaa01,187.0,Brice Sensabaugh,21.0,UTA,SF,71.0,15.0,1432.0,0.459,18.7,0.379,0.075,0.172,0.11,0.022,0.621,0.52,0.711,0.495,0.455,0.385,0.422,0.585,0.86,0.008,5.0,0.306,0.509,1.0,0.0,
stewais01,188.0,Goga Bitadze,25.0,ORL,C,70.0,42.0,1430.0,0.611,4.9,0.917,0.599,0.265,0.035,0.018,0.083,0.656,0.739,0.544,0.333,0.167,0.107,0.676,1.0,0.289,87.0,0.214,0.0,1.0,0.0,
sensabr01,189.0,Kel'el Ware,20.0,MIA,C,64.0,36.0,1422.0,0.554,9.3,0.761,0.401,0.269,0.075,0.015,0.239,0.629,0.715,0.576,0.429,0.286,0.315,0.766,0.971,0.321,128.0,0.18,0.2,2.0,0.0,ROY-6
bitadgo01,190.0,Tari Eason,23.0,HOU,PF,57.0,16.0,1420.0,0.487,11.3,0.671,0.377,0.193,0.075,0.025,0.329,0.557,0.678,0.435,0.405,0.143,0.342,0.531,0.984,0.1,47.0,0.364,0.358,1.0,0.0,
wareke01,191.0,Zach Edey,22.0,MEM,C,66.0,55.0,1416.0,0.58,6.1,0.88,0.501,0.335,0.035,0.009,0.12,0.612,0.76,0.414,0.4,0.5,0.346,0.635,1.0,0.236,94.0,0.308,0.25,0.0,0.0,ROY-5
easonta01,192.0,T.J. McConnell,32.0,IND,PG,79.0,1.0,1415.0,0.519,9.1,0.921,0.24,0.357,0.263,0.061,0.079,0.537,0.667,0.52,0.457,0.474,0.306,0.388,0.733,0.0,0.0,0.306,0.4,1.0,0.0,
edeyza01,193.0,Terance Mann,28.0,2TM,SG,67.0,13.0,1414.0,0.496,13.5,0.605,0.247,0.199,0.116,0.044,0.395,0.58,0.765,0.463,0.438,0.444,0.368,0.579,0.9,0.08,31.0,0.466,0.421,0.0,0.0,
mccontj01,193.0,Terance Mann,28.0,LAC,SG,37.0,12.0,732.0,0.446,13.4,0.615,0.272,0.174,0.128,0.041,0.385,0.508,0.717,0.294,0.44,0.25,0.347,0.672,0.846,0.092,17.0,0.4,0.467,0.0,0.0,
mannte01,193.0,Terance Mann,28.0,ATL,SG,30.0,1.0,682.0,0.541,13.6,0.596,0.225,0.22,0.106,0.046,0.404,0.646,0.816,0.583,0.435,0.6,0.386,0.512,0.941,0.069,14.0,0.523,0.391,0.0,0.0,
mannte01,194.0,Ryan Dunn,22.0,PHO,SF,74.0,44.0,1410.0,0.43,16.0,0.447,0.166,0.203,0.061,0.017,0.553,0.577,0.759,0.495,0.414,0.375,0.311,0.748,1.0,0.075,31.0,0.564,0.329,0.0,0.0,
mannte01,195.0,Sam Merrill,28.0,CLE,SG,71.0,4.0,1401.0,0.406,22.7,0.132,0.085,0.028,0.005,0.014,0.868,0.625,0.722,0.5,0.0,0.5,0.372,0.8,0.993,0.0,0.0,0.22,0.383,0.0,0.0,
dunnry01,196.0,Ayo Dosunmu,25.0,CHI,SG,46.0,26.0,1394.0,0.492,12.4,0.579,0.372,0.176,0.027,0.004,0.421,0.612,0.707,0.456,0.333,0.5,0.328,0.553,0.935,0.027,11.0,0.407,0.351,0.0,0.0,
merrisa01,197.0,Ty Jerome,27.0,CLE,SG,70.0,3.0,1392.0,0.516,15.6,0.591,0.121,0.275,0.168,0.026,0.409,0.57,0.56,0.571,0.577,0.563,0.439,0.332,0.64,0.0,0.0,0.146,0.459,2.0,0.0,6MOY-3
dosunay01,198.0,Julian Strawther,22.0,DEN,SG,65.0,4.0,1384.0,0.432,17.2,0.447,0.142,0.191,0.097,0.016,0.553,0.535,0.681,0.473,0.489,0.25,0.349,0.724,0.894,0.012,6.0,0.138,0.541,0.0,0.0,
jeromty01,199.0,Nick Smith Jr.,20.0,CHO,SG,60.0,27.0,1369.0,0.391,18.5,0.461,0.069,0.174,0.158,0.06,0.539,0.45,0.59,0.404,0.467,0.382,0.34,0.381,0.817,0.004,2.0,0.193,0.356,1.0,0.0,
strawju01,200.0,Jaime Jaquez Jr.,23.0,MIA,SF,66.0,17.0,1368.0,0.461,9.9,0.742,0.288,0.398,0.039,0.017,0.258,0.513,0.677,0.435,0.222,0.25,0.311,0.443,0.892,0.032,12.0,0.513,0.262,2.0,0.0,
smithni01,201.0,Nicolas Batum,36.0,LAC,PF,78.0,8.0,1367.0,0.437,22.1,0.147,0.059,0.055,0.008,0.025,0.853,0.457,0.571,0.385,0.0,0.5,0.433,0.5,0.989,0.021,4.0,0.478,0.474,0.0,0.0,
jaqueja01,202.0,Jose Alvarado,26.0,NOP,PG,56.0,23.0,1366.0,0.392,17.9,0.407,0.136,0.177,0.081,0.013,0.593,0.439,0.563,0.348,0.452,0.286,0.359,0.376,0.703,0.0,0.0,0.207,0.359,1.0,0.0,
batumni01,203.0,Jeremy Sochan,21.0,SAS,PF,54.0,23.0,1364.0,0.535,7.4,0.806,0.546,0.207,0.038,0.015,0.194,0.59,0.707,0.361,0.333,0.143,0.308,0.744,0.964,0.196,77.0,0.385,0.314,0.0,0.0,
alvarjo01,204.0,Luke Kornet,29.0,BOS,C,73.0,16.0,1361.0,0.668,2.8,0.989,0.732,0.225,0.029,0.004,0.011,0.675,0.761,0.429,0.375,1.0,0.0,0.695,,0.354,86.0,0.333,0.0,0.0,0.0,
sochaje01,205.0,Trey Lyles,29.0,SAC,PF,69.0,5.0,1349.0,0.42,17.6,0.364,0.171,0.152,0.029,0.011,0.636,0.559,0.688,0.404,0.636,0.5,0.34,0.789,1.0,0.078,27.0,0.311,0.378,0.0,0.0,
kornelu01,206.0,Jake LaRavia,23.0,2TM,PF,66.0,0.0,1349.0,0.475,14.6,0.579,0.249,0.27,0.047,0.012,0.421,0.513,0.607,0.484,0.25,0.25,0.423,0.59,0.95,0.074,20.0,0.261,0.378,2.0,1.0,
lylestr01,206.0,Jake LaRavia,23.0,MEM,PF,47.0,0.0,982.0,0.49,12.1,0.627,0.307,0.27,0.037,0.012,0.373,0.517,0.595,0.446,0.444,0.333,0.444,0.641,0.95,0.079,16.0,0.289,0.385,2.0,1.0,
laravja01,206.0,Jake LaRavia,23.0,SAC,PF,19.0,0.0,367.0,0.438,17.0,0.458,0.104,0.271,0.073,0.01,0.542,0.5,0.7,0.577,0.0,0.0,0.385,0.409,0.95,0.063,4.0,0.212,0.364,0.0,0.0,
laravja01,207.0,Bogdan Bogdanović,32.0,2TM,SG,54.0,4.0,1348.0,0.427,18.7,0.413,0.11,0.128,0.12,0.055,0.587,0.517,0.574,0.476,0.525,0.481,0.363,0.524,0.848,0.002,1.0,0.208,0.367,1.0,0.0,
laravja01,207.0,Bogdan Bogdanović,32.0,ATL,SG,24.0,0.0,598.0,0.371,19.1,0.348,0.152,0.076,0.063,0.058,0.652,0.5,0.588,0.353,0.429,0.538,0.301,0.769,0.909,0.004,1.0,0.267,0.308,0.0,0.0,
bogdabo01,207.0,Bogdan Bogdanović,32.0,LAC,SG,30.0,4.0,750.0,0.474,18.3,0.466,0.075,0.172,0.168,0.052,0.534,0.528,0.55,0.522,0.556,0.429,0.427,0.379,0.803,0.0,0.0,0.147,0.476,1.0,0.0,
