player_id,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P (FG%),0-3 (FG%),3-10 (FG%),10-16 (FG%),16-3P (FG%),3P (FG%),2P (% AST'd),3P (% AST'd),Dunks %FGA,Dunks #,%3PA (Corner 3s),3P% (Corner 3s),Half Court Att.,Half Court Md.,Awards,Column_31
paulch01,44.0,Giannis Antetokounmpo,30.0,MIL,PF,67.0,67.0,2289.0,0.601,7.0,0.952,0.511,0.195,0.096,0.15,0.048,0.62,0.773,0.428,0.48,0.439,0.222,0.429,0.5,0.205,243.0,0.048,0.0,1.0,0.0,"MVP-3,DPOY-8,AS,NBA1"
simonan01,45.0,Malik Beasley,28.0,DET,SG,82.0,18.0,2283.0,0.43,20.8,0.285,0.057,0.132,0.055,0.041,0.715,0.466,0.656,0.447,0.356,0.409,0.416,0.634,0.937,0.022,20.0,0.209,0.531,2.0,0.0,6MOY-2
antetgi01,46.0,Kentavious Caldwell-Pope,31.0,ORL,SG,77.0,77.0,2279.0,0.439,19.3,0.393,0.123,0.063,0.064,0.143,0.607,0.589,0.761,0.412,0.543,0.538,0.342,0.698,0.929,0.029,16.0,0.348,0.339,0.0,0.0,
beaslma01,47.0,Nikola Vučević,34.0,CHI,C,73.0,72.0,2278.0,0.53,12.5,0.691,0.214,0.319,0.118,0.04,0.309,0.587,0.689,0.565,0.508,0.452,0.402,0.758,0.992,0.012,10.0,0.084,0.407,1.0,0.0,
caldwke01,48.0,Payton Pritchard,27.0,BOS,PG,80.0,3.0,2271.0,0.472,21.3,0.277,0.112,0.09,0.044,0.031,0.723,0.642,0.794,0.615,0.447,0.444,0.407,0.247,0.804,0.0,0.0,0.157,0.469,8.0,0.0,6MOY-1
vucevni01,49.0,Kevin Durant,36.0,PHO,PF,62.0,62.0,2265.0,0.527,15.5,0.669,0.091,0.176,0.312,0.09,0.331,0.574,0.824,0.561,0.524,0.525,0.43,0.433,0.888,0.041,44.0,0.223,0.506,0.0,0.0,AS
pritcpa01,50.0,Shaedon Sharpe,21.0,POR,SG,72.0,52.0,2252.0,0.452,15.7,0.572,0.226,0.14,0.106,0.101,0.428,0.557,0.755,0.419,0.47,0.396,0.311,0.409,0.707,0.07,65.0,0.165,0.333,4.0,0.0,
duranke01,51.0,Stephen Curry,36.0,GSW,PG,70.0,70.0,2252.0,0.448,20.0,0.377,0.083,0.171,0.07,0.053,0.623,0.534,0.673,0.488,0.455,0.567,0.397,0.478,0.704,0.001,1.0,0.101,0.494,6.0,1.0,"MVP-9,CPOY-5,AS,NBA2"
sharpsh01,52.0,De'Aaron Fox,27.0,2TM,PG,62.0,62.0,2241.0,0.463,14.4,0.672,0.156,0.255,0.153,0.108,0.328,0.538,0.698,0.53,0.472,0.421,0.31,0.318,0.669,0.019,22.0,0.16,0.328,2.0,0.0,
curryst01,52.0,De'Aaron Fox,27.0,SAC,PG,45.0,45.0,1663.0,0.469,14.3,0.676,0.14,0.277,0.157,0.101,0.324,0.539,0.718,0.539,0.489,0.371,0.322,0.304,0.63,0.017,15.0,0.164,0.298,2.0,0.0,
foxde01,52.0,De'Aaron Fox,27.0,SAS,PG,17.0,17.0,578.0,0.446,14.5,0.661,0.207,0.182,0.139,0.132,0.339,0.535,0.655,0.49,0.41,0.541,0.274,0.364,0.808,0.025,7.0,0.147,0.429,0.0,0.0,
foxde01,53.0,Jalen Williams,23.0,OKC,SG,69.0,69.0,2237.0,0.484,13.3,0.709,0.201,0.237,0.187,0.084,0.291,0.533,0.723,0.43,0.523,0.388,0.365,0.395,0.782,0.069,70.0,0.094,0.406,0.0,0.0,"AS,NBA3,DEF2"
foxde01,54.0,Donovan Mitchell,28.0,CLE,SG,71.0,71.0,2232.0,0.443,17.0,0.52,0.156,0.183,0.084,0.098,0.48,0.512,0.607,0.531,0.441,0.388,0.368,0.222,0.541,0.014,16.0,0.096,0.475,3.0,0.0,"MVP-5,CPOY-9,AS,NBA1"
willija06,55.0,Harrison Barnes,32.0,SAS,PF,82.0,82.0,2230.0,0.508,14.8,0.473,0.25,0.184,0.038,0.0,0.527,0.591,0.69,0.468,0.538,,0.433,0.586,0.981,0.042,29.0,0.547,0.477,2.0,0.0,
mitchdo01,56.0,Julius Randle,30.0,MIN,PF,69.0,69.0,2226.0,0.485,12.4,0.666,0.252,0.262,0.121,0.03,0.334,0.555,0.751,0.423,0.465,0.429,0.344,0.447,0.843,0.052,46.0,0.21,0.273,1.0,0.0,
barneha02,57.0,Amen Thompson,22.0,HOU,SF,69.0,42.0,2225.0,0.557,7.8,0.869,0.42,0.298,0.096,0.055,0.131,0.599,0.758,0.471,0.493,0.263,0.275,0.523,0.96,0.212,138.0,0.582,0.377,2.0,0.0,"DPOY-5,DEF1"
randlju01,58.0,Jaren Jackson Jr.,25.0,MEM,C,74.0,74.0,2207.0,0.488,13.1,0.679,0.119,0.415,0.134,0.011,0.321,0.541,0.667,0.518,0.509,0.462,0.375,0.451,0.952,0.029,31.0,0.206,0.4,5.0,0.0,"DPOY-7,AS,DEF2"
thompam01,59.0,Desmond Bane,26.0,MEM,SG,69.0,68.0,2205.0,0.484,14.7,0.589,0.188,0.246,0.093,0.063,0.411,0.548,0.712,0.492,0.4,0.5,0.392,0.426,0.634,0.005,5.0,0.187,0.308,0.0,0.0,
jacksja02,60.0,Naz Reid,25.0,MIN,C,80.0,17.0,2200.0,0.462,15.4,0.499,0.2,0.255,0.044,0.0,0.501,0.544,0.681,0.468,0.366,,0.379,0.641,0.92,0.034,25.0,0.227,0.39,2.0,0.0,6MOY-5
banede01,61.0,Tyus Jones,28.0,PHO,PG,81.0,58.0,2174.0,0.448,18.3,0.413,0.06,0.174,0.16,0.019,0.587,0.496,0.78,0.479,0.422,0.385,0.414,0.393,0.873,0.0,0.0,0.344,0.5,0.0,0.0,
reidna01,62.0,Myles Turner,28.0,IND,C,72.0,72.0,2174.0,0.481,16.2,0.514,0.175,0.206,0.073,0.06,0.486,0.561,0.746,0.425,0.559,0.49,0.396,0.846,0.981,0.09,59.0,0.14,0.491,0.0,0.0,
jonesty01,63.0,Evan Mobley,23.0,CLE,PF,71.0,71.0,2167.0,0.557,9.4,0.746,0.421,0.27,0.038,0.018,0.254,0.621,0.787,0.429,0.353,0.188,0.37,0.64,0.894,0.22,192.0,0.2,0.435,1.0,0.0,"MVP-10,DPOY-1,AS,NBA2,DEF1"
turnemy01,64.0,Taurean Prince,30.0,MIL,SF,80.0,73.0,2166.0,0.457,18.0,0.348,0.16,0.119,0.058,0.012,0.652,0.492,0.646,0.361,0.333,0.5,0.439,0.773,0.986,0.018,8.0,0.507,0.453,2.0,0.0,
mobleev01,65.0,Stephon Castle,20.0,SAS,SG,81.0,47.0,2162.0,0.428,12.6,0.663,0.311,0.217,0.084,0.052,0.337,0.501,0.655,0.369,0.373,0.333,0.285,0.46,0.789,0.078,69.0,0.147,0.347,4.0,0.0,ROY-1
princta02,66.0,Deni Avdija,24.0,POR,SF,72.0,54.0,2161.0,0.476,12.9,0.595,0.322,0.219,0.026,0.027,0.405,0.552,0.665,0.416,0.364,0.478,0.365,0.448,0.848,0.027,20.0,0.181,0.323,1.0,0.0,
castlst01,67.0,Jaylen Brown,28.0,BOS,SF,63.0,63.0,2158.0,0.463,13.4,0.68,0.197,0.265,0.145,0.073,0.32,0.529,0.75,0.456,0.407,0.439,0.324,0.386,0.724,0.045,43.0,0.184,0.439,0.0,0.0,AS
avdijde01,68.0,Tim Hardaway Jr.,32.0,DET,SG,77.0,77.0,2153.0,0.406,20.2,0.328,0.082,0.1,0.072,0.074,0.672,0.484,0.679,0.485,0.469,0.28,0.368,0.815,0.923,0.016,8.0,0.241,0.373,0.0,0.0,
brownja02,69.0,Bennedict Mathurin,22.0,IND,SF,72.0,49.0,2149.0,0.458,13.2,0.662,0.273,0.237,0.066,0.087,0.338,0.519,0.635,0.485,0.393,0.338,0.34,0.584,0.714,0.049,39.0,0.139,0.4,3.0,0.0,
hardati02,70.0,Spencer Dinwiddie,31.0,DAL,PG,79.0,30.0,2136.0,0.416,15.9,0.522,0.136,0.252,0.106,0.028,0.478,0.492,0.645,0.419,0.458,0.526,0.334,0.211,0.55,0.012,4.0,0.184,0.417,0.0,0.0,
mathube01,71.0,Scottie Barnes,23.0,TOR,PF,65.0,65.0,2134.0,0.446,12.6,0.737,0.219,0.26,0.176,0.082,0.263,0.508,0.687,0.428,0.476,0.356,0.271,0.452,0.737,0.066,60.0,0.132,0.351,5.0,0.0,
dinwisp01,72.0,Max Christie,21.0,2TM,SG,78.0,36.0,2127.0,0.427,16.9,0.468,0.144,0.18,0.073,0.071,0.532,0.496,0.8,0.396,0.279,0.357,0.366,0.606,0.957,0.053,25.0,0.366,0.383,2.0,0.0,
barnesc01,72.0,Max Christie,21.0,LAL,SG,46.0,25.0,1154.0,0.444,16.7,0.434,0.181,0.177,0.052,0.024,0.566,0.544,0.865,0.373,0.2,0.143,0.368,0.676,0.95,0.087,21.0,0.423,0.42,2.0,0.0,
chrisma02,72.0,Max Christie,21.0,DAL,SG,32.0,11.0,973.0,0.411,17.2,0.5,0.109,0.182,0.093,0.116,0.5,0.457,0.697,0.418,0.321,0.4,0.364,0.536,0.964,0.02,4.0,0.305,0.326,0.0,0.0,
chrisma02,73.0,Josh Giddey,22.0,CHI,PG,70.0,69.0,2117.0,0.465,12.3,0.652,0.277,0.276,0.076,0.023,0.348,0.512,0.584,0.5,0.377,0.222,0.378,0.414,0.895,0.013,9.0,0.277,0.39,1.0,1.0,
chrisma02,74.0,Fred VanVleet,30.0,HOU,PG,60.0,60.0,2111.0,0.378,20.2,0.393,0.095,0.111,0.07,0.117,0.607,0.43,0.528,0.393,0.434,0.382,0.345,0.234,0.623,0.0,0.0,0.093,0.326,8.0,0.0,
giddejo01,75.0,Keyonte George,21.0,UTA,PG,67.0,35.0,2109.0,0.391,17.6,0.448,0.073,0.242,0.098,0.036,0.552,0.449,0.627,0.428,0.4,0.364,0.343,0.427,0.649,0.015,11.0,0.136,0.493,0.0,0.0,
vanvlfr01,76.0,Dennis Schröder,31.0,3TM,PG,75.0,49.0,2105.0,0.406,16.7,0.551,0.129,0.197,0.135,0.089,0.449,0.458,0.636,0.38,0.491,0.324,0.342,0.244,0.756,0.0,0.0,0.092,0.471,4.0,0.0,
georgke01,76.0,Dennis Schröder,31.0,BRK,PG,23.0,23.0,772.0,0.452,15.9,0.538,0.197,0.169,0.123,0.049,0.462,0.509,0.656,0.309,0.575,0.438,0.387,0.225,0.672,0.0,0.0,0.087,0.462,1.0,0.0,
schrode01,76.0,Dennis Schröder,31.0,GSW,SG,24.0,18.0,628.0,0.375,18.2,0.542,0.016,0.227,0.155,0.143,0.458,0.419,0.75,0.404,0.462,0.361,0.322,0.281,0.892,0.0,0.0,0.078,0.444,1.0,0.0,
schrode01,76.0,Dennis Schröder,31.0,DET,PG,28.0,8.0,705.0,0.378,16.0,0.578,0.155,0.203,0.131,0.088,0.422,0.434,0.59,0.431,0.424,0.182,0.302,0.238,0.75,0.0,0.0,0.113,0.5,2.0,0.0,
schrode01,77.0,Damian Lillard,34.0,MIL,PG,58.0,58.0,2093.0,0.448,18.5,0.472,0.169,0.113,0.071,0.119,0.528,0.528,0.655,0.393,0.486,0.5,0.376,0.158,0.574,0.005,5.0,0.078,0.39,4.0,0.0,AS
schrode01,78.0,Russell Westbrook,36.0,DEN,PG,75.0,36.0,2092.0,0.449,12.3,0.65,0.314,0.213,0.063,0.06,0.35,0.517,0.682,0.424,0.212,0.3,0.323,0.423,0.862,0.032,23.0,0.337,0.439,1.0,0.0,6MOY-7
lillada01,79.0,Kelly Oubre Jr.,29.0,PHI,SF,60.0,57.0,2078.0,0.47,11.3,0.673,0.328,0.266,0.067,0.012,0.327,0.555,0.704,0.452,0.26,0.444,0.293,0.534,0.972,0.097,63.0,0.318,0.351,0.0,0.0,
westbru01,80.0,Nickeil Alexander-Walker,26.0,MIN,SG,82.0,10.0,2073.0,0.438,17.5,0.399,0.166,0.14,0.063,0.031,0.601,0.524,0.667,0.43,0.359,0.526,0.381,0.612,0.986,0.019,8.0,0.335,0.468,4.0,0.0,6MOY-6
oubreke01,81.0,Luguentz Dort,25.0,OKC,SF,71.0,71.0,2073.0,0.435,19.5,0.304,0.123,0.094,0.059,0.027,0.696,0.489,0.589,0.375,0.429,0.563,0.412,0.67,0.959,0.032,14.0,0.259,0.421,0.0,0.0,"DPOY-4,DEF1"
alexani01,82.0,Onyeka Okongwu,24.0,ATL,C,74.0,40.0,2064.0,0.567,7.9,0.784,0.48,0.263,0.038,0.003,0.216,0.634,0.738,0.472,0.5,0.0,0.324,0.768,1.0,0.145,91.0,0.534,0.354,1.0,0.0,
dortlu01,83.0,Malik Monk,26.0,SAC,SG,65.0,45.0,2054.0,0.439,16.0,0.544,0.145,0.242,0.106,0.051,0.456,0.534,0.632,0.524,0.47,0.438,0.325,0.443,0.82,0.036,29.0,0.121,0.442,2.0,0.0,
okongon01,84.0,Jaylen Wells,21.0,MEM,SG,79.0,74.0,2043.0,0.425,17.4,0.42,0.142,0.163,0.059,0.056,0.58,0.525,0.729,0.382,0.625,0.316,0.352,0.658,0.906,0.036,20.0,0.38,0.369,0.0,0.0,ROY-3
monkma01,85.0,Jalen Duren,21.0,DET,C,78.0,78.0,2034.0,0.692,2.5,1.0,0.663,0.332,0.004,0.002,0.0,0.692,0.76,0.558,0.5,1.0,,0.624,,0.441,219.0,,,0.0,0.0,
wellsja01,86.0,Jalen Wilson,24.0,BRK,PF,79.0,22.0,2031.0,0.397,16.9,0.416,0.165,0.216,0.023,0.013,0.584,0.481,0.608,0.41,0.286,0.375,0.337,0.597,1.0,0.002,0.0,0.29,0.352,1.0,0.0,
durenja01,87.0,Miles Bridges,26.0,CHO,PF,64.0,64.0,2029.0,0.431,13.8,0.587,0.242,0.274,0.051,0.02,0.413,0.513,0.712,0.393,0.309,0.273,0.313,0.482,0.908,0.058,55.0,0.236,0.396,6.0,0.0,
wilsoja03,88.0,Davion Mitchell,26.0,2TM,PG,74.0,37.0,2027.0,0.468,14.2,0.557,0.271,0.204,0.05,0.032,0.443,0.525,0.651,0.433,0.375,0.267,0.398,0.281,0.821,0.0,0.0,0.19,0.425,4.0,0.0,
bridgmi02,88.0,Davion Mitchell,26.0,TOR,PG,44.0,22.0,1080.0,0.434,15.2,0.52,0.254,0.184,0.049,0.033,0.48,0.504,0.597,0.511,0.083,0.375,0.359,0.359,0.786,0.0,0.0,0.171,0.35,3.0,0.0,
mitchda01,88.0,Davion Mitchell,26.0,MIA,PG,30.0,15.0,947.0,0.504,13.2,0.595,0.289,0.224,0.052,0.03,0.405,0.543,0.701,0.365,0.667,0.143,0.447,0.213,0.857,0.0,0.0,0.213,0.5,1.0,0.0,
mitchda01,89.0,Franz Wagner,23.0,ORL,SF,60.0,60.0,2023.0,0.463,12.5,0.697,0.214,0.349,0.091,0.043,0.303,0.535,0.726,0.452,0.491,0.36,0.295,0.446,0.692,0.036,39.0,0.111,0.436,3.0,0.0,
mitchda01,90.0,Quentin Grimes,24.0,2TM,SG,75.0,37.0,2013.0,0.467,16.2,0.488,0.232,0.113,0.077,0.067,0.512,0.552,0.728,0.409,0.397,0.364,0.385,0.441,0.79,0.033,26.0,0.233,0.49,0.0,0.0,
wagnefr01,90.0,Quentin Grimes,24.0,DAL,SG,47.0,12.0,1070.0,0.463,16.8,0.449,0.192,0.129,0.068,0.06,0.551,0.543,0.729,0.426,0.36,0.409,0.398,0.562,0.888,0.027,10.0,0.274,0.455,0.0,0.0,
grimequ01,90.0,Quentin Grimes,24.0,PHI,SG,28.0,25.0,943.0,0.469,15.7,0.52,0.264,0.1,0.083,0.072,0.48,0.559,0.727,0.391,0.421,0.333,0.373,0.361,0.695,0.037,16.0,0.195,0.535,0.0,0.0,
grimequ01,91.0,Jordan Poole,25.0,WAS,SG,68.0,68.0,2001.0,0.432,18.8,0.412,0.166,0.156,0.056,0.034,0.588,0.51,0.703,0.412,0.271,0.417,0.378,0.347,0.574,0.01,10.0,0.087,0.333,3.0,0.0,
grimequ01,92.0,Draymond Green,34.0,GSW,PF,68.0,66.0,1983.0,0.424,14.9,0.517,0.187,0.25,0.053,0.028,0.483,0.517,0.6,0.472,0.444,0.5,0.325,0.809,0.988,0.029,14.0,0.39,0.333,1.0,0.0,"DPOY-3,DEF1"
poolejo01,93.0,Devin Vassell,24.0,SAS,SG,64.0,53.0,1983.0,0.443,17.2,0.517,0.139,0.105,0.175,0.098,0.483,0.513,0.677,0.419,0.474,0.448,0.368,0.547,0.861,0.046,35.0,0.228,0.439,1.0,0.0,
greendr01,94.0,Klay Thompson,34.0,DAL,SF,72.0,72.0,1965.0,0.412,20.1,0.369,0.067,0.081,0.105,0.116,0.631,0.448,0.712,0.38,0.37,0.412,0.391,0.69,0.944,0.002,2.0,0.264,0.39,0.0,0.0,
vassede01,95.0,Tyrese Maxey,24.0,PHI,PG,52.0,52.0,1960.0,0.437,15.1,0.562,0.226,0.22,0.071,0.044,0.438,0.515,0.644,0.408,0.462,0.479,0.337,0.307,0.491,0.014,15.0,0.084,0.275,3.0,0.0,CPOY-10
thompkl01,96.0,Norman Powell,31.0,LAC,SG,60.0,60.0,1958.0,0.484,15.3,0.547,0.184,0.236,0.086,0.041,0.453,0.538,0.718,0.453,0.42,0.462,0.418,0.601,0.793,0.019,16.0,0.145,0.419,3.0,0.0,
maxeyty01,97.0,Yves Missi,20.0,NOP,C,73.0,67.0,1956.0,0.547,2.8,0.998,0.667,0.311,0.018,0.002,0.002,0.548,0.619,0.405,0.444,0.0,0.0,0.677,,0.297,116.0,0.0,,1.0,0.0,
powelno01,98.0,Keon Ellis,25.0,SAC,SG,80.0,28.0,1948.0,0.489,19.8,0.308,0.103,0.119,0.056,0.03,0.692,0.615,0.833,0.6,0.308,0.5,0.433,0.682,0.921,0.05,23.0,0.324,0.51,0.0,0.0,
missiyv01,99.0,Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,1948.0,0.421,13.3,0.641,0.268,0.218,0.096,0.059,0.359,0.5,0.749,0.346,0.283,0.297,0.281,0.51,0.905,0.128,72.0,0.232,0.346,0.0,0.0,
elliske01,100.0,Kyle Kuzma,29.0,2TM,PF,65.0,62.0,1936.0,0.436,13.5,0.631,0.222,0.285,0.085,0.039,0.369,0.512,0.75,0.413,0.361,0.212,0.307,0.573,0.854,0.029,24.0,0.246,0.325,4.0,1.0,
coulibi01,100.0,Kyle Kuzma,29.0,WAS,PF,32.0,30.0,887.0,0.42,13.3,0.648,0.204,0.314,0.084,0.046,0.352,0.495,0.753,0.399,0.421,0.143,0.281,0.548,0.756,0.037,17.0,0.194,0.387,1.0,0.0,
kuzmaky01,100.0,Kyle Kuzma,29.0,MIL,PF,33.0,32.0,1049.0,0.455,13.7,0.611,0.242,0.252,0.087,0.031,0.389,0.533,0.747,0.434,0.294,0.333,0.333,0.602,0.941,0.02,7.0,0.301,0.283,3.0,1.0,
kuzmaky01,101.0,Julian Champagnie,23.0,SAS,SF,82.0,29.0,1932.0,0.415,19.3,0.278,0.159,0.095,0.009,0.015,0.722,0.53,0.623,0.381,0.667,0.4,0.371,0.735,0.972,0.047,23.0,0.302,0.421,1.0,0.0,
kuzmaky01,102.0,Keon Johnson,22.0,BRK,SG,79.0,56.0,1925.0,0.389,15.6,0.485,0.223,0.191,0.04,0.031,0.515,0.468,0.58,0.362,0.419,0.375,0.314,0.492,0.952,0.059,36.0,0.294,0.331,2.0,0.0,
champju02,103.0,Naji Marshall,27.0,DAL,SF,69.0,31.0,1919.0,0.508,12.0,0.694,0.25,0.33,0.098,0.015,0.306,0.611,0.73,0.528,0.571,0.727,0.275,0.483,1.0,0.038,20.0,0.482,0.295,8.0,0.0,
johnske07,104.0,Jrue Holiday,34.0,BOS,PG,62.0,62.0,1896.0,0.443,16.2,0.466,0.164,0.209,0.07,0.023,0.534,0.547,0.723,0.458,0.45,0.385,0.353,0.493,0.861,0.003,1.0,0.314,0.302,0.0,0.0,
marshna01,105.0,Guerschon Yabusele,29.0,PHI,C,70.0,43.0,1895.0,0.501,14.4,0.513,0.313,0.165,0.028,0.007,0.487,0.616,0.744,0.462,0.188,0.25,0.38,0.725,1.0,0.089,44.0,0.241,0.364,3.0,0.0,
holidjr01,106.0,Gary Trent Jr.,26.0,MIL,SG,74.0,9.0,1893.0,0.431,20.4,0.341,0.072,0.079,0.111,0.079,0.659,0.46,0.574,0.404,0.493,0.365,0.416,0.476,0.906,0.003,1.0,0.217,0.489,0.0,0.0,
yabusgu01,107.0,Anthony Black,21.0,ORL,PG,78.0,10.0,1887.0,0.423,12.0,0.685,0.255,0.308,0.071,0.052,0.315,0.471,0.627,0.414,0.25,0.344,0.318,0.435,0.839,0.06,30.0,0.39,0.395,1.0,0.0,
trentga02,108.0,Josh Green,24.0,CHO,SG,68.0,67.0,1887.0,0.428,16.8,0.411,0.185,0.128,0.064,0.033,0.589,0.48,0.615,0.407,0.296,0.357,0.391,0.614,0.979,0.04,17.0,0.609,0.411,1.0,0.0,
blackan01,109.0,Nic Claxton,25.0,BRK,C,70.0,62.0,1882.0,0.563,5.3,0.963,0.481,0.359,0.1,0.023,0.037,0.576,0.755,0.397,0.456,0.154,0.238,0.673,1.0,0.229,119.0,0.381,0.25,0.0,0.0,
greenjo02,110.0,Andrew Nembhard,25.0,IND,SG,65.0,65.0,1881.0,0.458,14.9,0.675,0.163,0.187,0.199,0.126,0.325,0.538,0.727,0.535,0.449,0.441,0.291,0.474,0.824,0.002,1.0,0.269,0.298,1.0,0.0,
claxtni01,111.0,Cason Wallace,21.0,OKC,SG,68.0,43.0,1876.0,0.474,13.2,0.575,0.272,0.233,0.055,0.014,0.425,0.562,0.662,0.491,0.407,0.429,0.356,0.563,0.986,0.065,29.0,0.438,0.341,0.0,0.0,
nembhan01,112.0,Derrick Jones Jr.,27.0,LAC,SF,77.0,55.0,1873.0,0.526,11.4,0.628,0.357,0.239,0.019,0.014,0.372,0.627,0.752,0.461,0.455,0.5,0.356,0.741,1.0,0.209,112.0,0.507,0.351,1.0,0.0,
wallaca01,113.0,Rui Hachimura,26.0,LAL,PF,59.0,57.0,1869.0,0.509,13.7,0.571,0.274,0.181,0.073,0.043,0.429,0.581,0.753,0.394,0.5,0.4,0.413,0.817,0.961,0.13,67.0,0.429,0.425,0.0,0.0,
jonesde02,114.0,RJ Barrett,24.0,TOR,SF,58.0,58.0,1869.0,0.468,10.9,0.688,0.354,0.273,0.049,0.012,0.312,0.522,0.624,0.392,0.542,0.417,0.35,0.459,0.925,0.032,27.0,0.229,0.4,1.0,0.0,
hachiru01,115.0,Buddy Hield,32.0,GSW,SG,82.0,22.0,1863.0,0.417,20.0,0.302,0.093,0.127,0.041,0.041,0.698,0.527,0.726,0.5,0.406,0.281,0.37,0.616,0.931,0.011,9.0,0.233,0.367,1.0,0.0,
barrerj01,116.0,Trey Murphy III,24.0,NOP,SF,53.0,51.0,1854.0,0.454,16.6,0.478,0.217,0.178,0.054,0.03,0.522,0.556,0.725,0.43,0.378,0.4,0.361,0.691,0.848,0.093,73.0,0.155,0.441,1.0,0.0,
hieldbu01,117.0,Zaccharie Risacher,19.0,ATL,SF,75.0,73.0,1843.0,0.458,13.5,0.558,0.28,0.216,0.033,0.03,0.442,0.54,0.651,0.458,0.308,0.348,0.355,0.732,0.975,0.095,67.0,0.41,0.433,0.0,0.0,ROY-2
murphtr02,118.0,Andrew Wiggins,29.0,2TM,SF,60.0,60.0,1842.0,0.448,14.5,0.585,0.168,0.284,0.061,0.073,0.415,0.501,0.596,0.487,0.49,0.344,0.374,0.504,0.869,0.052,40.0,0.164,0.421,0.0,0.0,
risacza01,118.0,Andrew Wiggins,29.0,GSW,SF,43.0,43.0,1296.0,0.444,14.7,0.578,0.141,0.321,0.049,0.066,0.422,0.491,0.602,0.508,0.448,0.205,0.379,0.551,0.872,0.061,32.0,0.153,0.447,0.0,0.0,
wiggian01,118.0,Andrew Wiggins,29.0,MIA,SF,17.0,17.0,546.0,0.458,14.4,0.602,0.231,0.195,0.088,0.088,0.398,0.523,0.586,0.408,0.545,0.591,0.36,0.405,0.861,0.032,8.0,0.19,0.368,0.0,0.0,
wiggian01,119.0,Isaiah Collier,20.0,UTA,PG,71.0,46.0,1839.0,0.422,12.0,0.695,0.209,0.368,0.094,0.025,0.305,0.497,0.698,0.451,0.288,0.286,0.249,0.349,0.595,0.027,15.0,0.26,0.341,5.0,1.0,
wiggian01,120.0,Keldon Johnson,25.0,SAS,SF,77.0,0.0,1838.0,0.482,11.3,0.644,0.336,0.277,0.023,0.008,0.356,0.573,0.703,0.451,0.333,0.0,0.318,0.627,0.897,0.044,30.0,0.339,0.29,0.0,0.0,
colliis01,121.0,Royce O'Neale,31.0,PHO,SF,75.0,22.0,1837.0,0.423,21.2,0.226,0.089,0.111,0.021,0.005,0.774,0.481,0.725,0.349,0.25,0.0,0.406,0.71,0.961,0.007,3.0,0.231,0.529,3.0,0.0,
johnske04,122.0,P.J. Washington,26.0,DAL,PF,57.0,56.0,1835.0,0.453,12.3,0.641,0.223,0.332,0.068,0.018,0.359,0.493,0.703,0.38,0.4,0.333,0.381,0.524,0.901,0.054,34.0,0.331,0.367,0.0,0.0,
onealro01,123.0,CJ McCollum,33.0,NOP,PG,56.0,56.0,1832.0,0.444,16.1,0.541,0.157,0.185,0.138,0.061,0.459,0.505,0.669,0.443,0.442,0.41,0.373,0.443,0.737,0.003,3.0,0.144,0.348,0.0,0.0,
washipj01,124.0,Haywood Highsmith,28.0,MIA,SF,74.0,42.0,1818.0,0.458,16.4,0.404,0.205,0.159,0.036,0.005,0.596,0.57,0.688,0.484,0.357,0.0,0.382,0.667,0.978,0.049,19.0,0.459,0.439,0.0,0.0,
mccolcj01,125.0,Dorian Finney-Smith,31.0,2TM,PF,63.0,40.0,1818.0,0.448,18.8,0.278,0.182,0.074,0.018,0.005,0.722,0.545,0.62,0.375,0.5,0.5,0.411,0.697,0.992,0.037,14.0,0.382,0.45,1.0,0.0,
highsha01,125.0,Dorian Finney-Smith,31.0,BRK,PF,20.0,20.0,579.0,0.459,17.8,0.321,0.226,0.069,0.019,0.006,0.679,0.51,0.611,0.273,0.333,0.0,0.435,0.692,0.979,0.031,4.0,0.389,0.405,0.0,0.0,
finnedo01,125.0,Dorian Finney-Smith,31.0,LAL,PF,43.0,20.0,1239.0,0.442,19.7,0.254,0.156,0.076,0.018,0.004,0.746,0.571,0.628,0.429,0.6,1.0,0.398,0.7,1.0,0.04,10.0,0.379,0.474,1.0,0.0,
finnedo01,126.0,Alex Sarr,19.0,WAS,C,67.0,67.0,1814.0,0.394,14.4,0.588,0.17,0.298,0.086,0.034,0.412,0.454,0.695,0.36,0.324,0.393,0.308,0.701,0.952,0.077,58.0,0.15,0.373,0.0,0.0,ROY-4
finnedo01,127.0,Kyrie Irving,32.0,DAL,SG,50.0,50.0,1804.0,0.473,14.9,0.62,0.153,0.252,0.134,0.08,0.38,0.517,0.703,0.487,0.441,0.382,0.401,0.32,0.632,0.001,1.0,0.15,0.5,1.0,0.0,"CPOY-10,AS"
sarral01,128.0,Kyshawn George,21.0,WAS,SG,68.0,38.0,1802.0,0.372,19.1,0.352,0.159,0.132,0.049,0.011,0.648,0.464,0.609,0.347,0.37,0.167,0.322,0.573,0.921,0.026,11.0,0.192,0.353,3.0,0.0,
irvinky01,129.0,Cameron Johnson,28.0,BRK,PF,57.0,57.0,1800.0,0.475,17.2,0.454,0.191,0.119,0.082,0.062,0.546,0.578,0.783,0.449,0.41,0.413,0.39,0.556,0.906,0.035,24.0,0.213,0.448,0.0,0.0,
