player_id,year,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG_pct,_3P,_3PA,_3P_pct,_2P,_2PA,_2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,6MOY,AS,CPOY,DEF1,DEF2,DPOY,MIP,MVP,NBA1,NBA2,NBA3,ROY
payneca01,2024,213.0,Cameron Payne,29.0,PHI,PG,31.0,8.0,602.0,8.7,21.2,0.413,4.3,11.1,0.382,4.5,10.1,0.447,0.514,1.7,1.9,0.913,1.3,3.2,4.5,7.8,1.6,0.7,2.9,4.3,23.5,111.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
harriga01,2024,214.0,Gary Harris,29.0,ORL,SG,54.0,27.0,1297.0,5.0,11.3,0.441,2.9,7.8,0.371,2.1,3.5,0.598,0.569,1.3,1.7,0.756,0.9,2.6,3.5,3.3,1.9,0.5,1.2,3.5,14.2,120.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
livelde01,2024,215.0,Dereck Lively II,19.0,DAL,C,55.0,42.0,1294.0,8.2,11.0,0.747,0.0,0.1,0.0,8.2,10.9,0.752,0.747,1.5,3.0,0.506,5.0,9.0,14.0,2.2,1.3,2.9,1.9,5.3,17.9,139.0,112.0,0,0,0,0,0,0,0,0,0,0,0,6
mccontj01,2024,216.0,T.J. McConnell,31.0,IND,PG,71.0,4.0,1291.0,12.1,21.7,0.556,0.7,1.6,0.409,11.4,20.1,0.568,0.572,1.8,2.3,0.79,1.3,5.7,7.0,14.3,2.6,0.3,3.9,2.9,26.6,121.0,117.0,7,0,0,0,0,0,0,0,0,0,0,0
holidaa01,2024,217.0,Aaron Holiday,27.0,HOU,PG,78.0,1.0,1269.0,7.1,15.9,0.446,3.2,8.3,0.387,3.9,7.6,0.51,0.547,2.2,2.4,0.921,0.9,3.8,4.7,5.4,1.6,0.2,2.0,4.8,19.6,117.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
osmande01,2024,218.0,Cedi Osman,28.0,SAS,SF,72.0,3.0,1269.0,6.9,14.4,0.479,3.2,8.3,0.389,3.7,6.1,0.601,0.591,1.3,1.9,0.673,0.9,5.8,6.7,4.5,1.3,0.4,1.8,4.0,18.3,115.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
dickgr01,2024,219.0,Gradey Dick,20.0,TOR,SG,60.0,17.0,1268.0,7.2,16.9,0.425,3.4,9.2,0.365,3.8,7.8,0.495,0.524,1.7,1.9,0.863,1.0,4.0,5.0,2.6,1.3,0.1,1.9,3.3,19.4,105.0,122.0,0,0,0,0,0,0,0,0,0,0,0,0
marshna01,2024,220.0,Naji Marshall,26.0,NOP,SF,66.0,1.0,1257.0,6.6,14.3,0.463,2.3,5.9,0.387,4.4,8.5,0.516,0.542,2.7,3.4,0.791,2.1,7.3,9.4,5.0,1.9,0.5,2.5,3.5,18.2,115.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
dunnkr01,2024,221.0,Kris Dunn,29.0,UTA,PG,66.0,32.0,1249.0,5.7,12.1,0.47,1.6,4.3,0.369,4.1,7.8,0.525,0.535,0.8,1.2,0.688,1.9,5.4,7.3,9.8,2.6,1.1,3.1,5.2,13.8,116.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
haywago01,2024,222.0,Gordon Hayward,33.0,2TM,SF,51.0,28.0,1245.0,7.3,15.8,0.464,1.5,3.5,0.411,5.9,12.3,0.479,0.51,3.5,4.7,0.742,1.5,5.6,7.1,6.2,1.6,0.5,2.6,2.6,19.6,111.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
haywago01,2024,222.0,Gordon Hayward,33.0,CHO,SF,25.0,25.0,798.0,8.6,18.4,0.468,1.4,3.8,0.361,7.2,14.6,0.496,0.505,3.8,5.0,0.765,1.5,5.7,7.2,7.2,1.7,0.7,3.2,2.8,22.4,109.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
haywago01,2024,222.0,Gordon Hayward,33.0,OKC,SF,26.0,3.0,447.0,5.2,11.4,0.453,1.6,3.1,0.517,3.5,8.3,0.429,0.524,2.9,4.2,0.692,1.4,5.5,6.9,4.5,1.3,0.1,1.6,2.3,14.8,117.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
jacksgg01,2024,223.0,GG Jackson II,19.0,MEM,PF,48.0,18.0,1233.0,9.6,22.3,0.428,4.0,11.3,0.357,5.5,11.0,0.502,0.519,4.6,6.1,0.752,2.1,5.7,7.8,2.3,1.1,1.0,2.6,2.5,27.7,107.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
wiggiaa01,2024,224.0,Aaron Wiggins,25.0,OKC,SG,78.0,4.0,1228.0,8.3,14.8,0.562,2.4,4.9,0.492,5.9,9.8,0.598,0.645,2.2,2.8,0.789,2.3,4.9,7.3,3.4,2.2,0.7,2.2,3.6,21.2,125.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
nancela02,2024,225.0,Larry Nance Jr.,31.0,NOP,C,61.0,0.0,1216.0,5.6,9.7,0.573,1.1,2.6,0.415,4.5,7.1,0.631,0.629,1.9,2.5,0.77,3.8,8.6,12.4,4.6,2.5,0.8,2.0,4.0,14.1,131.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0
reathdu01,2024,226.0,Duop Reath,27.0,POR,C,68.0,20.0,1214.0,9.4,20.3,0.461,3.6,10.0,0.359,5.8,10.3,0.559,0.549,2.8,3.8,0.742,3.8,6.4,10.2,2.7,1.3,1.5,2.1,6.5,25.1,116.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
burksal01,2024,227.0,Alec Burks,32.0,2TM,SG,66.0,1.0,1212.0,8.4,22.9,0.369,5.0,13.3,0.376,3.5,9.6,0.36,0.478,5.8,6.7,0.868,1.0,5.1,6.0,3.5,1.1,0.5,1.9,3.0,27.7,111.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
burksal01,2024,227.0,Alec Burks,32.0,DET,SG,43.0,0.0,901.0,8.5,21.7,0.394,5.3,13.2,0.401,3.3,8.5,0.384,0.516,6.5,7.2,0.903,0.9,5.0,5.9,3.6,1.1,0.6,1.7,3.4,28.8,118.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0
burksal01,2024,227.0,Alec Burks,32.0,NYK,SG,23.0,1.0,311.0,8.1,26.4,0.307,4.1,13.5,0.301,4.1,13.0,0.313,0.383,3.9,5.4,0.727,1.3,5.2,6.5,3.2,1.1,0.2,2.6,1.8,24.2,92.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
looneke01,2024,228.0,Kevon Looney,27.0,GSW,C,74.0,36.0,1195.0,5.6,9.4,0.597,0.0,0.0,0.0,5.6,9.4,0.599,0.597,2.3,3.4,0.675,5.8,11.2,17.0,5.4,1.1,1.2,2.0,6.3,13.5,134.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
roddyda01,2024,229.0,David Roddy,22.0,2TM,PF,65.0,13.0,1177.0,6.9,17.0,0.403,2.0,6.8,0.293,4.9,10.2,0.478,0.462,2.0,2.8,0.691,2.2,6.6,8.8,3.3,1.1,0.5,2.4,3.0,17.6,98.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
roddyda01,2024,229.0,David Roddy,22.0,MEM,PF,48.0,13.0,1114.0,6.8,16.9,0.402,2.1,6.8,0.301,4.7,10.1,0.47,0.462,2.0,2.9,0.687,2.2,6.5,8.8,3.3,1.1,0.5,2.4,3.0,17.7,98.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
roddyda01,2024,229.0,David Roddy,22.0,PHO,PF,17.0,0.0,63.0,7.8,17.8,0.435,0.8,6.2,0.125,7.0,11.6,0.6,0.457,0.8,0.8,1.0,1.6,7.0,8.5,3.1,1.6,0.0,2.3,3.1,17.1,95.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
micicva01,2024,230.0,Vasilije Micić,30.0,2TM,PG,60.0,21.0,1176.0,6.6,15.4,0.43,1.8,6.4,0.279,4.8,9.0,0.537,0.488,2.5,3.1,0.813,0.6,3.1,3.7,10.9,1.3,0.3,4.1,2.8,17.6,105.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0
micicva01,2024,230.0,Vasilije Micić,30.0,OKC,PG,30.0,0.0,361.0,4.9,12.1,0.407,1.5,6.0,0.244,3.5,6.1,0.565,0.467,1.9,2.5,0.737,0.1,3.1,3.2,10.1,1.2,0.4,3.9,2.9,13.2,102.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
micicva01,2024,230.0,Vasilije Micić,30.0,CHO,PG,30.0,21.0,815.0,7.4,16.9,0.437,1.9,6.6,0.294,5.4,10.3,0.529,0.495,2.8,3.4,0.839,0.8,3.1,3.9,11.3,1.3,0.2,4.2,2.8,19.6,107.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0
willipa01,2024,231.0,Patrick Williams,22.0,CHI,PF,43.0,30.0,1174.0,6.8,15.2,0.443,2.5,6.3,0.399,4.2,9.0,0.474,0.525,2.2,2.8,0.788,2.0,5.1,7.0,2.8,1.7,1.4,2.4,3.7,18.2,107.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
konchjo01,2024,232.0,John Konchar,27.0,MEM,SF,55.0,23.0,1173.0,3.7,8.7,0.423,1.6,5.0,0.317,2.1,3.7,0.568,0.514,0.9,1.0,0.84,3.0,7.7,10.7,4.6,2.1,2.1,1.9,3.2,9.8,114.0,112.0,0,0,0,0,0,0,0,0,0,0,0,0
eubandr01,2024,233.0,Drew Eubanks,26.0,PHO,C,75.0,6.0,1169.0,6.3,10.6,0.601,0.1,0.1,1.0,6.2,10.4,0.596,0.607,3.0,3.9,0.774,4.3,9.1,13.4,2.6,1.1,2.5,2.5,4.8,15.8,123.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
inglejo01,2024,234.0,Joe Ingles,36.0,ORL,SF,68.0,0.0,1169.0,4.2,9.6,0.436,3.0,6.8,0.435,1.2,2.8,0.439,0.59,1.2,1.4,0.824,0.8,5.3,6.0,8.6,1.8,0.2,2.8,3.7,12.5,119.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
blackan01,2024,235.0,Anthony Black,20.0,ORL,PG,69.0,33.0,1164.0,4.9,10.5,0.466,1.6,4.0,0.394,3.3,6.5,0.51,0.54,2.1,3.4,0.613,1.4,4.5,5.9,3.9,1.5,0.9,2.4,4.7,13.4,108.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
hawkijo01,2024,236.0,Jordan Hawkins,21.0,NOP,SG,67.0,10.0,1160.0,7.4,19.3,0.382,4.6,12.6,0.366,2.7,6.7,0.411,0.501,2.8,3.4,0.838,1.2,5.0,6.3,3.0,0.8,0.3,1.7,3.0,22.1,109.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
lylestr01,2024,237.0,Trey Lyles,28.0,SAC,PF,58.0,0.0,1158.0,6.0,13.5,0.445,3.5,9.2,0.384,2.5,4.3,0.578,0.576,2.1,2.9,0.7,2.6,8.2,10.8,3.0,0.7,0.8,1.6,3.6,17.6,120.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
moodymo01,2024,238.0,Moses Moody,21.0,GSW,SG,66.0,9.0,1156.0,8.1,17.6,0.462,3.0,8.4,0.36,5.1,9.2,0.555,0.548,3.1,3.9,0.785,2.7,5.5,8.2,2.4,1.8,1.0,1.8,3.8,22.3,117.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0
crowdja01,2024,239.0,Jae Crowder,33.0,MIL,PF,50.0,25.0,1156.0,4.7,11.2,0.422,2.4,6.9,0.349,2.3,4.3,0.538,0.53,1.1,1.5,0.722,1.3,5.4,6.7,2.7,1.6,0.4,1.0,3.1,13.0,114.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
jackstr02,2024,240.0,Trayce Jackson-Davis,23.0,GSW,PF,68.0,16.0,1130.0,10.0,14.2,0.702,0.0,0.0,0.0,10.0,14.2,0.704,0.702,3.2,5.7,0.561,5.8,8.8,14.6,3.5,1.2,3.3,2.1,4.6,23.1,136.0,112.0,0,0,0,0,0,0,0,0,0,0,0,0
brogdma01,2024,241.0,Malcolm Brogdon,31.0,POR,PG,39.0,25.0,1121.0,9.6,21.8,0.44,3.6,8.8,0.412,6.0,13.1,0.458,0.522,4.2,5.1,0.819,1.2,5.3,6.5,9.4,1.2,0.4,2.6,2.6,27.0,120.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
wadede01,2024,242.0,Dean Wade,27.0,CLE,PF,54.0,32.0,1108.0,4.3,10.3,0.414,3.5,9.0,0.391,0.8,1.3,0.567,0.584,0.9,1.2,0.769,1.6,8.1,9.7,1.9,1.8,1.1,0.9,4.1,13.0,121.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0
richajo01,2024,243.0,Josh Richardson,30.0,MIA,SG,43.0,6.0,1103.0,7.0,15.7,0.444,3.0,8.6,0.347,4.0,7.1,0.561,0.539,2.3,2.4,0.944,0.8,4.7,5.5,4.7,1.1,0.6,1.6,3.4,19.2,115.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0
mitchda01,2024,244.0,Davion Mitchell,25.0,SAC,PG,72.0,4.0,1101.0,6.4,14.2,0.452,2.5,7.0,0.361,3.9,7.3,0.539,0.54,1.3,1.9,0.714,0.8,3.4,4.2,5.9,0.7,0.1,1.9,3.7,16.7,114.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
saricda01,2024,245.0,Dario Šarić,29.0,GSW,C,64.0,9.0,1098.0,8.0,17.1,0.466,3.3,8.7,0.376,4.7,8.4,0.56,0.562,3.5,4.1,0.849,3.2,9.3,12.5,6.3,1.4,0.4,3.4,4.9,22.7,119.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0
wisemja01,2024,246.0,James Wiseman,22.0,DET,C,63.0,6.0,1091.0,8.2,13.4,0.613,0.0,0.1,0.0,8.2,13.4,0.617,0.613,3.2,4.5,0.706,4.9,10.0,14.8,2.4,0.5,1.7,2.9,6.2,19.7,119.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
exumda01,2024,247.0,Dante Exum,28.0,DAL,PG,55.0,17.0,1088.0,7.1,13.3,0.533,2.3,4.8,0.491,4.8,8.6,0.557,0.621,2.3,3.0,0.779,1.1,5.5,6.6,6.9,1.0,0.2,2.2,3.7,18.9,128.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
merrisa01,2024,248.0,Sam Merrill,27.0,CLE,SG,61.0,1.0,1069.0,7.3,18.2,0.402,6.6,16.4,0.404,0.7,1.8,0.385,0.584,1.2,1.3,0.929,1.0,4.5,5.5,5.0,0.9,0.2,0.9,3.3,22.4,125.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
smithde03,2024,249.0,Dennis Smith Jr.,26.0,BRK,PG,56.0,2.0,1059.0,6.9,15.8,0.435,1.5,5.1,0.294,5.4,10.7,0.502,0.482,2.0,2.7,0.741,2.3,5.3,7.7,9.5,3.2,0.6,3.2,5.7,17.3,110.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
sharpsh01,2024,250.0,Shaedon Sharpe,20.0,POR,SG,32.0,25.0,1059.0,8.2,20.2,0.406,2.8,8.4,0.333,5.4,11.8,0.457,0.475,4.6,5.5,0.824,2.0,5.5,7.5,4.4,1.3,0.6,3.4,4.1,23.8,105.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
goodwjo01,2024,251.0,Jordan Goodwin,25.0,2TM,PG,57.0,12.0,1055.0,6.5,17.7,0.369,1.9,6.5,0.298,4.6,11.2,0.411,0.424,2.0,2.7,0.746,4.1,7.6,11.7,7.2,2.2,0.8,2.6,3.5,17.0,105.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
goodwjo01,2024,251.0,Jordan Goodwin,25.0,PHO,PG,40.0,0.0,558.0,6.6,16.9,0.389,2.0,7.0,0.288,4.6,9.9,0.46,0.448,2.2,2.5,0.862,3.5,6.7,10.2,6.8,2.0,0.8,2.5,3.8,17.3,109.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
goodwjo01,2024,251.0,Jordan Goodwin,25.0,MEM,PG,17.0,12.0,497.0,6.5,18.6,0.349,1.9,6.0,0.311,4.6,12.6,0.367,0.399,1.9,3.0,0.633,4.7,8.7,13.4,7.6,2.5,0.9,2.7,3.2,16.7,100.0,112.0,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2024,252.0,Marvin Bagley III,24.0,2TM,C,50.0,25.0,1053.0,10.8,18.4,0.586,0.4,1.0,0.391,10.3,17.3,0.597,0.597,4.3,5.7,0.762,5.8,8.2,14.0,2.5,0.9,1.5,2.7,3.6,26.2,122.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2024,252.0,Marvin Bagley III,24.0,DET,C,26.0,10.0,478.0,10.8,18.2,0.591,0.1,0.6,0.167,10.7,17.6,0.606,0.594,5.0,6.1,0.82,4.6,7.2,11.9,2.7,0.5,1.4,2.9,4.0,26.7,122.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2024,252.0,Marvin Bagley III,24.0,WAS,C,24.0,15.0,575.0,10.7,18.5,0.581,0.7,1.4,0.471,10.1,17.1,0.59,0.599,3.7,5.3,0.708,6.8,8.9,15.8,2.3,1.2,1.5,2.4,3.3,25.9,123.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
craigto01,2024,253.0,Torrey Craig,33.0,CHI,SF,53.0,14.0,1049.0,5.1,11.9,0.43,2.9,7.3,0.392,2.3,4.7,0.49,0.55,1.3,1.7,0.75,3.3,7.0,10.3,2.8,1.4,1.0,1.5,5.2,14.4,119.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
smithja04,2024,254.0,Jalen Smith,23.0,IND,C,61.0,14.0,1047.0,10.5,17.8,0.592,2.7,6.5,0.424,7.8,11.3,0.689,0.67,3.2,4.7,0.692,5.0,10.1,15.2,2.8,0.8,1.7,2.0,5.6,27.1,133.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
bantoda01,2024,255.0,Dalano Banton,24.0,2TM,PG,54.0,9.0,1047.0,9.5,23.6,0.404,2.8,9.4,0.296,6.7,14.2,0.475,0.463,4.4,5.7,0.783,1.9,6.5,8.4,6.0,1.6,0.9,3.6,3.0,26.3,103.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
bantoda01,2024,255.0,Dalano Banton,24.0,BOS,PG,24.0,1.0,171.0,5.5,14.7,0.373,0.6,4.6,0.125,4.9,10.1,0.486,0.392,4.6,5.8,0.8,3.5,6.6,10.1,5.5,1.4,0.9,2.9,5.8,16.2,106.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
bantoda01,2024,255.0,Dalano Banton,24.0,POR,PG,30.0,8.0,876.0,10.3,25.3,0.408,3.2,10.3,0.311,7.1,15.0,0.474,0.471,4.4,5.6,0.78,1.6,6.4,8.1,6.1,1.6,1.0,3.8,2.5,28.2,103.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
willizi02,2024,256.0,Ziaire Williams,22.0,MEM,SF,51.0,15.0,1038.0,7.1,17.8,0.397,2.7,8.9,0.307,4.3,8.9,0.487,0.474,2.9,3.5,0.827,1.6,6.8,8.5,3.5,1.7,0.4,3.1,4.0,19.8,98.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0
tateja01,2024,257.0,Jae'Sean Tate,28.0,HOU,SF,65.0,9.0,1031.0,5.1,10.8,0.472,1.1,3.6,0.299,4.0,7.2,0.559,0.522,1.2,1.8,0.667,2.9,6.4,9.3,3.0,2.0,0.7,1.7,6.4,12.5,112.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
willike04,2024,258.0,Kenrich Williams,29.0,OKC,PF,69.0,1.0,1029.0,6.1,13.1,0.468,2.6,6.6,0.397,3.5,6.5,0.54,0.568,0.3,0.7,0.5,2.9,6.9,9.8,4.3,1.8,0.4,1.5,4.7,15.2,120.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2024,259.0,Jose Alvarado,25.0,NOP,PG,56.0,0.0,1028.0,6.8,16.5,0.412,3.7,9.9,0.377,3.1,6.6,0.464,0.525,1.7,2.5,0.673,1.2,4.9,6.1,5.6,2.8,0.7,1.9,4.2,18.9,112.0,112.0,6,0,0,0,0,0,0,0,0,0,0,0
grimequ01,2024,260.0,Quentin Grimes,23.0,2TM,SG,51.0,18.0,1025.0,6.0,16.0,0.372,4.0,11.7,0.338,2.0,4.3,0.466,0.495,1.7,2.2,0.756,0.7,4.2,4.9,3.2,1.7,0.3,1.4,3.7,17.6,109.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
grimequ01,2024,260.0,Quentin Grimes,23.0,NYK,SG,45.0,18.0,910.0,6.3,15.8,0.395,4.3,11.7,0.363,2.0,4.1,0.486,0.53,1.3,1.9,0.706,0.8,4.1,4.9,2.9,1.7,0.2,1.2,3.7,18.1,115.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
grimequ01,2024,260.0,Quentin Grimes,23.0,DET,SG,6.0,0.0,115.0,3.8,17.6,0.214,1.7,11.7,0.143,2.1,5.9,0.357,0.262,4.2,4.6,0.909,0.4,4.6,5.0,5.9,2.1,1.7,2.9,3.8,13.4,78.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
meltode01,2024,261.0,De'Anthony Melton,25.0,PHI,SG,38.0,33.0,1023.0,6.7,17.3,0.386,3.7,10.3,0.36,3.0,7.0,0.425,0.493,3.2,3.8,0.835,1.3,5.4,6.8,5.5,2.9,0.8,1.9,4.0,20.3,113.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
theisda01,2024,262.0,Daniel Theis,31.0,2TM,C,60.0,3.0,1015.0,7.6,14.2,0.532,1.3,3.5,0.366,6.3,10.8,0.586,0.577,1.8,2.4,0.76,4.1,7.7,11.9,3.0,1.0,2.5,2.0,6.2,18.3,121.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
theisda01,2024,262.0,Daniel Theis,31.0,IND,C,1.0,0.0,8.0,5.9,23.6,0.25,0.0,5.9,0.0,5.9,17.7,0.333,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,11.8,55.0,126.0,0,0,0,0,0,0,0,0,0,0,0,0
theisda01,2024,262.0,Daniel Theis,31.0,LAC,C,59.0,3.0,1007.0,7.6,14.2,0.536,1.3,3.4,0.371,6.3,10.7,0.589,0.581,1.9,2.5,0.76,4.2,7.8,12.0,3.0,1.0,2.5,2.1,6.2,18.3,122.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
walkelo01,2024,263.0,Lonnie Walker IV,25.0,BRK,SG,58.0,0.0,1011.0,10.2,24.1,0.423,5.1,13.3,0.384,5.1,10.8,0.471,0.528,2.2,2.9,0.763,0.6,5.6,6.2,3.6,1.6,1.0,2.5,3.5,27.7,105.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
hortota01,2024,264.0,Talen Horton-Tucker,23.0,UTA,PG,51.0,11.0,1009.0,8.8,22.2,0.396,2.9,8.7,0.33,5.9,13.5,0.438,0.46,4.2,5.2,0.807,1.0,4.8,5.8,8.5,2.2,0.9,3.1,4.5,24.7,108.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
hayeski01,2024,265.0,Killian Hayes,22.0,DET,PG,42.0,31.0,1008.0,5.6,13.5,0.413,1.1,3.5,0.297,4.5,10.0,0.455,0.452,1.6,2.4,0.66,0.5,5.2,5.7,9.8,1.7,1.0,2.4,3.6,13.8,106.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
carteje01,2024,266.0,Jevon Carter,28.0,CHI,PG,72.0,0.0,1004.0,6.9,18.1,0.378,3.8,11.6,0.329,3.0,6.5,0.466,0.484,0.2,0.3,0.571,0.5,2.4,3.0,4.7,1.8,0.8,1.8,3.5,17.7,101.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
kennalu01,2024,267.0,Luke Kennard,27.0,MEM,SG,39.0,22.0,999.0,6.9,15.4,0.448,5.2,11.6,0.45,1.7,3.8,0.442,0.617,2.0,2.2,0.889,0.5,5.0,5.5,6.7,1.0,0.1,2.6,1.9,21.0,121.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
mathega01,2024,268.0,Garrison Mathews,27.0,ATL,SG,66.0,5.0,992.0,5.0,10.9,0.456,4.1,9.3,0.44,0.9,1.6,0.545,0.644,1.6,2.0,0.81,0.8,3.6,4.4,1.8,1.0,0.4,0.9,5.6,15.7,131.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0
hardyja02,2024,269.0,Jaden Hardy,21.0,DAL,SG,73.0,7.0,989.0,9.5,23.2,0.407,3.9,10.9,0.362,5.5,12.4,0.447,0.492,2.9,3.7,0.776,1.0,5.4,6.4,5.3,1.1,0.2,3.0,3.9,25.7,103.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
manntr01,2024,270.0,Tre Mann,22.0,2TM,PG,41.0,28.0,987.0,7.2,15.7,0.459,2.3,6.3,0.373,4.9,9.5,0.516,0.533,2.2,2.9,0.763,1.0,6.4,7.4,8.2,2.5,0.1,3.2,2.4,19.0,110.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
manntr01,2024,270.0,Tre Mann,22.0,OKC,PG,13.0,0.0,119.0,8.1,16.2,0.5,3.2,7.7,0.421,4.8,8.5,0.571,0.6,0.4,0.4,1.0,1.6,8.1,9.7,8.1,1.2,0.0,3.6,1.2,19.8,115.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
manntr01,2024,270.0,Tre Mann,22.0,CHO,PG,28.0,28.0,868.0,7.1,15.7,0.453,2.2,6.1,0.364,4.9,9.6,0.509,0.524,2.5,3.3,0.759,0.9,6.2,7.1,8.2,2.7,0.2,3.2,2.6,18.9,109.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
reddica01,2024,271.0,Cam Reddish,24.0,LAL,SF,48.0,26.0,984.0,4.4,11.3,0.389,1.8,5.3,0.336,2.6,6.0,0.435,0.468,2.0,2.6,0.759,1.3,3.5,4.8,2.3,2.3,0.7,1.5,3.1,12.6,102.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
kornelu01,2024,272.0,Luke Kornet,28.0,BOS,C,63.0,7.0,983.0,7.1,10.2,0.7,0.1,0.1,1.0,7.1,10.2,0.698,0.702,2.5,2.7,0.907,5.9,7.2,13.1,3.4,1.2,3.1,1.1,3.9,16.8,157.0,110.0,0,0,0,0,0,0,0,0,0,0,0,0
elliske01,2024,273.0,Keon Ellis,24.0,SAC,SG,57.0,21.0,978.0,5.3,11.5,0.461,3.5,8.3,0.417,1.8,3.2,0.578,0.612,1.3,1.7,0.743,1.6,4.6,6.2,4.2,2.5,1.4,1.8,5.6,15.4,122.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
tillmxa01,2024,274.0,Xavier Tillman Sr.,25.0,2TM,PF,54.0,15.0,974.0,6.1,14.0,0.434,1.0,4.1,0.247,5.1,10.0,0.51,0.47,1.1,2.5,0.44,3.5,7.1,10.6,3.9,2.6,2.2,1.7,3.8,14.3,105.0,110.0,0,0,0,0,0,0,0,0,0,0,0,0
tillmxa01,2024,274.0,Xavier Tillman Sr.,25.0,MEM,C,34.0,13.0,700.0,6.1,14.9,0.408,0.8,3.7,0.226,5.2,11.2,0.469,0.437,1.3,3.0,0.419,3.9,7.1,11.0,4.0,2.9,2.4,2.0,4.2,14.2,98.0,110.0,0,0,0,0,0,0,0,0,0,0,0,0
