player_id,year,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG_pct,_3P,_3PA,_3P_pct,_2P,_2PA,_2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,6MOY,AS,CPOY,DEF1,DEF2,DPOY,MIP,MVP,NBA1,NBA2,NBA3,ROY
derozde01,2024,1.0,DeMar DeRozan,34.0,CHI,SF,79.0,79.0,2989.0,10.8,22.6,0.48,1.3,3.8,0.333,9.6,18.8,0.509,0.507,8.7,10.2,0.853,0.7,5.0,5.7,7.0,1.5,0.8,2.3,2.7,31.6,122.0,118.0,0,0,2,0,0,0,0,0,0,0,0,0
sabondo01,2024,2.0,Domantas Sabonis,27.0,SAC,C,82.0,82.0,2928.0,10.5,17.7,0.594,0.5,1.4,0.379,10.0,16.3,0.613,0.609,4.8,6.9,0.704,4.9,13.7,18.6,11.2,1.2,0.8,4.5,4.1,26.4,127.0,112.0,0,0,0,0,0,10,0,8,0,0,1,0
whiteco01,2024,3.0,Coby White,23.0,CHI,PG,79.0,78.0,2881.0,9.4,20.9,0.447,3.6,9.6,0.376,5.7,11.3,0.508,0.534,3.8,4.5,0.838,0.8,5.4,6.2,7.0,0.9,0.3,2.9,3.2,26.1,115.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
bridgmi01,2024,4.0,Mikal Bridges,27.0,BRK,SF,82.0,82.0,2854.0,9.8,22.5,0.436,3.8,10.3,0.372,6.0,12.2,0.49,0.521,4.5,5.5,0.814,1.2,5.3,6.5,5.2,1.4,0.5,2.8,2.0,27.9,112.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
banchpa01,2024,5.0,Paolo Banchero,21.0,ORL,PF,80.0,80.0,2799.0,11.3,24.9,0.455,2.1,6.2,0.339,9.2,18.7,0.493,0.497,7.2,9.9,0.725,1.5,8.3,9.8,7.6,1.3,0.8,4.4,2.7,31.9,109.0,112.0,0,1,0,0,0,0,0,0,0,0,0,0
duranke01,2024,6.0,Kevin Durant,35.0,PHO,PF,75.0,75.0,2791.0,13.1,25.1,0.523,2.9,7.1,0.413,10.2,18.0,0.567,0.581,6.3,7.4,0.856,0.7,7.9,8.7,6.6,1.2,1.6,4.3,2.3,35.5,118.0,114.0,0,1,0,0,0,0,0,9,0,1,0,0
murrade01,2024,7.0,Dejounte Murray,27.0,ATL,SG,78.0,78.0,2783.0,11.6,25.2,0.459,3.5,9.5,0.363,8.1,15.7,0.518,0.528,3.6,4.5,0.794,1.1,6.1,7.2,8.7,1.9,0.4,3.5,2.4,30.2,114.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
edwaran01,2024,8.0,Anthony Edwards,22.0,MIN,SG,79.0,78.0,2770.0,12.8,27.8,0.461,3.4,9.5,0.357,9.4,18.3,0.515,0.522,7.5,9.0,0.836,0.9,6.7,7.7,7.2,1.8,0.7,4.3,2.5,36.6,112.0,110.0,0,1,8,0,0,0,0,7,0,1,0,0
jokicni01,2024,9.0,Nikola Jokić,28.0,DEN,C,79.0,79.0,2737.0,14.9,25.6,0.583,1.5,4.2,0.359,13.4,21.4,0.626,0.612,6.5,7.9,0.817,4.0,13.6,17.7,12.8,2.0,1.2,4.3,3.5,37.8,131.0,108.0,0,1,4,0,0,0,0,1,1,0,0,0
brunsja01,2024,10.0,Jalen Brunson,27.0,NYK,PG,77.0,77.0,2726.0,14.6,30.5,0.479,3.9,9.7,0.401,10.7,20.8,0.516,0.543,7.8,9.2,0.847,0.8,4.3,5.1,9.6,1.3,0.2,3.4,2.7,40.9,124.0,117.0,0,1,5,0,0,0,0,5,0,1,0,0
hartjo01,2024,11.0,Josh Hart,28.0,NYK,SF,81.0,42.0,2707.0,5.5,12.6,0.434,1.5,4.8,0.31,4.0,7.8,0.511,0.493,1.7,2.1,0.791,2.4,10.2,12.6,6.2,1.4,0.4,2.2,3.2,14.2,115.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
davisan02,2024,12.0,Anthony Davis,30.0,LAL,C,76.0,76.0,2700.0,12.6,22.6,0.556,0.5,1.9,0.271,12.0,20.7,0.582,0.567,7.4,9.1,0.816,4.2,12.7,16.9,4.7,1.6,3.1,2.8,3.1,33.0,124.0,109.0,0,1,0,1,0,4,0,0,0,1,0,0
vanvlfr01,2024,13.0,Fred VanVleet,29.0,HOU,PG,73.0,73.0,2684.0,7.6,18.4,0.416,4.1,10.6,0.387,3.5,7.8,0.454,0.527,3.6,4.1,0.86,0.6,4.4,5.0,10.6,1.8,1.1,2.3,3.3,22.9,123.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
foxde01,2024,14.0,De'Aaron Fox,26.0,SAC,PG,74.0,74.0,2659.0,13.2,28.3,0.465,3.9,10.6,0.369,9.2,17.7,0.522,0.534,5.7,7.7,0.738,1.2,5.0,6.2,7.6,2.7,0.6,3.5,3.5,35.9,113.0,114.0,0,0,12,0,0,0,0,0,0,0,0,0
siakapa01,2024,15.0,Pascal Siakam,29.0,2TM,PF,80.0,80.0,2657.0,12.2,22.8,0.536,1.5,4.4,0.346,10.7,18.4,0.581,0.569,5.2,7.1,0.732,2.5,7.7,10.2,6.1,1.1,0.4,2.5,3.5,31.2,121.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
siakapa01,2024,15.0,Pascal Siakam,29.0,TOR,PF,39.0,39.0,1354.0,11.6,22.2,0.522,1.6,5.2,0.317,10.0,17.0,0.584,0.559,6.0,8.0,0.758,1.9,6.8,8.8,6.8,1.1,0.4,3.0,3.1,30.8,119.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
siakapa01,2024,15.0,Pascal Siakam,29.0,IND,PF,41.0,41.0,1303.0,12.9,23.5,0.549,1.4,3.7,0.386,11.5,19.8,0.58,0.579,4.4,6.3,0.699,3.1,8.5,11.5,5.5,1.1,0.5,2.1,3.8,31.6,123.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
tatumja01,2024,16.0,Jayson Tatum,25.0,BOS,PF,74.0,74.0,2645.0,12.6,26.6,0.471,4.3,11.4,0.376,8.3,15.3,0.542,0.552,7.7,9.3,0.833,1.3,10.0,11.2,6.8,1.4,0.8,3.5,2.7,37.1,121.0,111.0,0,1,9,0,0,0,0,6,1,0,0,0
reaveau01,2024,17.0,Austin Reaves,25.0,LAL,SG,82.0,57.0,2629.0,8.3,17.0,0.486,2.8,7.6,0.367,5.5,9.4,0.583,0.568,4.2,4.9,0.853,1.0,5.3,6.4,8.1,1.2,0.5,3.1,2.8,23.5,119.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
maxeyty01,2024,18.0,Tyrese Maxey,23.0,PHI,PG,70.0,70.0,2626.0,12.0,26.6,0.45,4.0,10.7,0.373,8.0,15.9,0.501,0.524,6.1,7.1,0.868,0.7,4.2,4.8,8.1,1.3,0.6,2.2,2.8,34.0,121.0,117.0,0,1,0,0,0,0,1,0,0,0,0,0
doncilu01,2024,19.0,Luka Dončić,24.0,DAL,PG,70.0,70.0,2624.0,14.7,30.2,0.487,5.2,13.6,0.382,9.5,16.6,0.573,0.573,8.7,11.1,0.786,1.1,10.8,11.8,12.5,1.8,0.7,5.2,2.7,43.3,122.0,113.0,0,1,6,0,0,0,0,3,1,0,0,0
vucevni01,2024,20.0,Nikola Vučević,33.0,CHI,C,76.0,74.0,2610.0,11.2,23.1,0.484,1.8,6.0,0.294,9.4,17.2,0.55,0.522,2.0,2.5,0.822,4.0,11.3,15.3,4.9,1.0,1.1,2.3,3.6,26.2,114.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0
greenja05,2024,21.0,Jalen Green,21.0,HOU,SG,82.0,82.0,2601.0,10.5,24.8,0.423,3.7,11.3,0.332,6.8,13.6,0.498,0.498,5.3,6.6,0.804,0.8,7.1,7.9,5.4,1.2,0.5,3.6,2.1,30.0,107.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0
goberru01,2024,22.0,Rudy Gobert,31.0,MIN,C,76.0,76.0,2593.0,7.7,11.7,0.661,0.0,0.1,0.0,7.7,11.6,0.664,0.661,4.7,7.4,0.638,5.4,13.3,18.7,1.9,1.0,3.1,2.2,4.5,20.2,131.0,104.0,0,0,0,1,0,1,0,0,0,0,0,0
murrake02,2024,23.0,Keegan Murray,23.0,SAC,SF,77.0,77.0,2588.0,8.3,18.3,0.454,3.4,9.6,0.358,4.9,8.7,0.56,0.548,1.9,2.3,0.831,2.0,5.9,7.9,2.4,1.5,1.1,1.2,3.8,22.0,117.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
bridgmi02,2024,24.0,Miles Bridges,25.0,CHO,SF,69.0,67.0,2581.0,10.7,23.1,0.462,3.0,8.6,0.349,7.7,14.5,0.529,0.527,3.3,4.0,0.825,1.4,8.3,9.7,4.4,1.2,0.6,2.6,2.3,27.7,108.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
lillada01,2024,25.0,Damian Lillard,33.0,MIL,PG,73.0,73.0,2579.0,10.1,23.8,0.424,4.1,11.6,0.354,6.0,12.2,0.49,0.51,8.8,9.6,0.92,0.7,5.3,6.0,9.5,1.3,0.3,3.6,2.5,33.1,120.0,118.0,0,1,11,0,0,0,0,0,0,0,0,0
antetgi01,2024,26.0,Giannis Antetokounmpo,29.0,MIL,PF,73.0,73.0,2567.0,15.7,25.6,0.611,0.6,2.3,0.274,15.0,23.3,0.645,0.624,9.6,14.6,0.657,3.7,12.1,15.7,8.9,1.6,1.5,4.7,3.9,41.6,126.0,112.0,0,1,12,0,0,9,0,4,1,0,0,0
portemi01,2024,27.0,Michael Porter Jr.,25.0,DEN,SF,81.0,81.0,2565.0,10.1,20.9,0.484,4.3,10.7,0.397,5.8,10.1,0.575,0.586,1.8,2.1,0.836,2.0,8.9,10.9,2.4,0.8,1.0,1.8,2.9,26.2,117.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
gilgesh01,2024,28.0,Shai Gilgeous-Alexander,25.0,OKC,PG,75.0,75.0,2553.0,15.0,28.0,0.535,1.8,5.1,0.353,13.2,22.9,0.576,0.567,10.7,12.2,0.874,1.2,6.6,7.8,8.8,2.8,1.3,3.1,3.5,42.4,129.0,110.0,0,1,3,0,0,7,0,2,1,0,0,0
allengr01,2024,29.0,Grayson Allen,28.0,PHO,SG,75.0,74.0,2513.0,6.6,13.3,0.499,4.0,8.6,0.461,2.6,4.6,0.57,0.649,2.5,2.9,0.878,0.9,4.8,5.7,4.4,1.3,0.9,1.8,3.1,19.7,130.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
jamesle01,2024,30.0,LeBron James,39.0,LAL,PF,71.0,71.0,2504.0,13.0,24.1,0.54,2.8,6.9,0.41,10.2,17.2,0.592,0.599,5.8,7.7,0.75,1.2,8.7,9.8,11.2,1.7,0.7,4.7,1.5,34.6,120.0,114.0,0,1,10,0,0,0,0,0,0,0,1,0
georgpa01,2024,31.0,Paul George,33.0,LAC,PF,74.0,74.0,2502.0,11.5,24.4,0.471,4.8,11.6,0.413,6.7,12.8,0.523,0.569,5.2,5.7,0.907,0.7,6.9,7.7,5.2,2.2,0.7,3.0,4.0,33.0,119.0,114.0,0,1,0,0,0,0,0,0,0,0,0,0
schrode01,2024,32.0,Dennis Schröder,30.0,2TM,PG,80.0,58.0,2486.0,7.9,18.2,0.435,2.7,7.2,0.375,5.2,11.0,0.474,0.509,3.5,4.2,0.836,0.8,4.0,4.7,9.6,1.2,0.3,3.0,3.2,22.0,114.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0
schrode01,2024,32.0,Dennis Schröder,30.0,TOR,PG,51.0,33.0,1559.0,7.7,17.3,0.442,2.4,6.8,0.35,5.3,10.5,0.501,0.511,3.9,4.6,0.852,0.7,3.7,4.3,9.7,1.4,0.2,2.6,3.3,21.6,117.0,122.0,0,0,0,0,0,0,0,0,0,0,0,0
schrode01,2024,32.0,Dennis Schröder,30.0,BRK,PG,29.0,25.0,927.0,8.3,19.7,0.424,3.3,7.9,0.412,5.1,11.8,0.432,0.507,2.7,3.4,0.797,0.9,4.5,5.4,9.3,0.9,0.5,3.7,3.2,22.7,109.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
russeda01,2024,33.0,D'Angelo Russell,27.0,LAL,PG,76.0,69.0,2484.0,9.4,20.7,0.456,4.3,10.4,0.415,5.1,10.2,0.497,0.56,3.0,3.7,0.828,0.5,4.0,4.5,9.2,1.3,0.7,3.0,3.0,26.2,116.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
hardeja01,2024,34.0,James Harden,34.0,LAC,PG,72.0,72.0,2470.0,7.0,16.4,0.428,3.7,9.8,0.381,3.3,6.7,0.497,0.541,6.0,6.9,0.878,0.7,6.7,7.4,12.3,1.5,1.1,3.7,2.5,23.8,125.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
bookede01,2024,35.0,Devin Booker,27.0,PHO,PG,68.0,68.0,2447.0,12.8,26.0,0.492,3.0,8.3,0.364,9.8,17.7,0.552,0.55,8.1,9.1,0.886,1.1,5.0,6.1,9.4,1.2,0.6,3.6,4.1,36.7,124.0,117.0,0,1,0,0,0,0,0,0,0,0,1,0
allenja01,2024,36.0,Jarrett Allen,25.0,CLE,C,77.0,77.0,2442.0,10.5,16.6,0.634,0.0,0.1,0.0,10.5,16.4,0.638,0.634,4.7,6.4,0.742,4.9,11.5,16.4,4.2,1.1,1.6,2.4,3.0,25.7,131.0,110.0,0,0,0,0,0,10,0,0,0,0,0,0
smithja05,2024,37.0,Jabari Smith Jr.,20.0,HOU,PF,76.0,76.0,2424.0,7.6,16.7,0.454,2.8,7.6,0.363,4.8,9.1,0.53,0.537,3.0,3.7,0.811,2.8,9.5,12.3,2.4,1.0,1.2,1.8,4.0,20.9,116.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
curryst01,2024,38.0,Stephen Curry,35.0,GSW,PG,74.0,74.0,2421.0,13.0,28.9,0.45,7.1,17.5,0.408,5.9,11.4,0.515,0.573,6.0,6.5,0.923,0.7,5.9,6.6,7.6,1.1,0.6,4.2,2.3,39.1,119.0,117.0,0,1,1,0,0,0,0,0,0,0,1,0
adebaba01,2024,39.0,Bam Adebayo,26.0,MIA,C,71.0,71.0,2416.0,10.9,21.0,0.521,0.3,0.9,0.357,10.6,20.1,0.528,0.529,6.0,8.0,0.755,3.3,11.9,15.2,5.7,1.7,1.4,3.3,3.3,28.2,115.0,109.0,0,1,0,1,0,3,0,0,0,0,0,0
holmgch01,2024,40.0,Chet Holmgren,21.0,OKC,C,82.0,82.0,2413.0,10.1,19.0,0.53,2.6,7.0,0.37,7.5,12.0,0.623,0.598,4.3,5.5,0.793,2.6,10.3,12.9,4.0,1.1,3.8,2.6,3.9,27.0,122.0,108.0,0,0,0,0,0,0,0,0,0,0,0,2
lopezbr01,2024,41.0,Brook Lopez,35.0,MIL,C,79.0,79.0,2411.0,7.3,15.0,0.485,2.9,8.1,0.366,4.3,7.0,0.621,0.583,2.2,2.7,0.821,2.3,5.8,8.2,2.5,0.9,3.8,1.6,3.8,19.7,121.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
caldwke01,2024,42.0,Kentavious Caldwell-Pope,30.0,DEN,SG,76.0,76.0,2402.0,5.6,12.1,0.46,2.6,6.4,0.406,3.0,5.8,0.52,0.566,2.1,2.3,0.894,0.6,3.1,3.8,3.8,2.0,0.9,1.5,3.1,15.8,119.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0
bogdabo01,2024,43.0,Bogdan Bogdanović,31.0,ATL,SG,79.0,33.0,2401.0,9.4,22.0,0.428,4.8,12.8,0.374,4.6,9.2,0.503,0.537,3.0,3.3,0.921,1.1,4.4,5.4,4.9,1.9,0.5,2.2,3.6,26.6,116.0,120.0,5,0,0,0,0,0,0,0,0,0,0,0
millebr02,2024,44.0,Brandon Miller,21.0,CHO,SF,74.0,68.0,2383.0,9.9,22.4,0.44,3.8,10.2,0.373,6.0,12.2,0.495,0.524,3.0,3.6,0.827,1.2,5.3,6.5,3.6,1.4,0.9,2.7,3.8,26.5,105.0,121.0,0,0,0,0,0,0,0,0,0,0,0,3
barneha02,2024,45.0,Harrison Barnes,31.0,SAC,PF,82.0,82.0,2381.0,7.1,14.9,0.474,3.0,7.9,0.387,4.0,7.1,0.571,0.576,3.2,4.0,0.801,1.4,3.7,5.1,2.0,1.1,0.2,1.2,2.0,20.4,122.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
whitede01,2024,46.0,Derrick White,29.0,BOS,SG,73.0,73.0,2381.0,8.0,17.4,0.461,4.1,10.3,0.396,4.0,7.1,0.555,0.578,2.8,3.2,0.901,1.1,5.4,6.4,7.8,1.5,1.8,2.3,3.2,23.0,126.0,112.0,0,0,0,0,1,8,0,0,0,0,0,0
harrito02,2024,47.0,Tobias Harris,31.0,PHI,PF,70.0,70.0,2368.0,9.6,19.8,0.487,1.9,5.4,0.353,7.7,14.4,0.537,0.535,3.9,4.4,0.878,1.7,7.8,9.4,4.5,1.5,1.0,1.9,2.4,25.0,118.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
divindo01,2024,48.0,Donte DiVincenzo,27.0,NYK,SG,81.0,63.0,2360.0,9.5,21.5,0.443,6.0,15.1,0.401,3.5,6.4,0.542,0.584,1.8,2.4,0.754,1.3,5.0,6.3,4.6,2.3,0.8,2.4,3.5,26.9,120.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
poolejo01,2024,49.0,Jordan Poole,24.0,WAS,SG,78.0,66.0,2346.0,9.8,23.6,0.413,3.7,11.2,0.326,6.1,12.4,0.492,0.491,3.8,4.4,0.877,0.6,3.6,4.2,6.8,1.7,0.5,3.7,4.9,27.0,102.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0
brownja02,2024,50.0,Jaylen Brown,27.0,BOS,SF,70.0,70.0,2343.0,13.2,26.5,0.499,3.1,8.6,0.354,10.2,17.8,0.57,0.557,4.4,6.3,0.703,1.8,6.4,8.2,5.3,1.8,0.8,3.5,3.9,34.0,113.0,112.0,0,1,0,0,0,0,0,0,0,0,0,0
beaslma01,2024,51.0,Malik Beasley,27.0,MIL,SG,79.0,77.0,2337.0,6.6,14.8,0.443,4.6,11.1,0.413,2.0,3.7,0.533,0.598,0.5,0.7,0.714,0.8,5.1,6.0,2.2,1.2,0.2,1.1,3.2,18.3,117.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
wagnefr01,2024,52.0,Franz Wagner,22.0,ORL,SF,72.0,72.0,2337.0,11.2,23.2,0.482,2.0,7.1,0.281,9.2,16.1,0.57,0.525,5.7,6.8,0.85,1.5,6.5,8.1,5.7,1.6,0.6,2.9,3.6,30.1,116.0,112.0,0,0,0,0,0,0,0,0,0,0,0,0
leonaka01,2024,53.0,Kawhi Leonard,32.0,LAC,SF,68.0,68.0,2330.0,12.9,24.6,0.525,3.0,7.1,0.417,10.0,17.5,0.569,0.585,5.4,6.1,0.885,1.8,7.0,8.8,5.2,2.4,1.3,2.5,2.1,34.2,124.0,114.0,0,1,0,0,0,0,0,0,0,1,0,0
joneshe01,2024,54.0,Herbert Jones,25.0,NOP,SF,76.0,76.0,2321.0,6.2,12.4,0.498,2.4,5.8,0.418,3.8,6.7,0.568,0.595,2.9,3.3,0.867,1.6,4.2,5.7,4.2,2.2,1.3,2.0,4.7,17.7,124.0,113.0,0,0,0,1,0,5,0,0,0,0,0,0
gordoaa01,2024,55.0,Aaron Gordon,28.0,DEN,PF,73.0,73.0,2297.0,8.6,15.5,0.556,0.9,3.0,0.29,7.7,12.5,0.619,0.584,3.8,5.8,0.658,3.8,6.4,10.2,5.6,1.2,1.0,2.3,3.1,21.9,125.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
thompkl01,2024,56.0,Klay Thompson,33.0,GSW,SF,77.0,63.0,2284.0,10.4,24.0,0.432,5.7,14.7,0.387,4.7,9.3,0.503,0.551,2.7,2.9,0.927,0.7,4.6,5.4,3.7,1.1,0.7,2.5,2.7,29.1,113.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
kuzmaky01,2024,57.0,Kyle Kuzma,28.0,WAS,PF,70.0,70.0,2281.0,12.5,26.9,0.463,3.1,9.2,0.336,9.4,17.7,0.53,0.521,3.8,4.9,0.775,1.3,8.2,9.5,6.1,0.8,1.0,3.9,3.1,31.8,103.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0
holidjr01,2024,58.0,Jrue Holiday,33.0,BOS,PG,69.0,69.0,2263.0,7.2,15.0,0.48,3.0,7.0,0.429,4.2,8.0,0.526,0.581,1.3,1.6,0.833,1.8,6.3,8.1,7.3,1.3,1.2,2.7,2.4,18.8,121.0,113.0,0,0,0,0,1,6,0,0,0,0,0,0
avdijde01,2024,59.0,Deni Avdija,23.0,WAS,SF,75.0,75.0,2257.0,8.4,16.6,0.506,1.8,4.9,0.374,6.6,11.8,0.56,0.56,4.2,5.7,0.74,1.7,9.4,11.2,5.9,1.2,0.7,3.3,3.8,22.8,112.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
vassede01,2024,60.0,Devin Vassell,23.0,SAS,SG,68.0,62.0,2248.0,10.5,22.3,0.472,3.5,9.4,0.372,7.0,12.9,0.544,0.55,3.4,4.2,0.801,0.6,4.9,5.5,5.8,1.5,0.5,2.3,1.6,27.9,113.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
dortlu01,2024,61.0,Luguentz Dort,24.0,OKC,SF,79.0,79.0,2246.0,6.2,14.1,0.438,3.3,8.5,0.394,2.8,5.6,0.506,0.557,2.7,3.3,0.826,1.6,4.5,6.1,2.4,1.5,1.0,1.6,4.9,18.4,117.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
strusma01,2024,62.0,Max Strus,27.0,CLE,SF,70.0,70.0,2239.0,6.7,16.1,0.418,3.7,10.6,0.351,3.0,5.5,0.546,0.533,1.7,2.1,0.794,1.5,6.0,7.5,6.2,1.4,0.6,2.5,3.8,18.8,112.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
brookdi01,2024,63.0,Dillon Brooks,28.0,HOU,SF,72.0,72.0,2227.0,7.2,16.7,0.428,2.9,8.1,0.359,4.3,8.7,0.492,0.515,2.7,3.2,0.844,1.2,4.2,5.4,2.6,1.4,0.2,1.9,5.2,19.9,109.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
halibty01,2024,64.0,Tyrese Haliburton,23.0,IND,PG,69.0,68.0,2224.0,10.6,22.2,0.477,4.1,11.3,0.364,6.5,10.9,0.595,0.57,4.1,4.8,0.855,0.7,5.0,5.7,16.0,1.8,1.0,3.4,1.6,29.5,129.0,119.0,0,1,0,0,0,0,0,0,0,0,1,0
willija06,2024,65.0,Jalen Williams,22.0,OKC,PF,71.0,71.0,2223.0,11.6,21.5,0.54,2.2,5.2,0.427,9.4,16.3,0.576,0.592,3.9,4.8,0.814,0.8,5.3,6.1,7.0,1.7,1.0,2.7,3.8,29.3,122.0,114.0,0,0,12,0,0,0,0,0,0,0,0,0
washipj01,2024,66.0,P.J. Washington,25.0,2TM,PF,73.0,45.0,2221.0,7.8,17.8,0.436,2.9,9.1,0.32,4.9,8.7,0.558,0.518,2.2,3.2,0.683,1.9,7.2,9.0,3.1,1.6,1.3,2.1,3.7,20.6,106.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
washipj01,2024,66.0,P.J. Washington,25.0,CHO,PF,44.0,17.0,1286.0,8.7,19.5,0.446,3.0,9.4,0.324,5.7,10.2,0.558,0.524,2.6,3.6,0.713,2.0,6.9,8.9,3.7,1.5,1.2,2.5,4.3,23.0,106.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
washipj01,2024,66.0,P.J. Washington,25.0,DAL,PF,29.0,28.0,935.0,6.5,15.5,0.421,2.7,8.7,0.314,3.8,6.8,0.556,0.508,1.6,2.6,0.627,1.6,7.5,9.2,2.3,1.7,1.4,1.5,2.9,17.4,106.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
iveyja01,2024,67.0,Jaden Ivey,21.0,DET,SG,77.0,61.0,2217.0,9.0,21.1,0.429,2.7,8.0,0.336,6.4,13.1,0.485,0.492,4.9,6.6,0.749,1.9,3.9,5.7,6.4,1.2,0.9,4.1,4.4,25.7,104.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0
dosunay01,2024,68.0,Ayo Dosunmu,24.0,CHI,SG,76.0,37.0,2212.0,8.1,16.2,0.501,2.7,6.6,0.403,5.4,9.6,0.568,0.583,1.9,2.4,0.81,1.2,3.7,4.9,5.5,1.5,0.8,2.3,3.7,20.8,118.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
willizi01,2024,69.0,Zion Williamson,23.0,NOP,PF,70.0,70.0,2207.0,13.9,24.3,0.57,0.1,0.4,0.333,13.7,23.9,0.574,0.573,7.7,11.0,0.702,2.7,6.3,9.0,7.8,1.7,1.0,4.3,3.5,35.6,119.0,113.0,0,0,0,0,0,0,0,0,0,0,0,0
conlemi01,2024,70.0,Mike Conley,36.0,MIN,PG,76.0,76.0,2193.0,6.6,14.5,0.457,4.0,9.1,0.442,2.6,5.4,0.481,0.595,2.3,2.5,0.911,0.8,4.1,4.9,10.1,2.0,0.4,2.3,2.9,19.6,129.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0
sochaje01,2024,71.0,Jeremy Sochan,20.0,SAS,PF,74.0,73.0,2193.0,7.4,16.8,0.438,1.5,4.9,0.308,5.8,11.9,0.492,0.483,2.4,3.1,0.771,3.0,7.3,10.3,5.4,1.3,0.9,3.0,3.6,18.6,104.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0
hieldbu01,2024,72.0,Buddy Hield,31.0,2TM,SF,84.0,42.0,2160.0,8.2,18.9,0.436,4.9,12.6,0.386,3.4,6.3,0.539,0.565,1.2,1.3,0.881,1.4,4.6,6.0,5.2,1.6,0.9,2.3,3.8,22.5,114.0,118.0,0,0,0,0,0,0,0,0,0,0,0,0
hieldbu01,2024,72.0,Buddy Hield,31.0,IND,SF,52.0,28.0,1336.0,8.1,18.3,0.443,4.8,12.6,0.384,3.2,5.6,0.575,0.575,1.0,1.2,0.848,1.2,4.7,5.9,4.9,1.5,1.1,2.2,3.6,22.0,115.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
hieldbu01,2024,72.0,Buddy Hield,31.0,PHI,SG,32.0,14.0,824.0,8.5,19.9,0.426,4.9,12.6,0.389,3.6,7.3,0.492,0.55,1.4,1.6,0.923,1.6,4.5,6.1,5.8,1.6,0.7,2.4,3.9,23.3,114.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0
mccolcj01,2024,73.0,CJ McCollum,32.0,NOP,PG,66.0,66.0,2159.0,11.0,24.0,0.459,5.4,12.6,0.429,5.6,11.3,0.492,0.572,2.6,3.2,0.827,0.9,5.6,6.5,6.9,1.4,0.9,2.5,2.9,30.0,118.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0
dinwisp01,2024,74.0,Spencer Dinwiddie,30.0,2TM,PG,76.0,52.0,2152.0,5.7,14.5,0.392,2.8,8.4,0.337,2.9,6.2,0.467,0.489,3.8,4.8,0.805,0.7,4.0,4.7,8.1,1.2,0.5,2.1,3.1,18.1,117.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
dinwisp01,2024,74.0,Spencer Dinwiddie,30.0,BRK,PG,48.0,48.0,1474.0,6.6,16.8,0.391,3.0,9.3,0.32,3.6,7.4,0.48,0.48,4.2,5.4,0.781,0.9,4.4,5.3,9.7,1.3,0.3,2.1,2.9,20.3,118.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0
