player_id,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
wembavi01,82.0,Victor Wembanyama,20.0,SAS,C,71.0,71.0,2106.0,12.4,26.7,0.465,2.9,8.9,0.325,9.5,17.9,0.534,0.519,6.6,8.3,0.796,3.6,13.4,17.0,6.2,2.0,5.7,5.9,3.4,34.3,104.0,106.0,"ROY-1,DPOY-2,DEF1"
mcdanja02,83.0,Jaden McDaniels,23.0,MIN,SF,72.0,71.0,2105.0,7.2,14.7,0.489,2.0,6.0,0.337,5.2,8.8,0.592,0.557,1.3,1.9,0.722,1.3,3.9,5.3,2.4,1.5,1.0,2.0,5.1,17.8,108.0,112.0,DEF2
ingrabr01,84.0,Brandon Ingram,26.0,NOP,SF,64.0,64.0,2103.0,11.7,23.7,0.492,2.0,5.6,0.355,9.7,18.1,0.534,0.534,5.7,7.2,0.801,1.0,6.6,7.6,8.5,1.2,0.9,3.8,3.4,31.1,115.0,114.0,
barnesc01,85.0,Scottie Barnes,22.0,TOR,SG,60.0,60.0,2094.0,10.3,21.7,0.475,2.3,6.8,0.341,8.0,14.9,0.536,0.528,4.5,5.8,0.781,3.3,8.1,11.4,8.4,1.7,2.0,3.8,2.7,27.5,114.0,116.0,AS
nurkiju01,86.0,Jusuf Nurkić,29.0,PHO,C,76.0,76.0,2078.0,7.5,14.7,0.51,0.5,2.1,0.244,7.0,12.6,0.555,0.528,3.9,6.1,0.64,5.3,14.4,19.7,7.1,1.9,1.9,4.1,6.0,19.5,114.0,108.0,
turnemy01,87.0,Myles Turner,27.0,IND,C,77.0,77.0,2076.0,10.8,20.7,0.524,2.6,7.4,0.358,8.2,13.3,0.615,0.587,5.6,7.2,0.773,2.6,9.5,12.1,2.3,0.9,3.3,2.5,5.3,29.8,120.0,115.0,
sextoco01,88.0,Collin Sexton,25.0,UTA,SG,78.0,51.0,2075.0,11.8,24.1,0.487,3.0,7.6,0.394,8.8,16.6,0.53,0.549,7.4,8.6,0.859,1.7,3.1,4.8,8.9,1.4,0.4,3.8,3.6,33.9,122.0,123.0,
thomaca02,89.0,Cam Thomas,22.0,BRK,SG,66.0,51.0,2075.0,12.6,28.4,0.442,3.4,9.5,0.364,9.1,19.0,0.481,0.503,6.8,8.0,0.856,0.7,4.4,5.1,4.6,1.1,0.4,3.0,3.3,35.4,110.0,119.0,
cunnica01,90.0,Cade Cunningham,22.0,DET,PG,62.0,62.0,2074.0,12.2,27.1,0.449,2.8,7.8,0.355,9.4,19.3,0.487,0.5,5.5,6.4,0.869,0.8,5.5,6.2,10.8,1.3,0.5,4.9,3.5,32.6,108.0,120.0,
kispeco01,91.0,Corey Kispert,24.0,WAS,SF,80.0,22.0,2067.0,8.7,18.0,0.486,4.2,10.9,0.383,4.6,7.1,0.643,0.602,2.6,3.6,0.726,0.7,4.4,5.1,3.5,0.9,0.4,2.2,3.2,24.2,114.0,123.0,
beysa01,92.0,Saddiq Bey,24.0,ATL,SF,63.0,51.0,2062.0,6.7,16.2,0.416,2.6,8.3,0.316,4.1,7.9,0.522,0.497,4.0,4.7,0.837,3.9,5.7,9.6,2.1,1.2,0.3,1.3,2.0,20.1,120.0,121.0,
oubreke01,93.0,Kelly Oubre Jr.,28.0,PHI,SF,68.0,52.0,2055.0,9.3,21.0,0.441,2.4,7.8,0.311,6.8,13.2,0.517,0.498,4.2,5.6,0.75,2.3,5.9,8.2,2.4,1.8,1.1,2.1,4.6,25.1,109.0,114.0,
sengual01,94.0,Alperen Şengün,21.0,HOU,C,63.0,63.0,2046.0,12.5,23.3,0.537,0.8,2.6,0.297,11.7,20.6,0.567,0.553,5.8,8.3,0.693,4.3,9.6,14.0,7.4,1.8,1.1,3.8,5.0,31.6,118.0,111.0,
butleji01,95.0,Jimmy Butler,34.0,MIA,PF,60.0,60.0,2042.0,9.7,19.4,0.499,1.5,3.5,0.414,8.2,15.8,0.519,0.537,9.6,11.2,0.858,2.6,5.2,7.8,7.3,1.9,0.4,2.5,1.7,30.4,129.0,113.0,
carusal01,96.0,Alex Caruso,29.0,CHI,SG,71.0,57.0,2040.0,6.2,13.2,0.468,3.3,8.1,0.408,2.9,5.1,0.563,0.593,1.8,2.3,0.76,1.5,5.2,6.7,6.0,2.9,1.7,2.5,4.4,17.5,119.0,113.0,"DPOY-10,DEF2"
roziete01,97.0,Terry Rozier,29.0,2TM,SG,61.0,60.0,2040.0,10.7,24.3,0.443,3.6,10.0,0.363,7.1,14.3,0.498,0.518,4.2,4.8,0.869,0.9,5.2,6.0,8.3,1.5,0.5,2.6,2.5,29.3,114.0,118.0,
roziete01,97.0,Terry Rozier,29.0,CHO,SG,30.0,30.0,1065.0,11.7,25.4,0.459,3.8,10.8,0.358,7.8,14.7,0.533,0.535,5.1,6.0,0.845,0.8,4.6,5.4,9.2,1.5,0.6,3.0,2.4,32.3,116.0,121.0,
roziete01,97.0,Terry Rozier,29.0,MIA,PG,31.0,30.0,975.0,9.7,23.0,0.423,3.4,9.1,0.371,6.3,13.9,0.458,0.497,3.2,3.5,0.913,0.9,5.7,6.7,7.4,1.6,0.5,2.1,2.5,26.0,111.0,113.0,
johnske04,98.0,Keldon Johnson,24.0,SAS,SF,69.0,27.0,2038.0,9.1,20.1,0.454,3.0,8.5,0.346,6.1,11.5,0.533,0.527,4.1,5.1,0.792,2.2,6.6,8.8,4.5,1.2,0.5,2.3,3.5,25.2,112.0,118.0,
irvinky01,99.0,Kyrie Irving,31.0,DAL,SG,58.0,58.0,2030.0,13.3,26.7,0.497,4.1,9.9,0.411,9.2,16.8,0.548,0.573,4.5,5.0,0.905,1.0,5.8,6.9,7.1,1.7,0.7,2.5,2.6,35.1,122.0,116.0,CPOY-7
townska01,100.0,Karl-Anthony Towns,28.0,MIN,PF,62.0,62.0,2026.0,11.7,23.2,0.504,3.3,8.0,0.416,8.4,15.2,0.55,0.575,6.2,7.1,0.873,2.3,10.3,12.6,4.6,1.0,1.0,4.3,5.0,32.9,115.0,109.0,AS
suggsja01,101.0,Jalen Suggs,22.0,ORL,SG,75.0,75.0,2025.0,8.2,17.5,0.471,3.7,9.4,0.397,4.5,8.0,0.556,0.578,2.9,3.8,0.756,1.2,4.4,5.6,5.0,2.6,1.1,3.2,5.0,23.1,113.0,110.0,"DPOY-10,DEF2"
georgke01,102.0,Keyonte George,20.0,UTA,PG,75.0,44.0,2023.0,7.6,19.4,0.391,3.5,10.5,0.334,4.1,8.9,0.459,0.482,4.5,5.3,0.848,0.4,4.7,5.0,7.9,0.9,0.2,4.5,2.2,23.2,104.0,124.0,
giddejo01,103.0,Josh Giddey,21.0,OKC,SG,80.0,80.0,2011.0,9.6,20.3,0.475,2.0,5.8,0.337,7.7,14.4,0.53,0.523,2.4,3.0,0.806,2.7,9.6,12.3,9.2,1.2,1.1,4.0,2.7,23.6,111.0,112.0,
portibo01,104.0,Bobby Portis,28.0,MIL,PF,82.0,4.0,2008.0,11.2,22.0,0.508,2.4,5.9,0.407,8.8,16.1,0.545,0.562,2.3,3.0,0.79,3.4,11.1,14.5,2.5,1.6,0.8,2.2,4.5,27.0,115.0,113.0,6MOY-3
nesmiaa01,105.0,Aaron Nesmith,24.0,IND,SF,72.0,47.0,1995.0,7.4,15.0,0.496,3.3,7.9,0.419,4.1,7.1,0.581,0.606,2.5,3.2,0.781,1.5,5.0,6.5,2.6,1.5,1.2,1.5,5.7,20.7,123.0,119.0,
trentga02,106.0,Gary Trent Jr.,25.0,TOR,SG,71.0,41.0,1994.0,8.7,20.5,0.426,4.3,11.0,0.393,4.4,9.5,0.464,0.531,1.8,2.3,0.771,0.6,3.9,4.6,2.9,1.9,0.2,1.1,2.3,23.6,110.0,121.0,
powelno01,107.0,Norman Powell,30.0,LAC,SG,76.0,3.0,1990.0,9.3,19.1,0.486,4.1,9.5,0.435,5.1,9.5,0.536,0.594,3.5,4.3,0.831,0.4,4.4,4.8,2.0,1.1,0.5,1.6,3.4,26.2,120.0,119.0,6MOY-4
quickim01,108.0,Immanuel Quickley,24.0,2TM,SG,68.0,38.0,1985.0,9.6,22.1,0.434,4.2,10.7,0.395,5.4,11.4,0.471,0.53,5.2,6.1,0.853,0.4,6.0,6.4,8.2,1.2,0.2,2.5,2.9,28.6,119.0,119.0,
quickim01,108.0,Immanuel Quickley,24.0,NYK,SG,30.0,0.0,720.0,10.6,23.5,0.454,4.5,11.3,0.395,6.2,12.1,0.509,0.549,5.7,6.6,0.872,0.4,5.0,5.4,5.2,1.1,0.2,2.2,3.1,31.5,123.0,117.0,
quickim01,108.0,Immanuel Quickley,24.0,TOR,PG,38.0,38.0,1265.0,9.0,21.3,0.422,4.1,10.3,0.395,4.9,11.0,0.448,0.518,4.8,5.8,0.841,0.5,6.5,6.9,9.8,1.3,0.3,2.7,2.9,27.0,117.0,120.0,
podzibr01,109.0,Brandin Podziemski,20.0,GSW,SG,74.0,28.0,1968.0,6.7,14.7,0.454,2.2,5.8,0.385,4.5,8.9,0.499,0.529,1.2,1.9,0.633,2.9,7.6,10.5,6.7,1.5,0.3,2.2,3.0,16.8,118.0,115.0,ROY-5
reidna01,110.0,Naz Reid,24.0,MIN,PF,81.0,14.0,1964.0,10.2,21.4,0.477,4.3,10.3,0.414,6.0,11.1,0.535,0.576,2.7,3.7,0.736,1.8,8.8,10.6,2.7,1.6,1.8,2.8,4.3,27.4,111.0,107.0,6MOY-1
leverca01,111.0,Caris LeVert,29.0,CLE,SG,68.0,10.0,1958.0,8.7,20.7,0.421,2.7,8.4,0.325,6.0,12.3,0.486,0.487,3.9,5.1,0.766,1.0,6.1,7.1,8.7,1.9,0.9,3.0,3.1,24.0,110.0,113.0,
onealro01,112.0,Royce O'Neale,30.0,2TM,SF,79.0,14.0,1954.0,5.4,13.6,0.397,3.9,10.6,0.37,1.5,2.9,0.496,0.542,0.6,0.9,0.686,1.5,8.0,9.5,5.5,1.5,1.1,1.8,4.4,15.3,115.0,115.0,
onealro01,112.0,Royce O'Neale,30.0,BRK,SF,49.0,6.0,1202.0,5.2,13.4,0.388,4.0,10.9,0.366,1.2,2.5,0.483,0.537,0.6,0.9,0.682,1.6,7.5,9.1,5.6,1.3,1.2,2.1,4.9,15.0,112.0,116.0,
onealro01,112.0,Royce O'Neale,30.0,PHO,SF,30.0,8.0,752.0,5.7,13.9,0.411,3.8,10.2,0.376,1.9,3.7,0.509,0.549,0.6,0.8,0.692,1.4,8.7,10.1,5.3,1.8,1.0,1.4,3.5,15.8,119.0,113.0,
kuminjo01,113.0,Jonathan Kuminga,21.0,GSW,PF,74.0,46.0,1949.0,11.3,21.4,0.529,1.3,4.1,0.321,10.0,17.3,0.578,0.56,5.5,7.4,0.746,2.3,6.5,8.8,4.0,1.4,0.9,3.0,4.2,29.5,117.0,116.0,
mitchdo01,114.0,Donovan Mitchell,27.0,CLE,SG,55.0,55.0,1942.0,12.8,27.7,0.462,4.6,12.6,0.368,8.2,15.1,0.539,0.545,7.0,8.1,0.865,1.2,6.0,7.1,8.5,2.6,0.8,3.9,3.0,37.2,117.0,111.0,AS
youngtr01,115.0,Trae Young,25.0,ATL,PG,54.0,54.0,1942.0,10.7,24.9,0.43,4.3,11.6,0.373,6.4,13.3,0.479,0.516,8.6,10.1,0.855,0.6,3.1,3.7,14.4,1.8,0.3,5.8,2.7,34.3,117.0,122.0,AS
finnedo01,116.0,Dorian Finney-Smith,30.0,BRK,PF,68.0,56.0,1934.0,5.5,13.1,0.421,3.0,8.6,0.348,2.5,4.5,0.56,0.535,0.8,1.2,0.717,2.8,5.3,8.1,2.7,1.4,1.0,1.5,3.8,14.9,113.0,117.0,
jonesty01,117.0,Tyus Jones,27.0,WAS,PG,66.0,66.0,1933.0,7.9,16.1,0.489,2.6,6.2,0.414,5.3,9.9,0.537,0.569,0.8,1.0,0.8,0.5,3.8,4.3,11.7,1.7,0.4,1.6,1.2,19.1,126.0,121.0,
valanjo01,118.0,Jonas Valančiūnas,31.0,NOP,C,82.0,82.0,1925.0,10.2,18.3,0.559,0.9,3.1,0.308,9.3,15.3,0.609,0.585,4.1,5.2,0.785,4.7,13.6,18.4,4.4,0.8,1.7,2.8,5.6,25.5,123.0,110.0,
alexani01,119.0,Nickeil Alexander-Walker,25.0,MIN,SG,82.0,20.0,1921.0,6.1,13.8,0.439,3.4,8.6,0.391,2.7,5.2,0.517,0.56,1.3,1.7,0.8,0.9,3.4,4.3,5.2,1.6,1.1,2.0,3.7,16.9,115.0,111.0,
wiggian01,120.0,Andrew Wiggins,28.0,GSW,SF,71.0,59.0,1920.0,8.9,19.7,0.453,2.3,6.4,0.358,6.6,13.3,0.498,0.511,3.6,4.8,0.751,2.7,5.4,8.1,3.0,1.1,1.0,2.2,3.7,23.7,112.0,117.0,
robindu01,121.0,Duncan Robinson,29.0,MIA,SF,68.0,36.0,1905.0,8.0,17.7,0.45,4.9,12.4,0.395,3.1,5.3,0.579,0.589,2.1,2.4,0.889,0.4,4.1,4.5,5.0,1.2,0.4,2.5,4.3,22.9,114.0,115.0,
collijo01,122.0,John Collins,26.0,UTA,PF,68.0,66.0,1901.0,10.1,18.9,0.532,2.2,5.9,0.371,7.9,13.0,0.605,0.59,3.7,4.7,0.795,4.0,10.6,14.6,2.0,1.0,1.5,2.5,4.8,26.1,121.0,118.0,
garlada01,123.0,Darius Garland,24.0,CLE,PG,57.0,57.0,1901.0,9.7,21.9,0.446,3.4,9.3,0.371,6.3,12.6,0.501,0.524,3.8,4.5,0.834,0.8,3.2,4.0,9.7,1.9,0.2,4.6,2.5,26.7,108.0,115.0,
harteis01,124.0,Isaiah Hartenstein,25.0,NYK,C,75.0,49.0,1896.0,6.2,9.7,0.644,0.0,0.1,0.333,6.2,9.6,0.646,0.645,3.0,4.2,0.707,6.5,10.2,16.6,5.0,2.3,2.3,2.5,5.6,15.5,136.0,108.0,
gordoer01,125.0,Eric Gordon,35.0,PHO,SG,68.0,24.0,1893.0,7.1,15.9,0.443,3.9,10.2,0.378,3.2,5.7,0.561,0.565,1.3,1.7,0.797,0.4,2.7,3.1,3.6,1.7,0.8,1.9,2.0,19.3,112.0,117.0,
johnsja05,126.0,Jalen Johnson,22.0,ATL,SF,56.0,52.0,1889.0,9.1,17.8,0.511,1.8,5.1,0.355,7.3,12.7,0.574,0.562,2.7,3.7,0.728,1.9,10.5,12.4,5.2,1.7,1.2,2.6,3.4,22.7,117.0,116.0,
okorois01,127.0,Isaac Okoro,23.0,CLE,SF,69.0,42.0,1887.0,6.2,12.6,0.49,2.2,5.6,0.391,4.0,6.9,0.57,0.577,2.4,3.6,0.679,1.8,3.6,5.4,3.5,1.5,0.9,1.4,3.7,16.9,121.0,115.0,
capelca01,128.0,Clint Capela,29.0,ATL,C,73.0,73.0,1883.0,9.0,15.7,0.571,0.0,0.0,0.0,9.0,15.7,0.572,0.571,3.3,5.2,0.631,8.5,11.2,19.8,2.3,1.1,2.7,1.9,4.2,21.3,128.0,115.0,
mannte01,129.0,Terance Mann,27.0,LAC,SG,75.0,71.0,1873.0,6.7,13.0,0.515,1.9,5.4,0.348,4.8,7.6,0.633,0.587,2.1,2.5,0.832,2.3,4.4,6.7,3.1,1.1,0.4,1.3,3.8,17.3,127.0,119.0,
monkma01,130.0,Malik Monk,25.0,SAC,SG,72.0,0.0,1872.0,10.3,23.2,0.443,3.8,11.0,0.35,6.4,12.2,0.528,0.526,4.4,5.3,0.829,0.7,4.8,5.5,9.6,1.2,1.0,3.9,4.0,28.8,113.0,117.0,"CPOY-12,6MOY-2"
brownbr01,131.0,Bruce Brown,27.0,2TM,SG,67.0,44.0,1866.0,7.1,14.9,0.478,1.4,4.2,0.323,5.8,10.7,0.538,0.523,3.0,3.6,0.824,1.4,5.9,7.3,4.9,1.5,0.4,2.2,3.8,18.6,113.0,120.0,
brownbr01,131.0,Bruce Brown,27.0,IND,SG,33.0,33.0,981.0,7.2,15.1,0.475,1.6,4.9,0.327,5.6,10.2,0.545,0.527,3.2,3.9,0.817,1.2,6.2,7.4,4.8,1.7,0.4,2.0,3.9,19.1,116.0,119.0,
brownbr01,131.0,Bruce Brown,27.0,TOR,PG,34.0,11.0,885.0,7.0,14.6,0.481,1.1,3.4,0.317,5.9,11.2,0.532,0.519,2.7,3.3,0.833,1.5,5.6,7.1,5.0,1.3,0.5,2.5,3.7,17.9,110.0,121.0,
murraja01,132.0,Jamal Murray,26.0,DEN,PG,59.0,59.0,1861.0,12.6,26.3,0.481,3.9,9.1,0.425,8.8,17.2,0.51,0.554,4.2,4.9,0.853,1.1,5.3,6.4,10.2,1.5,1.0,3.3,2.8,33.3,119.0,114.0,
barrerj01,133.0,RJ Barrett,23.0,2TM,SG,58.0,58.0,1838.0,11.7,23.5,0.495,2.4,6.7,0.36,9.3,16.8,0.549,0.547,5.6,7.8,0.715,1.4,7.0,8.4,5.2,0.8,0.6,3.4,3.5,31.3,112.0,119.0,
barrerj01,133.0,RJ Barrett,23.0,NYK,SG,26.0,26.0,766.0,10.8,25.5,0.423,2.8,8.6,0.331,8.0,17.0,0.469,0.478,6.8,8.2,0.831,1.3,6.1,7.3,4.1,0.8,0.6,3.1,3.0,31.2,110.0,116.0,
barrerj01,133.0,RJ Barrett,23.0,TOR,SG,32.0,32.0,1072.0,12.3,22.2,0.553,2.1,5.4,0.392,10.1,16.8,0.605,0.601,4.7,7.5,0.629,1.5,7.7,9.2,5.9,0.9,0.6,3.6,3.8,31.4,114.0,120.0,
niangge01,134.0,Georges Niang,30.0,CLE,PF,82.0,10.0,1831.0,7.7,17.1,0.449,4.0,10.7,0.376,3.6,6.4,0.572,0.567,1.4,1.6,0.85,0.6,6.9,7.5,2.6,0.8,0.5,1.9,5.2,20.7,109.0,115.0,
grantje01,135.0,Jerami Grant,29.0,POR,PF,54.0,54.0,1830.0,10.3,22.9,0.451,3.0,7.4,0.402,7.3,15.5,0.474,0.516,6.9,8.4,0.817,1.0,4.2,5.2,4.1,1.2,0.9,3.1,3.2,30.5,113.0,120.0,
hachiru01,136.0,Rui Hachimura,25.0,LAL,PF,68.0,39.0,1826.0,9.5,17.6,0.537,2.6,6.0,0.422,6.9,11.6,0.597,0.609,2.6,3.5,0.739,1.5,6.1,7.7,2.1,1.1,0.7,1.2,2.6,24.0,121.0,117.0,
pritcpa01,137.0,Payton Pritchard,26.0,BOS,PG,82.0,5.0,1825.0,8.0,17.2,0.468,4.0,10.3,0.385,4.1,6.8,0.593,0.583,1.2,1.5,0.821,1.9,5.3,7.2,7.6,1.1,0.2,1.7,2.9,21.3,129.0,115.0,
markkla01,138.0,Lauri Markkanen,26.0,UTA,PF,55.0,55.0,1820.0,11.3,23.6,0.48,4.6,11.6,0.399,6.7,12.0,0.559,0.578,6.6,7.3,0.899,3.2,8.7,11.9,2.9,1.3,0.7,2.0,2.7,33.9,128.0,120.0,
jacksre01,139.0,Reggie Jackson,33.0,DEN,PG,82.0,23.0,1817.0,8.9,20.6,0.431,2.8,7.7,0.359,6.1,12.9,0.475,0.499,2.2,2.7,0.806,0.9,3.3,4.2,8.4,1.2,0.4,2.9,4.1,22.7,109.0,117.0,
anthoco01,140.0,Cole Anthony,23.0,ORL,PG,81.0,0.0,1817.0,9.0,20.8,0.435,2.5,7.5,0.338,6.5,13.3,0.49,0.496,4.9,5.9,0.826,1.7,6.7,8.5,6.4,1.7,1.0,3.4,4.8,25.5,110.0,111.0,
gaffoda01,141.0,Daniel Gafford,25.0,2TM,C,74.0,66.0,1815.0,9.0,12.5,0.725,0.0,0.0,,9.0,12.5,0.725,0.725,3.1,4.5,0.674,5.1,9.5,14.6,3.0,1.7,4.0,1.9,5.9,21.2,140.0,112.0,
gaffoda01,141.0,Daniel Gafford,25.0,WAS,C,45.0,45.0,1192.0,8.0,11.5,0.69,0.0,0.0,,8.0,11.5,0.69,0.69,3.3,4.7,0.706,5.1,9.0,14.2,2.7,1.7,3.8,1.8,5.8,19.2,137.0,114.0,
gaffoda01,141.0,Daniel Gafford,25.0,DAL,PF,29.0,21.0,623.0,11.2,14.3,0.78,0.0,0.0,,11.2,14.3,0.78,0.78,2.6,4.3,0.607,4.9,10.6,15.5,3.5,1.6,4.3,2.2,6.2,25.0,145.0,109.0,
zubaciv01,142.0,Ivica Zubac,26.0,LAC,C,68.0,68.0,1794.0,9.3,14.3,0.649,0.0,0.0,,9.3,14.3,0.649,0.649,3.3,4.6,0.723,5.4,11.8,17.2,2.6,0.6,2.3,2.2,5.0,21.9,132.0,113.0,
aytonde01,143.0,Deandre Ayton,25.0,POR,C,55.0,55.0,1784.0,11.8,20.7,0.57,0.0,0.3,0.1,11.8,20.5,0.576,0.571,1.8,2.2,0.823,4.9,12.0,16.9,2.5,1.5,1.2,2.7,3.0,25.5,115.0,114.0,
jonesde02,144.0,Derrick Jones Jr.,26.0,DAL,SF,76.0,66.0,1783.0,6.4,13.3,0.483,2.2,6.4,0.343,4.2,6.9,0.613,0.566,2.6,3.7,0.713,2.2,4.5,6.7,2.0,1.4,1.4,1.7,3.3,17.7,116.0,116.0,
anderky01,145.0,Kyle Anderson,30.0,MIN,PF,79.0,10.0,1782.0,5.5,12.0,0.46,0.3,1.3,0.229,5.2,10.7,0.488,0.472,2.7,3.8,0.708,1.7,5.9,7.6,9.2,2.0,1.3,2.5,3.6,14.0,114.0,109.0,
durenja01,146.0,Jalen Duren,20.0,DET,C,61.0,60.0,1777.0,9.4,15.3,0.619,0.0,0.1,0.0,9.4,15.2,0.623,0.619,3.9,4.9,0.79,5.2,14.0,19.2,4.0,0.9,1.3,3.5,5.2,22.8,122.0,115.0,
bealbr01,147.0,Bradley Beal,30.0,PHO,SG,53.0,53.0,1767.0,10.4,20.3,0.513,2.8,6.5,0.43,7.6,13.8,0.552,0.582,3.0,3.7,0.813,1.5,4.9,6.4,7.3,1.4,0.7,3.6,3.5,26.6,117.0,117.0,
hendesc01,148.0,Scoot Henderson,19.0,POR,PG,62.0,32.0,1765.0,8.6,22.3,0.385,2.4,7.5,0.325,6.2,14.8,0.416,0.44,4.7,5.7,0.819,1.5,3.9,5.4,9.4,1.3,0.4,5.9,5.5,24.3,97.0,120.0,
richani01,149.0,Nick Richards,26.0,CHO,C,67.0,51.0,1759.0,7.3,10.5,0.691,0.0,0.0,0.0,7.3,10.5,0.693,0.691,3.7,5.0,0.737,4.8,10.3,15.1,1.5,0.7,2.1,2.0,4.9,18.3,134.0,118.0,
olynyke01,150.0,Kelly Olynyk,32.0,2TM,C,78.0,27.0,1759.0,7.6,13.6,0.555,1.6,4.3,0.387,5.9,9.4,0.632,0.616,4.1,4.9,0.833,3.0,8.3,11.3,9.5,2.0,0.8,4.2,6.3,20.9,124.0,118.0,
olynyke01,150.0,Kelly Olynyk,32.0,UTA,C,50.0,8.0,1019.0,6.9,12.2,0.562,1.7,4.0,0.429,5.2,8.2,0.626,0.632,3.8,4.5,0.842,3.0,9.0,12.0,10.4,1.8,0.6,3.8,6.3,19.2,130.0,119.0,
olynyke01,150.0,Kelly Olynyk,32.0,TOR,C,28.0,19.0,740.0,8.5,15.6,0.548,1.6,4.6,0.338,7.0,11.0,0.637,0.598,4.6,5.5,0.824,2.9,7.3,10.2,8.4,2.4,1.2,4.6,6.4,23.2,118.0,116.0,
martica02,151.0,Caleb Martin,28.0,MIA,SF,64.0,23.0,1756.0,6.8,15.9,0.431,2.3,6.6,0.349,4.5,9.3,0.489,0.504,2.2,2.8,0.778,2.1,5.9,8.0,4.1,1.3,0.8,2.2,3.6,18.2,107.0,113.0,
hausesa01,152.0,Sam Hauser,26.0,BOS,SF,79.0,13.0,1741.0,7.1,15.8,0.446,5.6,13.2,0.424,1.5,2.6,0.559,0.623,0.5,0.5,0.895,1.3,6.6,7.8,2.3,1.1,0.7,0.9,2.8,20.2,126.0,114.0,
horfoal01,153.0,Al Horford,37.0,BOS,C,65.0,33.0,1740.0,6.1,11.9,0.511,3.1,7.3,0.419,3.0,4.6,0.658,0.64,0.7,0.9,0.867,2.3,9.4,11.7,4.8,1.1,1.8,1.4,2.6,16.0,135.0,111.0,
camarto01,154.0,Toumani Camara,23.0,POR,PF,70.0,49.0,1739.0,5.6,12.4,0.45,1.6,4.9,0.337,3.9,7.6,0.523,0.516,2.1,2.8,0.758,3.9,5.8,9.7,2.5,1.9,0.9,2.4,4.9,15.0,110.0,117.0,
toppiob01,155.0,Obi Toppin,25.0,IND,PF,82.0,28.0,1730.0,9.1,15.8,0.573,2.8,6.9,0.403,6.3,8.9,0.706,0.661,2.1,2.7,0.77,2.3,6.4,8.7,3.5,1.3,1.2,1.9,3.9,23.0,129.0,119.0,
coulibi01,156.0,Bilal Coulibaly,19.0,WAS,SF,63.0,15.0,1715.0,5.1,11.8,0.435,1.7,5.0,0.346,3.4,6.7,0.502,0.509,2.5,3.6,0.702,1.5,5.5,7.0,3.0,1.6,1.3,2.4,3.7,14.5,103.0,120.0,
anunoog01,157.0,OG Anunoby,26.0,2TM,SF,50.0,50.0,1702.0,8.2,16.7,0.489,3.0,7.7,0.382,5.2,9.0,0.581,0.577,1.9,2.6,0.753,1.4,4.7,6.0,3.1,2.0,1.0,2.3,3.4,21.2,113.0,117.0,
anunoog01,157.0,OG Anunoby,26.0,TOR,SF,27.0,27.0,900.0,8.4,17.2,0.489,3.3,8.7,0.374,5.2,8.5,0.608,0.584,1.8,2.5,0.717,1.3,4.4,5.7,3.9,1.5,0.7,2.3,3.3,21.9,113.0,121.0,
anunoog01,157.0,OG Anunoby,26.0,NYK,SF,23.0,23.0,802.0,7.9,16.1,0.488,2.6,6.5,0.394,5.3,9.6,0.553,0.568,2.1,2.7,0.791,1.4,5.0,6.4,2.2,2.5,1.4,2.4,3.6,20.4,113.0,112.0,
walkeja01,158.0,Jabari Walker,21.0,POR,PF,72.0,23.0,1700.0,6.8,14.8,0.46,1.2,4.0,0.295,5.6,10.7,0.522,0.5,3.7,5.0,0.754,4.4,10.4,14.8,2.1,1.2,0.6,1.9,5.0,18.5,115.0,116.0,
nembhan01,159.0,Andrew Nembhard,24.0,IND,PG,68.0,47.0,1697.0,7.2,14.5,0.498,1.7,4.8,0.357,5.5,9.8,0.567,0.557,1.3,1.6,0.804,1.0,2.9,3.9,7.8,1.8,0.2,2.8,4.0,17.4,114.0,121.0,
wallaca01,160.0,Cason Wallace,20.0,OKC,SG,82.0,13.0,1692.0,6.2,12.6,0.491,2.8,6.6,0.419,3.4,5.9,0.572,0.602,0.8,1.1,0.784,1.5,3.8,5.3,3.4,2.2,1.1,1.3,3.7,15.9,122.0,113.0,
murphtr02,161.0,Trey Murphy III,23.0,NOP,SF,57.0,23.0,1690.0,8.0,18.0,0.443,4.9,12.9,0.38,3.1,5.1,0.602,0.579,3.6,4.4,0.815,1.2,6.9,8.1,3.6,1.5,0.8,1.0,2.0,24.4,127.0,114.0,
porzikr01,162.0,Kristaps Porziņģis,28.0,BOS,C,57.0,57.0,1690.0,11.3,22.0,0.516,3.2,8.6,0.375,8.1,13.4,0.606,0.589,7.6,8.8,0.858,2.8,9.1,12.0,3.4,1.2,3.2,2.6,4.6,33.5,128.0,109.0,
lowryky01,163.0,Kyle Lowry,37.0,2TM,PG,60.0,55.0,1690.0,4.8,11.1,0.432,2.9,7.3,0.392,1.9,3.7,0.512,0.562,1.8,2.2,0.84,1.0,4.7,5.7,7.4,1.7,0.6,2.5,4.3,14.3,118.0,114.0,
lowryky01,163.0,Kyle Lowry,37.0,MIA,PG,37.0,35.0,1037.0,5.0,11.6,0.426,3.0,7.7,0.385,2.0,3.9,0.506,0.554,1.7,2.0,0.833,1.2,5.0,6.2,7.1,1.9,0.7,2.5,4.5,14.6,115.0,113.0,
