player_id,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt p100,On-Off p100,BadPass TO,LostBall TO,Shoot Foul,Off. Foul,Shoot Drawn,Off. Drawn,PGA,And1,Blkd,Awards,Column_25
siakapa01,16,Jayson Tatum,25,BOS,PF,74,74,2645,0,0,26,72,2,10.9,-1.2,91,53,54,32,208,4,922,44,61,"MVP-6,CPOY-9,AS,NBA1"
siakapa01,17,Austin Reaves,25,LAL,SG,82,57,2629,34,60,7,0,0,-0.9,-4.0,105,50,86,11,98,34,1061,31,48,
tatumja01,18,Tyrese Maxey,23,PHI,PG,70,70,2626,60,39,1,0,0,4.7,5.0,60,35,67,9,173,11,1045,54,90,"MIP-1,AS"
reaveau01,19,Luka Dončić,24,DAL,PG,70,70,2624,74,26,0,0,0,5.3,9.4,200,61,77,7,283,12,1636,78,50,"MVP-3,CPOY-6,AS,NBA1"
maxeyty01,20,Nikola Vučević,33,CHI,C,76,74,2610,0,0,0,8,92,-3.6,-6.3,54,37,124,19,59,3,623,19,48,
doncilu01,21,Jalen Green,21,HOU,SG,82,82,2601,12,85,3,0,0,-0.5,-4.7,81,82,58,16,162,6,688,45,108,
vucevni01,22,Rudy Gobert,31,MIN,C,76,76,2593,0,0,0,0,100,8.4,5.2,32,30,120,38,166,14,265,42,55,"DPOY-1,DEF1"
greenja05,23,Keegan Murray,23,SAC,SF,77,77,2588,0,2,83,15,0,2.2,2.6,31,21,113,7,56,18,319,11,40,
goberru01,24,Miles Bridges,25,CHO,SF,69,67,2581,0,24,61,15,0,-12.0,-3.9,69,49,67,9,111,9,574,40,64,
murrake02,25,Damian Lillard,33,MIL,PG,73,73,2579,91,9,0,0,0,7.0,12.3,138,39,58,7,185,14,1223,35,85,"CPOY-11,AS"
bridgmi02,26,Giannis Antetokounmpo,29,MIL,PF,73,73,2567,0,0,0,59,41,6.2,10.0,75,72,83,45,377,7,1242,105,90,"MVP-4,DPOY-9,CPOY-12,AS,NBA1"
lillada01,27,Michael Porter Jr.,25,DEN,SF,81,81,2565,0,0,70,30,0,8.3,8.0,38,29,88,9,52,1,280,16,39,
antetgi01,28,Shai Gilgeous-Alexander,25,OKC,PG,75,75,2553,98,2,0,0,0,11.9,11.4,67,57,99,14,272,11,1175,74,77,"MVP-2,DPOY-7,CPOY-3,AS,NBA1"
portemi01,29,Grayson Allen,28,PHO,SG,75,74,2513,26,72,2,0,0,4.8,4.3,56,16,75,8,63,19,546,15,26,
gilgesh01,30,LeBron James,39,LAL,PF,71,71,2504,0,0,1,86,13,4.1,9.9,160,59,35,14,217,12,1364,74,59,"CPOY-10,AS,NBA3"
allengr01,31,Paul George,33,LAC,PF,74,74,2502,0,0,3,86,11,8.9,14.3,82,36,88,24,117,19,619,28,55,AS
jamesle01,32,Dennis Schröder,30,2TM,PG,80,58,2486,100,0,0,0,0,-3.2,3.6,95,38,56,10,77,25,1168,16,66,
georgpa01,32,Dennis Schröder,30,TOR,PG,51,33,1559,100,0,0,0,0,-1.4,8.3,50,18,33,8,54,18,749,11,40,
schrode01,32,Dennis Schröder,30,BRK,PG,29,25,927,100,0,0,0,0,-6.2,-4.2,45,20,23,2,23,7,419,5,26,
schrode01,33,D'Angelo Russell,27,LAL,PG,76,69,2484,100,0,0,0,0,2.5,5.7,106,30,75,10,76,20,1111,17,35,
schrode01,34,James Harden,34,LAC,PG,72,72,2470,72,28,0,0,0,5.9,6.0,120,42,62,15,140,7,1429,33,42,
russeda01,35,Devin Booker,27,PHO,PG,68,68,2447,91,10,0,0,0,5.7,6.4,102,50,88,17,174,14,1168,39,48,"AS,NBA3"
hardeja01,36,Jarrett Allen,25,CLE,C,77,77,2442,0,0,0,1,100,5.0,6.1,67,28,87,21,142,15,499,31,75,DPOY-10
bookede01,37,Jabari Smith Jr.,20,HOU,PF,76,76,2424,0,0,0,68,32,-2.1,-8.2,35,29,110,13,89,3,295,19,56,
allenja01,38,Stephen Curry,35,GSW,PG,74,74,2421,75,25,0,0,0,2.5,-0.6,115,61,62,15,123,15,872,36,51,"CPOY-1,AS,NBA3"
smithja05,39,Bam Adebayo,26,MIA,C,71,71,2416,0,0,0,0,100,0.8,-3.1,63,44,81,32,179,6,678,35,46,"DPOY-3,AS,DEF1"
curryst01,40,Chet Holmgren,21,OKC,C,82,82,2413,0,0,0,0,100,8.8,2.2,39,59,126,20,135,12,474,30,65,ROY-2
adebaba01,41,Brook Lopez,35,MIL,C,79,79,2411,0,0,0,0,100,5.2,6.3,22,19,113,32,66,3,306,20,22,
holmgch01,42,Kentavious Caldwell-Pope,30,DEN,SG,76,76,2402,6,87,7,0,0,11.7,15.8,53,14,87,4,34,19,420,7,14,
lopezbr01,43,Bogdan Bogdanović,31,ATL,SG,79,33,2401,0,51,47,2,0,1.9,10.3,65,30,94,9,68,7,585,13,51,6MOY-5
caldwke01,44,Brandon Miller,21,CHO,SF,74,68,2383,0,9,42,50,0,-10.8,-0.6,70,24,105,20,85,21,430,26,45,ROY-3
bogdabo01,45,Harrison Barnes,31,SAC,PF,82,82,2381,0,0,10,90,1,-1.8,-7.8,23,23,60,5,86,12,238,19,27,
millebr02,46,Derrick White,29,BOS,SG,73,73,2381,20,77,4,0,0,12.4,2.9,69,21,79,13,73,27,910,19,28,"DPOY-8,DEF2"
barneha02,47,Tobias Harris,31,PHI,PF,70,70,2368,0,0,33,63,4,4.3,3.2,36,28,69,14,107,6,534,27,76,
whitede01,48,Donte DiVincenzo,27,NYK,SG,81,63,2360,1,77,21,0,0,3.1,-4.1,61,25,76,12,40,18,504,8,32,
harrito02,49,Jordan Poole,24,WAS,SG,78,66,2346,27,68,5,0,0,-11.5,-5.4,85,57,106,15,95,14,811,28,75,
divindo01,50,Jaylen Brown,27,BOS,SF,70,70,2343,1,30,68,2,0,8.2,-7.7,64,61,74,27,156,10,619,46,72,AS
poolejo01,51,Malik Beasley,27,MIL,SG,79,77,2337,9,87,5,0,0,6.5,9.2,26,18,75,1,11,7,264,3,27,
brownja02,52,Franz Wagner,22,ORL,SF,72,72,2337,0,4,85,11,0,4.3,6.2,61,48,74,18,143,34,635,34,77,
beaslma01,53,Kawhi Leonard,32,LAC,SF,68,68,2330,0,5,62,32,2,8.5,11.9,53,38,44,12,122,9,607,44,30,"AS,NBA2"
wagnefr01,54,Herbert Jones,25,NOP,SF,76,76,2321,0,0,54,45,1,5.8,2.9,40,25,112,16,68,20,469,11,42,"DPOY-5,DEF1"
leonaka01,55,Aaron Gordon,28,DEN,PF,73,73,2297,0,0,0,90,10,9.1,8.5,44,29,87,20,140,7,630,41,57,
joneshe01,56,Klay Thompson,33,GSW,SF,77,63,2284,0,29,61,10,0,-0.5,-7.6,65,24,78,15,58,2,404,15,27,
gordoaa01,57,Kyle Kuzma,28,WAS,PF,70,70,2281,0,0,0,81,19,-11.2,-4.7,77,63,86,24,124,10,702,36,52,
thompkl01,58,Jrue Holiday,33,BOS,PG,69,69,2263,69,31,0,0,0,9.5,-4.1,70,37,56,4,29,21,822,7,28,"DPOY-6,DEF2"
kuzmaky01,59,Deni Avdija,23,WAS,SF,75,75,2257,0,0,53,43,4,-6.3,6.9,87,45,93,18,144,12,672,45,76,
holidjr01,60,Devin Vassell,23,SAS,SG,68,62,2248,9,82,9,0,0,-6.4,-0.2,64,28,34,7,98,8,667,31,34,
avdijde01,61,Luguentz Dort,24,OKC,SF,79,79,2246,0,7,70,23,0,8.7,1.7,29,22,105,15,73,56,275,14,31,
vassede01,62,Max Strus,27,CLE,SF,70,70,2239,2,34,60,5,0,5.6,6.8,58,26,88,9,36,19,656,9,42,
dortlu01,63,Dillon Brooks,28,HOU,SF,72,72,2227,1,17,73,9,0,-0.1,-2.9,41,29,124,10,69,23,285,11,31,
strusma01,64,Tyrese Haliburton,23,IND,PG,69,68,2224,90,10,0,0,0,5.5,5.7,121,19,49,5,97,7,1782,42,57,"AS,NBA3"
brookdi01,65,Jalen Williams,22,OKC,PF,71,71,2223,0,1,14,83,2,8.6,1.5,56,42,85,12,105,21,783,22,51,CPOY-12
halibty01,66,P.J. Washington,25,2TM,PF,73,45,2221,0,0,2,80,17,-3.0,2.8,50,24,109,15,72,9,336,22,42,
willija06,66,P.J. Washington,25,CHO,PF,44,17,1286,0,0,3,68,28,-11.2,-0.9,37,16,72,10,46,7,232,17,27,
washipj01,66,P.J. Washington,25,DAL,PF,29,28,935,0,0,2,97,2,8.2,8.0,13,8,37,5,26,2,104,5,15,
washipj01,67,Jaden Ivey,21,DET,SG,77,61,2217,4,88,8,0,0,-7.8,2.4,97,59,95,15,154,11,705,33,88,
washipj01,68,Ayo Dosunmu,24,CHI,SG,76,37,2212,9,56,35,1,0,-3.1,-3.9,50,32,80,7,51,6,573,10,59,
iveyja01,69,Zion Williamson,23,NOP,PF,70,70,2207,0,0,1,86,14,2.4,-5.2,78,75,90,28,271,3,924,79,121,
dosunay01,70,Mike Conley,36,MIN,PG,76,76,2193,100,0,0,0,0,5.4,-2.6,81,13,57,2,37,27,1049,9,15,
willizi01,71,Jeremy Sochan,20,SAS,PF,74,73,2193,0,0,13,84,3,-7.4,-2.4,66,40,82,12,71,15,603,14,67,
conlemi01,72,Buddy Hield,31,2TM,SF,84,42,2160,0,62,38,0,0,0.7,-3.0,63,29,95,4,16,1,553,3,33,
sochaje01,72,Buddy Hield,31,IND,SF,52,28,1336,0,57,42,1,0,2.4,-1.0,34,20,59,2,6,0,320,1,20,
hieldbu01,72,Buddy Hield,31,PHI,SG,32,14,824,0,70,30,0,0,-2.0,-6.3,29,9,36,2,10,1,233,2,13,
hieldbu01,73,CJ McCollum,32,NOP,PG,66,66,2159,88,12,0,0,0,3.6,-2.3,61,30,68,6,65,6,705,14,41,
hieldbu01,74,Spencer Dinwiddie,30,2TM,PG,76,52,2152,74,25,1,0,0,1.0,3.9,57,15,61,12,100,11,882,23,18,
mccolcj01,74,Spencer Dinwiddie,30,BRK,PG,48,48,1474,89,11,0,0,0,-1.7,2.1,40,8,43,9,77,5,723,18,16,
dinwisp01,74,Spencer Dinwiddie,30,LAL,PG,28,4,678,42,54,4,0,0,6.9,7.8,17,7,18,3,23,6,159,5,2,
dinwisp01,75,Tre Jones,24,SAS,PG,77,48,2138,100,0,0,0,0,-0.5,12.6,86,20,37,4,38,35,1164,7,30,
dinwisp01,76,Grant Williams,25,2TM,PF,76,43,2130,0,0,13,67,20,-5.1,-3.0,39,29,111,26,57,30,424,16,28,
jonestr01,76,Grant Williams,25,DAL,PF,47,33,1242,0,0,1,84,15,-3.7,-8.4,16,17,70,12,23,9,206,6,16,
willigr01,76,Grant Williams,25,CHO,PF,29,10,888,0,1,29,43,27,-7.1,4.5,23,12,41,14,34,21,218,10,12,
willigr01,77,Jaren Jackson Jr.,24,MEM,C,66,66,2124,0,0,0,2,99,-8.2,-2.0,34,71,108,46,196,31,406,50,122,
willigr01,78,Tim Hardaway Jr.,31,DAL,SF,79,12,2120,0,13,69,18,0,-0.3,-5.4,33,24,46,6,69,35,336,21,33,6MOY-9
jacksja02,79,Nic Claxton,24,BRK,C,71,71,2116,0,0,0,0,100,-5.7,-5.7,23,25,75,31,89,13,349,24,41,
hardati02,80,Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,4,37,51,9,0,3.4,3.0,61,29,100,7,86,7,469,20,63,"ROY-4,6MOY-9"
claxtni01,81,Taurean Prince,29,LAL,PF,78,49,2108,1,20,70,9,0,-2.7,-6.7,42,18,84,3,30,21,277,9,28,
jaqueja01,82,Victor Wembanyama,20,SAS,C,71,71,2106,0,0,0,0,100,-3.1,7.0,123,90,90,17,173,17,620,45,27,"ROY-1,DPOY-2,DEF1"
princta02,83,Jaden McDaniels,23,MIN,SF,72,71,2105,0,7,84,9,0,3.9,-5.6,38,28,109,3,40,13,244,14,28,DEF2
wembavi01,84,Brandon Ingram,26,NOP,SF,64,64,2103,3,68,26,3,0,3.8,-1.9,69,52,73,27,129,5,874,25,47,
mcdanja02,85,Scottie Barnes,22,TOR,SG,60,60,2094,0,31,33,33,2,-3.1,7.0,104,31,40,16,111,16,865,30,48,AS
ingrabr01,86,Jusuf Nurkić,29,PHO,C,76,76,2078,0,0,0,0,100,9.3,12.8,76,47,126,42,120,1,690,27,58,
barnesc01,87,Myles Turner,27,IND,C,77,77,2076,0,0,0,0,100,4.7,3.5,21,34,133,43,165,10,233,45,42,
nurkiju01,88,Collin Sexton,25,UTA,SG,78,51,2075,14,78,8,0,0,-3.0,4.0,67,52,70,16,161,26,931,42,113,
turnemy01,89,Cam Thomas,22,BRK,SG,66,51,2075,10,68,21,1,0,-6.2,-6.7,44,40,69,9,155,15,458,35,78,
sextoco01,90,Cade Cunningham,22,DET,PG,62,62,2074,65,32,3,0,0,-8.1,1.6,126,59,81,13,109,6,1076,21,92,
thomaca02,91,Corey Kispert,24,WAS,SF,80,22,2067,0,18,66,16,0,-10.9,-3.4,28,40,83,12,75,6,371,26,48,
cunnica01,92,Saddiq Bey,24,ATL,SF,63,51,2062,0,1,70,29,0,-1.0,2.6,20,10,39,2,108,3,222,27,49,
kispeco01,93,Kelly Oubre Jr.,28,PHI,SF,68,52,2055,0,18,60,21,2,-0.1,-6.5,33,25,86,16,120,17,248,29,89,
beysa01,94,Alperen Şengün,21,HOU,C,63,63,2046,0,0,0,0,100,0.4,-1.7,60,59,118,20,158,22,759,40,75,
oubreke01,95,Jimmy Butler,34,MIA,PF,60,60,2042,0,0,25,74,0,5.5,7.1,56,31,30,10,205,5,768,46,63,
sengual01,96,Alex Caruso,29,CHI,SG,71,57,2040,17,78,5,0,0,0.3,3.4,72,24,82,2,37,42,558,5,25,"DPOY-10,DEF2"
butleji01,97,Terry Rozier,29,2TM,SG,61,60,2040,82,18,0,0,0,-6.8,-3.0,66,27,44,8,80,33,825,17,58,
carusal01,97,Terry Rozier,29,CHO,SG,30,30,1065,65,35,0,0,0,-13.0,-3.4,40,15,19,7,49,21,478,9,29,
roziete01,97,Terry Rozier,29,MIA,PG,31,30,975,100,0,0,0,0,0.0,-2.7,26,12,25,1,31,12,347,8,29,
roziete01,98,Keldon Johnson,24,SAS,SF,69,27,2038,4,31,63,3,0,-8.2,-3.8,51,34,72,9,113,10,464,28,56,
roziete01,99,Kyrie Irving,31,DAL,SG,58,58,2030,23,68,10,0,0,6.0,7.9,52,38,57,6,85,12,719,26,39,CPOY-7
johnske04,100,Karl-Anthony Towns,28,MIN,PF,62,62,2026,0,0,0,63,37,6.4,-0.2,72,36,105,52,138,10,434,39,67,AS
irvinky01,101,Jalen Suggs,22,ORL,SG,75,75,2025,14,79,8,0,0,1.0,-1.6,68,33,105,13,65,35,491,16,26,"DPOY-10,DEF2"
townska01,102,Keyonte George,20,UTA,PG,75,44,2023,99,2,0,0,0,-8.9,-8.1,115,47,31,9,103,24,794,24,51,
suggsja01,103,Josh Giddey,21,OKC,SG,80,80,2011,1,60,34,5,0,8.2,0.5,92,50,63,12,63,3,915,21,70,
georgke01,104,Bobby Portis,28,MIL,PF,82,4,2008,0,0,2,83,16,0.4,-4.8,17,35,95,22,56,4,263,14,33,6MOY-3
giddejo01,105,Aaron Nesmith,24,IND,SF,72,47,1995,0,12,75,13,0,3.6,1.2,31,11,142,13,63,39,251,22,51,
portibo01,106,Gary Trent Jr.,25,TOR,SG,71,41,1994,4,76,19,1,0,-5.2,2.5,21,10,41,8,41,7,275,13,31,
nesmiaa01,107,Norman Powell,30,LAC,SG,76,3,1990,3,72,24,0,0,5.1,3.0,29,18,73,5,79,8,194,16,37,6MOY-4
trentga02,108,Immanuel Quickley,24,2TM,SG,68,38,1985,69,31,0,0,0,-0.8,1.9,59,26,62,6,108,17,780,20,45,
powelno01,108,Immanuel Quickley,24,NYK,SG,30,0,720,42,58,0,0,0,8.5,4.6,13,12,25,3,41,3,172,6,13,
quickim01,108,Immanuel Quickley,24,TOR,PG,38,38,1265,84,16,0,0,0,-6.1,0.4,46,14,37,3,67,14,608,14,32,
quickim01,109,Brandin Podziemski,20,GSW,SG,74,28,1968,13,75,13,0,0,7.2,8.7,54,19,60,6,37,41,660,13,35,ROY-5
quickim01,110,Naz Reid,24,MIN,PF,81,14,1964,0,0,1,79,20,5.9,-1.2,32,52,104,12,74,3,260,16,64,6MOY-1
podzibr01,111,Caris LeVert,29,CLE,SG,68,10,1958,6,67,27,0,0,3.0,0.7,63,34,64,6,92,13,843,13,48,
reidna01,112,Royce O'Neale,30,2TM,SF,79,14,1954,2,21,55,22,1,3.0,4.7,43,17,105,10,14,12,519,0,16,
leverca01,112,Royce O'Neale,30,BRK,SF,49,6,1202,3,30,49,17,1,-0.9,3.0,25,14,73,9,10,7,322,0,11,
onealro01,112,Royce O'Neale,30,PHO,SF,30,8,752,0,6,64,29,0,9.2,7.4,18,3,32,1,4,5,197,0,5,
onealro01,113,Jonathan Kuminga,21,GSW,PF,74,46,1949,0,0,2,65,34,4.2,3.0,49,37,64,17,160,12,414,38,73,
onealro01,114,Donovan Mitchell,27,CLE,SG,55,55,1942,58,42,0,0,0,7.2,9.1,87,52,55,6,122,4,808,26,54,AS
kuminjo01,115,Trae Young,25,ATL,PG,54,54,1942,100,0,0,0,0,-2.4,-0.3,174,41,49,7,131,35,1382,30,54,AS
mitchdo01,116,Dorian Finney-Smith,30,BRK,PF,68,56,1934,0,2,39,45,14,-1.5,2.8,29,12,71,9,18,1,263,2,18,
youngtr01,117,Tyus Jones,27,WAS,PG,66,66,1933,100,0,0,0,0,-12.4,-6.1,55,8,19,2,19,12,1155,6,23,
finnedo01,118,Jonas Valančiūnas,31,NOP,C,82,82,1925,0,0,0,0,100,4.2,-1.0,30,22,116,41,100,2,403,17,47,
jonesty01,119,Nickeil Alexander-Walker,25,MIN,SG,82,20,1921,43,48,9,0,0,8.7,4.3,51,16,80,4,24,29,496,4,29,
valanjo01,120,Andrew Wiggins,28,GSW,SF,71,59,1920,0,0,66,34,0,-0.6,-6.5,33,34,77,9,95,11,312,13,45,
alexani01,121,Duncan Robinson,29,MIA,SF,68,36,1905,0,25,53,23,0,0.0,-4.0,53,18,91,6,29,8,443,5,25,
wiggian01,122,John Collins,26,UTA,PF,68,66,1901,0,0,17,70,13,-7.3,-4.7,36,32,122,15,87,14,185,23,73,
robindu01,123,Darius Garland,24,CLE,PG,57,57,1901,100,0,0,0,0,1.8,-1.6,104,40,36,9,72,16,878,15,48,
collijo01,124,Isaiah Hartenstein,25,NYK,C,75,49,1896,0,0,0,0,100,10.4,11.0,54,12,111,22,79,3,446,29,29,
garlada01,125,Eric Gordon,35,PHO,SG,68,24,1893,17,48,36,0,0,3.6,0.7,40,16,46,6,31,3,330,9,40,
harteis01,126,Jalen Johnson,22,ATL,SF,56,52,1889,0,0,0,94,5,-1.3,1.9,56,19,75,11,77,10,486,23,51,
gordoer01,127,Isaac Okoro,23,CLE,SF,69,42,1887,1,5,78,16,0,3.6,1.9,19,20,62,10,73,15,313,21,37,
johnsja05,128,Clint Capela,29,ATL,C,73,73,1883,0,0,0,0,100,-0.6,3.1,24,23,86,16,108,17,227,22,69,
okorois01,129,Terance Mann,27,LAC,SG,75,71,1873,2,70,27,2,0,2.5,-2.1,17,22,53,9,47,7,286,11,29,
capelca01,130,Malik Monk,25,SAC,SG,72,0,1872,16,80,4,0,0,-1.6,-5.4,104,31,82,6,77,12,870,14,55,"CPOY-12,6MOY-2"
mannte01,131,Bruce Brown,27,2TM,SG,67,44,1866,17,78,5,0,0,-5.6,-5.3,36,32,77,7,68,1,456,20,41,
monkma01,131,Bruce Brown,27,IND,SG,33,33,981,2,91,7,0,0,3.5,0.7,14,18,42,3,38,1,242,11,20,
brownbr01,131,Bruce Brown,27,TOR,PG,34,11,885,34,63,4,0,0,-15.8,-12.1,22,14,35,4,30,0,214,9,21,
brownbr01,132,Jamal Murray,26,DEN,PG,59,59,1861,83,17,0,0,0,8.6,5.7,86,33,71,4,65,7,875,16,51,
brownbr01,133,RJ Barrett,23,2TM,SG,58,58,1838,0,9,69,22,0,-3.3,-1.8,64,33,67,14,152,8,472,30,90,
murraja01,133,RJ Barrett,23,NYK,SG,26,26,766,0,3,96,1,0,-0.3,-6.4,20,14,26,4,64,3,154,8,41,
barrerj01,133,RJ Barrett,23,TOR,SG,32,32,1072,0,14,49,36,1,-5.4,1.5,44,19,41,10,88,5,318,22,49,
barrerj01,134,Georges Niang,30,CLE,PF,82,10,1831,0,1,20,78,1,0.3,-4.4,34,20,114,8,28,9,245,6,16,
barrerj01,135,Jerami Grant,29,POR,PF,54,54,1830,0,0,41,53,6,-9.6,-0.5,47,47,66,14,136,14,380,27,64,
niangge01,136,Rui Hachimura,25,LAL,PF,68,39,1826,0,0,46,49,5,3.3,5.3,13,19,53,9,65,5,209,13,42,
grantje01,137,Payton Pritchard,26,BOS,PG,82,5,1825,100,0,0,0,0,11.9,1.3,31,12,37,5,23,7,696,4,27,
hachiru01,138,Lauri Markkanen,26,UTA,PF,55,55,1820,0,0,3,54,44,0.3,9.6,30,23,60,15,102,9,275,17,45,
pritcpa01,139,Reggie Jackson,33,DEN,PG,82,23,1817,100,0,0,0,0,1.3,-7.9,61,19,69,17,36,13,720,8,33,
markkla01,140,Cole Anthony,23,ORL,PG,81,0,1817,100,0,0,0,0,1.9,0.3,68,39,88,7,87,11,569,15,32,
jacksre01,141,Daniel Gafford,25,2TM,C,74,66,1815,0,0,0,4,96,-2.8,3.3,25,21,159,22,88,16,254,20,34,
anthoco01,141,Daniel Gafford,25,WAS,C,45,45,1192,0,0,0,0,100,-7.6,2.3,16,13,109,13,59,14,150,10,24,
gaffoda01,141,Daniel Gafford,25,DAL,PF,29,21,623,0,0,0,11,89,6.5,5.2,9,8,50,9,29,2,104,10,10,
gaffoda01,142,Ivica Zubac,26,LAC,C,68,68,1794,0,0,0,0,100,4.8,2.1,30,18,129,24,78,3,227,10,40,
gaffoda01,143,Deandre Ayton,25,POR,C,55,55,1784,0,0,0,0,100,-8.7,1.3,28,42,75,14,40,3,222,11,41,
zubaciv01,144,Derrick Jones Jr.,26,DAL,SF,76,66,1783,0,0,50,49,1,1.8,-0.6,22,26,68,7,73,21,190,19,24,
aytonde01,145,Kyle Anderson,30,MIN,PF,79,10,1782,0,0,55,42,4,5.6,-1.7,57,20,57,6,65,7,781,11,20,
jonesde02,146,Jalen Duren,20,DET,C,61,60,1777,0,0,0,0,100,-8.3,1.1,48,37,102,37,95,1,334,29,47,
anderky01,147,Bradley Beal,30,PHO,SG,53,53,1767,2,35,60,4,0,3.2,0.0,67,33,70,14,65,13,643,13,37,
durenja01,148,Scoot Henderson,19,POR,PG,62,32,1765,99,1,0,0,0,-13.9,-8.2,123,49,85,22,93,21,823,16,50,
bealbr01,149,Nick Richards,26,CHO,C,67,51,1759,0,0,0,0,100,-12.3,-3.1,17,19,87,32,91,8,125,17,38,
hendesc01,150,Kelly Olynyk,32,2TM,C,78,27,1759,0,0,0,23,77,-7.8,-2.7,82,33,109,18,75,23,786,19,22,
richani01,150,Kelly Olynyk,32,UTA,C,50,8,1019,0,0,0,39,61,-3.7,1.6,42,18,65,11,37,8,503,12,10,
olynyke01,150,Kelly Olynyk,32,TOR,C,28,19,740,0,0,0,1,99,-13.4,-8.6,40,15,44,7,38,15,283,7,12,
olynyke01,151,Caleb Martin,28,MIA,SF,64,23,1756,11,66,23,1,0,2.7,1.2,36,21,58,7,50,21,359,15,40,
olynyke01,152,Sam Hauser,26,BOS,SF,79,13,1741,0,12,54,33,1,13.4,3.9,17,8,56,3,4,5,211,0,11,
martica02,153,Al Horford,37,BOS,C,65,33,1740,0,0,0,51,49,11.4,0.3,20,11,54,13,9,1,426,2,11,
hausesa01,154,Toumani Camara,23,POR,PF,70,49,1739,0,0,0,84,16,-4.8,8.2,38,19,92,13,44,34,213,10,27,
horfoal01,155,Obi Toppin,25,IND,PF,82,28,1730,0,0,0,89,11,4.0,1.9,32,15,76,14,49,4,297,16,30,
camarto01,156,Bilal Coulibaly,19,WAS,SF,63,15,1715,1,49,49,1,0,-11.8,-4.4,52,20,67,5,68,3,268,19,43,
toppiob01,157,OG Anunoby,26,2TM,SF,50,50,1702,0,1,64,34,1,11.6,16.2,33,19,58,15,47,4,252,15,41,
coulibi01,157,OG Anunoby,26,TOR,SF,27,27,900,0,2,80,16,2,2.0,10.9,17,11,26,10,24,4,169,9,20,
anunoog01,157,OG Anunoby,26,NYK,SF,23,23,802,0,0,45,55,0,22.4,22.1,16,8,32,5,23,0,83,6,21,
anunoog01,158,Jabari Walker,21,POR,PF,72,23,1700,0,2,35,58,6,-10.8,-2.5,17,26,80,13,81,13,168,21,63,
anunoog01,159,Andrew Nembhard,24,IND,PG,68,47,1697,31,68,0,0,0,2.1,-1.5,50,29,66,8,28,18,669,6,21,
walkeja01,160,Cason Wallace,20,OKC,SG,82,13,1692,29,36,34,1,0,5.7,-3.9,22,14,71,2,20,3,282,3,23,
nembhan01,161,Trey Murphy III,23,NOP,SF,57,23,1690,0,22,52,26,0,7.3,4.6,18,11,42,2,57,8,304,12,16,
wallaca01,162,Kristaps Porziņģis,28,BOS,C,57,57,1690,0,0,0,5,95,10.6,-1.2,36,23,89,23,127,7,281,27,18,
